#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1754.0,+279/-167,0.82,6.96,1.55,5.231,40.79,6.31,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1700.0,+106/-81,0.686,8.73,3.89,10.732,4.96,0.483,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1590.0,+102/-74,0.564,13.62,6.8,12.136,7.56,0.399,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1581.0,+78/-60,0.508,14.11,9.71,13.546,6.03,0.703,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1568.0,+115/-85,0.531,14.84,6.34,11.877,2280.19,9.666,✔️,0.0,False,GPU
5,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1556.0,+108/-98,0.551,15.5,6.22,10.526,360.81,5.696,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1555.0,+103/-77,0.529,15.54,8.71,13.46,6.28,0.531,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1535.0,+104/-94,0.511,16.75,7.87,13.471,3.45,0.182,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1532.0,+108/-73,0.503,16.93,9.57,14.263,2280.19,0.968,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1458.0,+76/-64,0.372,21.93,12.64,16.435,3487.23,22.857,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1452.0,+94/-83,0.392,22.43,8.48,15.123,28.08,5.033,➖,0.0,False,GPU
11,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1445.0,+87/-64,0.354,22.93,15.74,16.565,2993.95,1.4,✔️,0.0,False,CPU
12,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1425.0,+114/-82,0.365,24.46,14.36,17.855,3227.57,49.196,✔️,7.14,True,GPU
13,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [7.14% IMPUTED],1406.0,+102/-79,0.32,25.96,13.86,18.26,145.75,4.066,✔️,7.14,True,GPU
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1400.0,+71/-71,0.33,26.45,14.87,17.568,3487.23,1.001,✔️,0.0,False,GPU
15,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1393.0,+85/-81,0.318,26.98,11.88,18.092,4.86,0.17,➖,0.0,False,GPU
16,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1375.0,+80/-70,0.321,28.5,11.36,17.738,7432.95,404.053,✔️,0.0,False,GPU
17,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1365.0,+81/-78,0.311,29.32,12.13,18.493,2478.69,3.189,✔️,0.0,False,GPU
18,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1346.0,+92/-82,0.258,31.0,18.86,19.857,3227.57,0.494,✔️,7.14,True,GPU
19,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1340.0,+69/-50,0.235,31.5,16.3,17.954,1580.61,0.047,✔️,0.0,False,CPU
20,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [7.14% IMPUTED],1339.0,+67/-62,0.262,31.59,12.0,19.191,9.08,1.864,✔️,7.14,True,GPU
21,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1339.0,+78/-79,0.277,31.59,15.96,19.224,2478.69,0.447,✔️,0.0,False,GPU
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1339.0,+58/-64,0.235,31.61,18.66,18.633,21108.98,510.049,✔️,0.0,False,GPU
23,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1338.0,+86/-70,0.247,31.64,21.4,20.369,303.59,2.323,➖,0.0,False,GPU
24,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1335.0,+59/-51,0.196,31.89,24.63,19.193,774.79,1.455,✔️,0.0,False,CPU
25,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1334.0,+79/-94,0.277,31.96,16.74,18.828,7432.95,39.789,✔️,0.0,False,GPU
26,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1330.0,+63/-61,0.211,32.39,24.85,18.528,1580.61,0.381,✔️,0.0,False,CPU
27,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1305.0,+88/-71,0.227,34.55,14.77,20.186,4.32,0.468,✔️,7.14,True,GPU
28,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1305.0,+69/-68,0.203,34.59,22.4,20.606,2.25,0.055,➖,0.0,False,GPU
29,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1301.0,+74/-72,0.208,34.93,18.92,19.526,6288.36,0.473,✔️,0.0,False,GPU
30,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1299.0,+64/-59,0.177,35.05,25.43,20.205,829.5,1.642,✔️,0.0,False,CPU
31,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1292.0,+53/-47,0.16,35.71,30.16,20.149,7.32,0.04,✔️,0.0,False,CPU
32,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1291.0,+75/-70,0.211,35.82,19.41,20.123,1165.31,2.067,✔️,0.0,False,GPU
33,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1287.0,+67/-59,0.166,36.18,28.76,20.122,774.79,0.282,✔️,0.0,False,CPU
34,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1280.0,+68/-58,0.163,36.75,15.02,20.377,829.5,0.241,✔️,0.0,False,CPU
35,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1276.0,+73/-64,0.13,37.14,25.28,21.072,2068.2,0.165,✔️,0.0,False,CPU
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1275.0,+76/-83,0.201,37.2,21.3,21.147,9.94,0.367,✔️,0.0,False,GPU
37,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1272.0,+46/-62,0.158,37.54,28.85,20.144,21108.98,120.297,✔️,0.0,False,GPU
38,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1271.0,+88/-91,0.244,37.62,16.08,22.236,13.41,1.64,➖,0.0,False,GPU
39,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1270.0,+70/-62,0.175,37.73,28.93,21.669,1110.83,0.553,✔️,0.0,False,CPU
40,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1266.0,+82/-78,0.182,38.07,27.05,21.048,6288.36,9.385,✔️,0.0,False,GPU
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1245.0,+68/-73,0.122,39.93,26.61,21.221,14.59,4.033,✔️,0.0,False,GPU
42,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1241.0,+65/-68,0.152,40.32,24.39,22.154,1110.83,0.043,✔️,0.0,False,CPU
43,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1236.0,+71/-86,0.152,40.75,15.42,21.244,1165.31,0.105,✔️,0.0,False,GPU
44,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1234.0,+52/-72,0.096,40.89,28.73,21.81,2068.2,0.02,✔️,0.0,False,CPU
45,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1232.0,+80/-66,0.125,41.09,15.86,22.146,7.27,0.022,✔️,0.0,False,CPU
46,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1231.0,+76/-103,0.181,41.18,21.33,21.507,51.79,39.921,✔️,0.0,False,GPU
