#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
41,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1201.0,+68/-65,0.104,39.1,17.6,20.769,7.6,0.017,✔️,0.0,False,CPU
42,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1201.0,+56/-70,0.089,39.11,32.82,21.425,5.52,0.037,✔️,0.0,False,CPU
43,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1195.0,+72/-76,0.116,39.53,26.67,21.437,841.6,1.393,✔️,0.0,False,CPU
44,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1191.0,+61/-66,0.122,39.85,29.09,20.673,3694.49,0.131,✔️,0.0,False,CPU
45,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1175.0,+75/-88,0.105,41.07,30.38,21.805,1666.93,7.822,✔️,0.0,False,CPU
46,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1168.0,+65/-83,0.09,41.62,27.33,22.49,841.6,0.193,✔️,0.0,False,CPU
47,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1138.0,+58/-63,0.069,43.85,36.67,21.673,3.63,0.218,✔️,0.0,False,CPU
48,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1136.0,+69/-80,0.087,43.97,35.38,23.071,575.62,1.155,✔️,0.0,False,CPU
49,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1129.0,+49/-61,0.042,44.47,38.95,21.724,3.1,0.207,✔️,0.0,False,CPU
50,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1124.0,+71/-84,0.078,44.86,31.42,22.967,1666.93,0.561,✔️,0.0,False,CPU
51,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1118.0,+80/-102,0.149,45.31,16.5,25.514,46972.72,5.31,✔️,0.0,False,GPU
52,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1118.0,+78/-103,0.143,45.32,17.27,25.681,46972.72,22.64,✔️,0.0,False,GPU
53,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1093.0,+55/-69,0.048,47.1,41.03,24.003,575.62,0.147,✔️,0.0,False,CPU
54,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1090.0,+67/-84,0.076,47.26,37.76,28.508,282.83,0.509,✔️,0.0,False,CPU
55,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1061.0,+93/-93,0.055,49.26,27.98,24.936,537.96,157.807,✔️,0.0,False,GPU
56,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1045.0,+56/-76,0.04,50.33,45.89,29.907,282.83,0.162,✔️,0.0,False,CPU
57,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1037.0,+85/-92,0.061,50.83,41.02,26.218,6.09,0.951,✔️,0.0,False,GPU
58,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1029.0,+79/-94,0.037,51.33,43.05,27.071,4.37,0.629,✔️,0.0,False,CPU
59,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),1018.0,+98/-154,0.103,52.0,16.56,31.172,459.76,5.723,✔️,0.0,False,GPU
60,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1017.0,+64/-95,0.024,52.11,47.07,25.686,12.68,0.155,✔️,0.0,False,CPU
61,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+69/-87,0.017,53.12,44.07,28.351,0.51,0.085,✔️,0.0,False,CPU
62,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),982.0,+57/-88,0.026,54.19,50.5,26.753,5.83,0.571,✔️,0.0,False,CPU
63,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),969.0,+65/-94,0.031,54.9,47.13,29.114,116.33,1.242,✔️,0.0,False,CPU
64,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),958.0,+82/-96,0.034,55.51,31.25,34.252,38.53,0.041,✔️,0.0,False,CPU
65,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),907.0,+88/-100,0.028,58.12,22.49,34.637,520.74,0.491,✔️,0.0,False,CPU
66,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),885.0,+88/-104,0.024,59.14,33.07,35.11,520.74,0.097,✔️,0.0,False,CPU
67,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),837.0,+94/-136,0.01,61.14,56.91,37.819,2.59,0.129,✔️,0.0,False,CPU
68,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),823.0,+77/-110,0.018,61.67,57.95,34.859,116.33,0.075,✔️,0.0,False,CPU
69,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),632.0,+78/-168,0.0,66.86,66.36,46.713,0.37,0.035,✔️,0.0,False,CPU
