#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1784.0,+243/-123,0.85,5.75,1.46,4.376,45.35,5.343,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1634.0,+105/-56,0.599,10.68,5.11,9.885,8.57,0.411,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1617.0,+103/-78,0.602,11.42,4.92,8.696,345.57,5.168,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1607.0,+107/-69,0.578,11.83,6.06,10.985,7.07,0.555,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1606.0,+127/-92,0.572,11.88,5.01,9.653,2320.56,8.956,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1578.0,+97/-64,0.502,13.22,8.29,11.611,6.58,0.586,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1555.0,+138/-88,0.538,14.36,6.2,11.438,3.89,0.15,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1548.0,+102/-69,0.511,14.74,7.93,11.832,2320.56,0.941,✔️,0.0,False,GPU
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1493.0,+74/-55,0.4,17.86,11.71,14.044,3855.77,24.914,✔️,0.0,False,GPU
9,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1478.0,+56/-53,0.378,18.81,13.31,14.287,3351.52,1.558,✔️,0.0,False,CPU
10,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1444.0,+94/-72,0.405,21.0,7.83,14.549,8061.74,364.097,✔️,0.0,False,GPU
11,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1432.0,+97/-66,0.362,21.76,10.71,15.307,5.1,0.187,➖,0.0,False,GPU
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1420.0,+73/-77,0.344,22.58,13.19,15.165,3855.77,0.954,✔️,0.0,False,GPU
13,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1413.0,+87/-84,0.366,23.1,7.76,14.276,34.03,7.205,➖,0.0,False,GPU
14,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1404.0,+88/-72,0.358,23.72,11.52,15.538,8061.74,39.456,✔️,0.0,False,GPU
15,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1391.0,+75/-58,0.317,24.64,12.19,15.862,2564.23,3.453,✔️,0.0,False,GPU
16,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1380.0,+59/-49,0.263,25.46,16.17,16.309,22680.19,529.126,✔️,0.0,False,GPU
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1374.0,+45/-44,0.222,25.86,20.8,16.91,833.09,2.182,✔️,0.0,False,CPU
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1369.0,+66/-50,0.248,26.19,15.11,15.784,1827.95,0.048,✔️,0.0,False,CPU
19,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1363.0,+64/-56,0.222,26.69,20.69,16.24,1827.95,0.391,✔️,0.0,False,CPU
20,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1358.0,+73/-64,0.276,27.01,15.37,16.486,2564.23,0.453,✔️,0.0,False,GPU
21,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1350.0,+68/-55,0.257,27.6,17.19,17.212,2.54,0.058,➖,0.0,False,GPU
22,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1324.0,+54/-44,0.181,29.62,22.59,17.822,886.81,1.98,✔️,0.0,False,CPU
23,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1323.0,+69/-59,0.234,29.67,17.59,17.514,1346.82,2.149,✔️,0.0,False,GPU
24,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1308.0,+50/-50,0.169,30.81,25.23,17.899,833.09,0.435,✔️,0.0,False,CPU
25,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1308.0,+53/-54,0.17,30.81,15.58,17.941,886.81,0.318,✔️,0.0,False,CPU
26,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1308.0,+70/-70,0.227,30.83,13.91,18.607,6343.61,8.545,✔️,0.0,False,GPU
27,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1307.0,+40/-40,0.15,30.92,26.5,18.16,9.04,0.041,✔️,0.0,False,CPU
28,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1301.0,+87/-82,0.251,31.33,16.12,17.933,51.79,39.921,✔️,0.0,False,GPU
29,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1296.0,+66/-62,0.199,31.69,17.84,18.08,6343.61,0.501,✔️,0.0,False,GPU
30,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1292.0,+57/-58,0.166,32.07,25.12,19.278,1180.0,0.457,✔️,0.0,False,CPU
31,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1286.0,+53/-59,0.17,32.5,25.31,17.797,22680.19,126.301,✔️,0.0,False,GPU
32,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1286.0,+75/-74,0.243,32.53,15.52,19.458,16.54,1.254,➖,0.0,False,GPU
33,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1277.0,+70/-62,0.184,33.21,20.44,18.555,11.22,0.393,✔️,0.0,False,GPU
34,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1270.0,+69/-60,0.178,33.75,15.66,18.446,1346.82,0.103,✔️,0.0,False,GPU
35,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1266.0,+71/-58,0.128,34.03,22.89,19.484,2241.86,0.152,✔️,0.0,False,CPU
36,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1254.0,+73/-73,0.141,35.0,21.92,19.792,1180.0,0.034,✔️,0.0,False,CPU
37,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1253.0,+55/-66,0.133,35.06,25.2,18.947,16.61,4.299,✔️,0.0,False,GPU
38,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1237.0,+49/-59,0.132,36.28,29.5,19.118,3694.49,2.137,✔️,0.0,False,CPU
39,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1226.0,+63/-58,0.106,37.14,24.93,20.175,2241.86,0.017,✔️,0.0,False,CPU
40,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1207.0,+74/-79,0.117,38.64,15.78,22.279,14.91,0.323,✔️,0.0,False,GPU
