#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1946.0,+1272/-196,0.884,5.0,1.67,7.052,28.9,7.888,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1798.0,+384/-134,0.693,9.29,5.3,10.585,14.29,0.767,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1768.0,+1188/-291,0.77,10.43,1.82,6.934,52.66,6.434,✔️,0.0,False,GPU,model,
3,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1766.0,+261/-55,0.638,10.5,7.75,13.137,24.09,0.788,✔️,0.0,False,GPU,system,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1751.0,+400/-151,0.617,11.14,4.1,6.389,2837.96,9.546,✔️,0.0,False,GPU,model,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1748.0,+229/-66,0.596,11.29,7.18,13.413,247.2,3.959,✔️,0.0,False,GPU,system,
6,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1717.0,+231/-70,0.589,12.64,9.12,14.748,23.21,0.731,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1668.0,+226/-102,0.521,15.07,11.74,15.087,2837.96,1.132,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1656.0,+220/-96,0.516,15.71,13.25,14.447,10.78,0.65,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1609.0,+277/-124,0.424,18.5,10.83,13.924,10.97,0.855,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1592.0,+266/-133,0.456,19.57,11.34,13.084,9.45,0.514,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1542.0,+348/-173,0.44,22.86,9.63,16.232,5.36,0.234,✔️,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1538.0,+183/-86,0.361,23.14,12.27,18.232,4655.15,21.781,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [14.29% IMPUTED],1504.0,+289/-191,0.382,25.5,15.14,21.428,2971.32,17.821,✔️,14.29,True,GPU,model,
14,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1491.0,+208/-129,0.319,26.43,19.4,16.034,46.11,9.187,➖,0.0,False,GPU,model,
15,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1489.0,+173/-107,0.313,26.57,21.02,18.674,4655.15,4.029,✔️,0.0,False,GPU,model,
16,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1485.0,+231/-132,0.338,26.86,18.16,20.047,6318.92,3.195,✔️,0.0,False,CPU,system,
17,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1483.0,+197/-100,0.288,27.0,19.56,16.775,3632.1,0.238,✔️,0.0,False,CPU,model,
18,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1481.0,+182/-101,0.28,27.14,22.23,17.694,3632.1,1.236,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1479.0,+164/-136,0.355,27.29,17.13,20.235,3829.4,4.64,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1474.0,+168/-146,0.335,27.71,12.99,20.301,3829.4,0.879,✔️,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [14.29% IMPUTED],1465.0,+206/-174,0.326,28.36,22.44,22.307,202.72,4.62,✔️,14.29,True,GPU,model,
22,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1442.0,+171/-108,0.225,30.14,23.99,21.153,1394.84,3.577,✔️,0.0,False,CPU,model,
23,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1442.0,+171/-194,0.302,30.14,9.99,21.652,2149.3,2.926,✔️,0.0,False,GPU,model,
24,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1439.0,+205/-211,0.342,30.43,22.44,22.821,10182.26,399.334,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1437.0,+182/-103,0.222,30.57,23.89,21.232,1394.84,1.087,✔️,0.0,False,CPU,model,
26,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [14.29% IMPUTED],1405.0,+212/-180,0.251,33.21,19.01,21.342,6.0,0.388,✔️,14.29,True,GPU,model,
27,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [14.29% IMPUTED],1394.0,+202/-181,0.242,34.21,24.5,22.966,2971.32,0.477,✔️,14.29,True,GPU,model,
28,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1388.0,+194/-167,0.232,34.71,22.43,24.358,5.65,0.269,➖,0.0,False,GPU,model,
29,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1388.0,+72/-50,0.13,34.71,33.6,21.669,2342.58,5.129,✔️,0.0,False,CPU,model,
30,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1386.0,+85/-62,0.141,34.86,33.08,21.396,2342.58,1.065,✔️,0.0,False,CPU,model,
31,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1381.0,+302/-257,0.327,35.29,9.23,23.569,22.26,1.556,➖,0.0,False,GPU,model,
32,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1378.0,+152/-172,0.231,35.57,18.89,24.383,17.34,0.728,✔️,0.0,False,GPU,model,
33,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1372.0,+251/-218,0.298,36.0,16.36,23.749,10182.26,40.103,✔️,0.0,False,GPU,model,
34,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1359.0,+209/-218,0.259,37.14,5.96,23.099,2149.3,0.146,✔️,0.0,False,GPU,model,
35,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1357.0,+168/-151,0.198,37.29,28.13,23.947,326.32,4.279,➖,0.0,False,GPU,model,
36,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1354.0,+127/-112,0.139,37.5,33.84,22.586,6995.99,9.551,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1354.0,+104/-94,0.145,37.57,33.64,22.015,34015.19,986.352,✔️,0.0,False,GPU,model,
38,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1349.0,+148/-149,0.125,37.93,30.88,22.878,6995.99,0.583,✔️,0.0,False,GPU,model,
39,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1339.0,+205/-239,0.238,38.79,15.67,24.84,1042.39,1.873,✔️,0.0,False,CPU,model,
40,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1312.0,+130/-150,0.136,41.0,30.77,25.251,27727.7,0.31,✔️,0.0,False,CPU,model,
41,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [14.29% IMPUTED],1307.0,+223/-192,0.177,41.36,23.93,27.941,11.7,2.132,✔️,14.29,True,GPU,model,
42,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1305.0,+113/-122,0.126,41.57,38.09,23.733,29.58,0.343,✔️,0.0,False,CPU,model,
43,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1292.0,+130/-137,0.137,42.57,37.43,23.292,34015.19,240.683,✔️,0.0,False,GPU,model,
44,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1289.0,+114/-164,0.071,42.86,37.67,25.586,2305.02,0.123,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1287.0,+95/-142,0.057,43.0,40.29,25.614,2305.02,1.218,✔️,0.0,False,CPU,model,
46,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1285.0,+194/-262,0.222,43.14,29.35,25.449,731.23,2.021,✔️,0.0,False,CPU,model,
47,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1284.0,+130/-149,0.124,43.29,38.93,25.42,3834.57,2.294,✔️,0.0,False,CPU,model,
48,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1273.0,+243/-214,0.122,44.14,31.75,26.869,2750.22,13.569,✔️,0.0,False,CPU,model,
49,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1262.0,+222/-239,0.153,45.07,17.05,27.971,1042.39,0.294,✔️,0.0,False,CPU,model,
50,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1249.0,+184/-225,0.139,46.14,34.45,26.259,5.15,0.526,✔️,0.0,False,CPU,model,
51,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1249.0,+251/-264,0.175,46.14,20.44,27.333,51.52,40.201,✔️,0.0,False,GPU,model,
52,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1248.0,+142/-159,0.124,46.29,40.09,26.776,27727.7,0.029,✔️,0.0,False,CPU,model,
53,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1246.0,+206/-277,0.15,46.43,27.6,28.706,10.83,0.156,✔️,0.0,False,CPU,model,
54,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1244.0,+202/-206,0.13,46.57,22.14,27.44,3834.57,0.22,✔️,0.0,False,CPU,model,
55,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1236.0,+138/-158,0.105,47.29,42.28,26.951,10.95,0.048,✔️,0.0,False,CPU,model,
56,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1226.0,+112/-180,0.067,48.14,44.04,28.498,3.46,0.062,➖,0.0,False,GPU,model,
57,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1217.0,+140/-243,0.156,48.86,37.7,27.027,731.23,0.334,✔️,0.0,False,CPU,model,
58,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1201.0,+31/-85,0.0,50.14,49.44,25.515,5.38,0.624,✔️,0.0,False,CPU,model,
59,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1192.0,+124/-228,0.063,50.86,45.29,28.218,9.4,1.444,✔️,0.0,False,GPU,model,
60,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1188.0,+125/-208,0.071,51.14,45.85,26.78,20.64,7.532,✔️,0.0,False,GPU,model,
61,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1164.0,+183/-205,0.057,53.0,44.51,28.848,2750.22,1.238,✔️,0.0,False,CPU,model,
62,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1122.0,+104/-147,0.013,56.0,52.72,31.554,19.64,0.478,✔️,0.0,False,GPU,model,
63,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1101.0,+263/-410,0.147,57.43,34.46,38.325,180.48,1.239,✔️,0.0,False,CPU,model,
64,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1053.0,+157/-246,0.026,60.57,57.51,33.336,14.88,0.391,✔️,0.0,False,CPU,model,
65,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1036.0,+162/-264,0.02,61.64,56.46,33.002,45499.58,9.024,✔️,0.0,False,GPU,model,
66,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1024.0,+143/-256,0.0,62.36,58.93,33.35,45499.58,43.922,✔️,0.0,False,GPU,model,
67,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1011.0,+94/-227,0.0,63.14,61.71,35.253,23.33,3.304,➖,0.0,False,GPU,model,
68,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+108/-262,0.0,63.79,61.7,39.739,0.78,0.155,✔️,0.0,False,CPU,model,
69,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),999.0,+103/-229,0.0,63.86,62.71,32.294,559.69,266.319,✔️,0.0,False,GPU,model,
