#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1761.0,+101/-78,0.738,7.04,2.84,8.679,4.66,0.514,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1757.0,+166/-140,0.78,7.16,1.69,5.925,40.79,7.056,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1636.0,+124/-106,0.598,11.66,4.39,9.019,268.44,4.668,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1623.0,+97/-79,0.571,12.25,5.69,10.986,3.52,0.385,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1591.0,+82/-70,0.519,13.82,8.53,12.537,5.39,0.531,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1574.0,+91/-74,0.5,14.75,6.68,11.32,2063.62,9.938,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1566.0,+101/-91,0.5,15.16,7.51,12.806,2.04,0.182,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1538.0,+71/-64,0.446,16.79,9.82,13.298,5.63,0.771,✔️,0.0,False,GPU
8,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1537.0,+93/-59,0.444,16.84,8.38,13.778,1815.89,1.455,✔️,0.0,False,CPU
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1534.0,+90/-74,0.467,16.99,9.87,13.519,2063.62,1.086,✔️,0.0,False,GPU
