#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
13,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1440.0,+178/-105,0.36,24.62,10.16,18.829,4335.39,21.143,✔️,0.0,False,GPU
14,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1432.0,+131/-88,0.29,25.25,18.98,19.703,1280.18,4.078,✔️,0.0,False,CPU
15,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1423.0,+132/-99,0.278,25.88,19.03,19.78,1280.18,1.051,✔️,0.0,False,CPU
16,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1415.0,+278/-192,0.375,26.5,14.16,21.573,2584.96,12.368,✔️,25.0,True,GPU
17,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1413.0,+169/-121,0.347,26.62,16.32,20.176,3796.93,4.545,✔️,0.0,False,GPU
18,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1405.0,+183/-108,0.314,27.25,20.08,19.283,4335.39,3.527,✔️,0.0,False,GPU
19,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1405.0,+202/-128,0.33,27.25,12.08,20.227,3796.93,0.767,✔️,0.0,False,GPU
20,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [25.00% IMPUTED],1396.0,+205/-176,0.325,27.94,20.55,22.309,159.48,3.544,✔️,25.0,True,GPU
21,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1384.0,+212/-149,0.342,28.88,20.12,22.272,9413.13,343.731,✔️,0.0,False,GPU
22,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1381.0,+235/-140,0.287,29.12,17.02,22.471,5.38,0.274,➖,0.0,False,GPU
23,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1371.0,+84/-62,0.204,29.88,28.24,20.286,2029.77,4.113,✔️,0.0,False,CPU
24,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1368.0,+84/-74,0.211,30.12,28.09,20.073,2029.77,1.04,✔️,0.0,False,CPU
25,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1358.0,+210/-190,0.296,31.0,10.74,22.375,2079.22,3.347,✔️,0.0,False,GPU
26,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1343.0,+194/-145,0.246,32.19,18.95,21.507,5.48,0.354,✔️,25.0,True,GPU
27,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1340.0,+123/-90,0.201,32.5,28.82,20.688,27893.23,752.506,✔️,0.0,False,GPU
28,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1333.0,+123/-92,0.201,33.06,29.48,21.297,6686.5,9.587,✔️,0.0,False,GPU
29,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1328.0,+195/-147,0.246,33.5,22.63,22.932,2584.96,0.407,✔️,25.0,True,GPU
30,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1321.0,+137/-112,0.178,34.06,28.28,21.638,6686.5,0.752,✔️,0.0,False,GPU
31,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1320.0,+140/-162,0.196,34.12,22.32,23.314,17528.83,0.282,✔️,0.0,False,CPU
32,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1312.0,+223/-157,0.276,34.75,14.52,23.559,9413.13,39.488,✔️,0.0,False,GPU
33,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1306.0,+219/-260,0.318,35.25,9.63,23.572,21.85,1.702,➖,0.0,False,GPU
34,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1303.0,+202/-170,0.242,35.56,16.2,23.659,968.86,1.864,✔️,0.0,False,CPU
35,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1302.0,+198/-168,0.235,35.62,17.49,25.133,14.97,0.624,✔️,0.0,False,GPU
36,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1286.0,+207/-223,0.262,36.88,23.18,23.451,729.27,1.833,✔️,0.0,False,CPU
37,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [12.50% IMPUTED],1284.0,+206/-169,0.208,37.06,19.2,26.264,11.51,1.948,✔️,12.5,True,GPU
38,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1283.0,+92/-97,0.168,37.12,33.75,22.344,26.32,0.254,✔️,0.0,False,CPU
39,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1282.0,+238/-202,0.234,37.25,6.63,23.847,2079.22,0.319,✔️,0.0,False,GPU
40,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1279.0,+150/-156,0.189,37.5,27.64,25.038,283.65,4.103,➖,0.0,False,GPU
41,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1266.0,+157/-116,0.165,38.5,33.76,22.351,27893.23,206.719,✔️,0.0,False,GPU
42,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1252.0,+123/-172,0.18,39.62,32.07,24.732,17528.83,0.025,✔️,0.0,False,CPU
43,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1246.0,+104/-149,0.123,40.12,36.28,24.782,3647.6,2.161,✔️,0.0,False,CPU
44,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1230.0,+200/-173,0.162,41.44,17.84,26.539,968.86,0.284,✔️,0.0,False,CPU
45,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1227.0,+116/-144,0.138,41.62,37.25,25.276,12.19,0.042,✔️,0.0,False,CPU
46,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1224.0,+130/-186,0.162,41.88,34.83,24.523,1560.18,0.201,✔️,0.0,False,CPU
47,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1223.0,+119/-179,0.141,42.0,36.79,25.022,1560.18,1.226,✔️,0.0,False,CPU
48,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1214.0,+198/-193,0.197,42.75,31.0,24.915,729.27,0.325,✔️,0.0,False,CPU
49,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1211.0,+167/-190,0.121,43.0,22.79,26.51,3647.6,0.194,✔️,0.0,False,CPU
50,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1206.0,+97/-89,0.055,43.38,40.24,23.707,4.93,0.592,✔️,0.0,False,CPU
51,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1202.0,+123/-128,0.081,43.75,39.85,27.298,3.02,0.076,➖,0.0,False,GPU
52,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1197.0,+172/-196,0.135,44.12,29.51,28.703,2721.87,12.59,✔️,0.0,False,CPU
53,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1197.0,+166/-160,0.129,44.12,32.33,26.135,5.12,0.444,✔️,0.0,False,CPU
54,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1196.0,+245/-187,0.167,44.25,18.69,26.714,46.36,39.803,✔️,0.0,False,GPU
55,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1144.0,+181/-244,0.112,48.38,33.48,28.923,7.42,0.203,✔️,0.0,False,CPU
56,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1121.0,+118/-136,0.068,50.12,44.76,28.135,19.13,6.92,✔️,0.0,False,GPU
57,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1103.0,+162/-250,0.063,51.38,44.44,31.551,8.99,1.372,✔️,0.0,False,GPU
58,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1103.0,+140/-177,0.061,51.38,41.96,30.249,2721.87,1.082,✔️,0.0,False,CPU
59,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1101.0,+101/-143,0.024,51.5,48.31,30.08,17.24,0.565,✔️,0.0,False,GPU
60,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1017.0,+272/-371,0.134,57.12,34.11,40.373,155.59,2.046,✔️,0.0,False,CPU
61,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1011.0,+107/-197,0.024,57.5,54.52,30.319,495.65,205.513,✔️,0.0,False,GPU
62,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1011.0,+131/-171,0.024,57.5,55.07,33.043,14.37,0.362,✔️,0.0,False,CPU
63,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+86/-192,0.0,58.19,55.65,37.633,0.74,0.148,✔️,0.0,False,CPU
64,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),994.0,+135/-250,0.021,58.56,53.71,33.025,44782.6,7.958,✔️,0.0,False,GPU
65,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),980.0,+121/-224,0.003,59.44,56.23,33.332,44782.6,36.102,✔️,0.0,False,GPU
66,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),966.0,+96/-174,0.0,60.25,58.81,35.287,20.95,3.326,➖,0.0,False,GPU
67,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),932.0,+120/-189,0.005,62.12,59.66,38.643,5.16,0.787,✔️,0.0,False,CPU
68,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),918.0,+142/-241,0.016,62.88,59.16,37.199,8.38,0.659,✔️,0.0,False,CPU
69,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),910.0,+87/-238,0.0,63.31,61.45,43.486,909.8,0.609,✔️,0.0,False,CPU
70,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),888.0,+85/-233,0.0,64.44,62.47,44.418,909.8,0.107,✔️,0.0,False,CPU
71,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),808.0,+74/-184,0.0,68.0,67.33,53.31,1308.45,9.593,✔️,0.0,False,CPU
72,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),799.0,+99/-244,0.0,68.38,67.59,44.139,666.72,7.823,✔️,0.0,False,GPU
73,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),792.0,+300/-503,0.084,68.62,54.08,51.875,155.59,0.191,✔️,0.0,False,CPU
74,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),776.0,+106/-241,0.0,69.25,68.7,43.141,4.67,0.855,➖,0.0,False,GPU
75,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),731.0,+73/-182,0.0,70.81,70.39,57.002,1308.45,1.071,✔️,0.0,False,CPU
76,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),710.0,+92/-277,0.0,71.5,70.95,50.179,4.62,0.135,✔️,0.0,False,CPU
77,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),664.0,+109/-330,0.0,72.81,72.18,62.368,218.36,0.46,✔️,0.0,False,CPU
78,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),207.0,+112/-683,0.0,78.5,78.49,71.879,0.52,0.075,✔️,0.0,False,CPU
