#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
18,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1509.0,+98/-85,0.308,24.0,16.81,10.837,2045.59,69.586,✔️,0.0,False,GPU
19,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1508.0,+82/-71,0.26,24.07,19.97,11.726,129.25,0.117,✔️,0.0,False,CPU
20,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1502.0,+132/-101,0.326,24.47,14.8,10.101,1.91,0.668,✔️,0.0,False,GPU
21,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1494.0,+115/-105,0.316,25.0,15.71,11.096,1714.29,0.079,✔️,0.0,False,GPU
22,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1493.0,+122/-117,0.314,25.07,16.17,12.367,92.46,0.276,✔️,0.0,False,CPU
23,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1477.0,+93/-79,0.255,26.13,20.82,11.168,289.35,0.08,✔️,0.0,False,CPU
24,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1473.0,+127/-105,0.298,26.4,18.81,12.472,92.46,0.026,✔️,0.0,False,CPU
25,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1469.0,+158/-78,0.274,26.67,16.45,11.462,1176.25,0.057,✔️,0.0,False,GPU
26,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1454.0,+133/-138,0.296,27.73,17.58,11.829,0.76,0.178,➖,0.0,False,GPU
27,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1447.0,+116/-110,0.28,28.2,8.22,11.51,4532.19,387.89,✔️,0.0,False,GPU
28,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1399.0,+99/-114,0.243,31.67,24.07,12.471,559.64,0.88,✔️,0.0,False,GPU
29,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1393.0,+139/-128,0.233,32.1,14.3,13.74,4532.19,39.452,✔️,0.0,False,GPU
30,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1389.0,+145/-121,0.226,32.4,22.03,13.501,0.48,0.023,✔️,0.0,False,CPU
31,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1376.0,+97/-83,0.157,33.33,23.09,12.77,2045.59,6.231,✔️,0.0,False,GPU
32,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1367.0,+92/-101,0.163,34.0,28.11,14.413,559.64,0.051,✔️,0.0,False,GPU
33,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1364.0,+109/-116,0.173,34.2,16.01,12.886,0.48,0.047,✔️,0.0,False,CPU
34,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1357.0,+137/-116,0.184,34.73,21.14,13.261,0.51,0.126,➖,0.0,False,GPU
35,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1333.0,+91/-64,0.114,36.53,30.33,13.198,1803.23,1.199,✔️,0.0,False,CPU
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1330.0,+94/-77,0.114,36.73,33.08,14.252,1.94,0.046,✔️,0.0,False,GPU
37,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [33.33% IMPUTED],1315.0,+128/-109,0.147,37.8,20.44,13.855,3.98,1.593,✔️,33.33,True,GPU
38,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1305.0,+128/-132,0.158,38.6,28.21,16.125,662.24,0.093,✔️,0.0,False,CPU
39,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1284.0,+153/-143,0.198,40.13,9.76,15.928,6.51,5.361,➖,0.0,False,GPU
40,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1271.0,+77/-87,0.1,41.07,36.75,14.698,9.07,0.224,✔️,0.0,False,GPU
41,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1270.0,+116/-134,0.159,41.17,23.22,16.476,41.51,39.094,✔️,0.0,False,GPU
42,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1266.0,+82/-81,0.067,41.47,37.96,15.806,6.54,0.294,✔️,0.0,False,GPU
43,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1235.0,+82/-82,0.041,43.67,38.03,15.727,65.73,0.23,✔️,0.0,False,CPU
44,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1225.0,+72/-81,0.054,44.4,40.83,15.37,1803.23,0.051,✔️,0.0,False,CPU
45,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1222.0,+69/-83,0.044,44.6,42.45,15.261,0.34,0.07,✔️,0.0,False,CPU
46,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1222.0,+87/-103,0.04,44.67,42.06,15.864,50.36,0.183,✔️,0.0,False,CPU
47,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M) [66.67% IMPUTED],1212.0,+147/-175,0.168,45.33,25.16,18.994,0.24,0.022,✔️,66.67,True,GPU
48,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1210.0,+116/-132,0.097,45.53,37.26,17.309,662.24,0.006,✔️,0.0,False,CPU
49,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1205.0,+79/-69,0.031,45.87,41.9,16.078,65.73,0.025,✔️,0.0,False,CPU
50,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1195.0,+100/-128,0.086,46.53,40.97,18.306,2.13,0.006,✔️,0.0,False,CPU
51,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori) [66.67% IMPUTED],1181.0,+130/-159,0.128,47.53,31.82,19.209,0.24,0.022,✔️,66.67,True,GPU
52,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527) [33.33% IMPUTED],1181.0,+105/-95,0.063,47.53,37.86,17.239,66.06,0.61,➖,33.33,True,GPU
53,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1178.0,+102/-119,0.036,47.73,43.61,17.262,50.36,0.017,✔️,0.0,False,CPU
54,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1165.0,+112/-136,0.055,48.67,40.82,18.069,354.91,1.636,✔️,0.0,False,CPU
55,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1160.0,+107/-119,0.041,49.0,42.03,17.978,11.42,10.384,➖,0.0,False,GPU
56,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1155.0,+89/-124,0.067,49.33,42.84,19.24,86.71,9.515,✔️,0.0,False,GPU
57,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1089.0,+77/-80,0.011,53.73,51.73,19.024,2.58,0.039,✔️,0.0,False,CPU
58,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1060.0,+104/-156,0.024,55.53,50.84,23.233,20.27,0.443,✔️,0.0,False,CPU
59,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1050.0,+94/-106,0.009,56.13,53.04,20.382,354.91,0.094,✔️,0.0,False,CPU
60,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1008.0,+156/-195,0.022,58.6,50.72,27.592,2.55,0.157,✔️,0.0,False,GPU
61,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1001.0,+96/-158,0.01,59.0,55.58,24.368,20.27,0.225,✔️,0.0,False,CPU
62,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+59/-101,0.0,59.07,57.69,21.601,0.24,0.022,✔️,0.0,False,CPU
63,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818) [33.33% IMPUTED],975.0,+63/-90,0.0,60.47,59.42,22.37,10.15,3.706,➖,33.33,True,GPU
64,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),967.0,+84/-123,0.011,60.87,58.06,24.9,150.58,4.952,✔️,0.0,False,CPU
65,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),960.0,+113/-156,0.011,61.27,57.39,23.828,1.49,0.113,✔️,0.0,False,CPU
66,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),956.0,+61/-91,0.0,61.47,60.02,26.205,5745.33,2.139,✔️,0.0,False,GPU
67,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),948.0,+63/-91,0.0,61.87,60.59,26.189,5745.33,8.567,✔️,0.0,False,GPU
68,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),931.0,+95/-130,0.0,62.73,60.87,24.011,0.47,0.072,✔️,0.0,False,CPU
69,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),902.0,+155/-224,0.012,64.1,58.92,33.947,43.96,0.081,✔️,0.0,False,CPU
70,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584) [33.33% IMPUTED],896.0,+96/-123,0.0,64.4,63.1,29.444,0.27,0.043,➖,33.33,True,GPU
71,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),881.0,+108/-186,0.005,65.07,62.54,30.883,1.53,0.012,✔️,0.0,False,CPU
72,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),866.0,+148/-233,0.001,65.7,61.65,34.649,43.96,0.017,✔️,0.0,False,CPU
73,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),828.0,+45/-92,0.0,67.27,66.61,31.554,113.17,2.156,✔️,0.0,False,GPU
74,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),803.0,+50/-116,0.0,68.2,67.88,30.844,150.58,0.546,✔️,0.0,False,CPU
75,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),754.0,+98/-186,0.0,69.87,69.04,36.676,0.2,0.02,✔️,0.0,False,CPU
76,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),556.0,+74/-143,0.0,74.47,74.36,44.036,0.1,0.068,✔️,0.0,False,CPU
