#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1799.0,+390/-106,0.762,7.0,3.07,9.888,12.27,0.764,✔️,0.0,False,GPU
1,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1738.0,+239/-60,0.662,9.0,5.52,12.646,247.2,3.959,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1734.0,+448/-162,0.672,9.14,3.53,5.655,2837.96,9.546,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1719.0,+929/-288,0.831,9.71,1.44,6.13,52.66,6.434,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1656.0,+248/-119,0.584,12.36,9.13,14.356,2837.96,1.132,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1652.0,+257/-109,0.575,12.57,9.21,13.706,10.78,0.65,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1594.0,+317/-125,0.478,15.5,8.96,13.231,10.97,0.855,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1590.0,+312/-146,0.51,15.71,7.56,12.333,9.45,0.514,✔️,0.0,False,GPU
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1538.0,+220/-99,0.425,18.71,8.61,17.521,4655.15,21.781,✔️,0.0,False,GPU
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1531.0,+414/-184,0.502,19.14,6.44,15.48,5.36,0.234,✔️,0.0,False,GPU
10,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1496.0,+227/-121,0.397,21.29,12.33,19.349,6318.92,3.195,✔️,0.0,False,CPU
11,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1496.0,+241/-153,0.376,21.29,14.38,15.312,46.11,9.187,➖,0.0,False,GPU
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1494.0,+188/-121,0.379,21.43,16.88,17.96,4655.15,4.029,✔️,0.0,False,GPU
13,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1490.0,+168/-127,0.417,21.71,14.13,19.568,3829.4,4.64,✔️,0.0,False,GPU
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1485.0,+217/-110,0.344,22.0,14.42,16.087,3632.1,0.238,✔️,0.0,False,CPU
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1485.0,+203/-110,0.332,22.0,17.18,17.011,3632.1,1.236,✔️,0.0,False,CPU
16,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1481.0,+171/-132,0.399,22.29,10.56,19.622,3829.4,0.879,✔️,0.0,False,GPU
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1451.0,+188/-92,0.29,24.29,18.89,20.469,1394.84,3.577,✔️,0.0,False,CPU
18,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1446.0,+198/-88,0.282,24.57,18.55,20.554,1394.84,1.087,✔️,0.0,False,CPU
19,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1444.0,+176/-194,0.35,24.71,9.21,20.943,2149.3,2.926,✔️,0.0,False,GPU
20,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1438.0,+222/-192,0.401,25.14,17.56,22.079,10182.26,399.334,✔️,0.0,False,GPU
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1395.0,+101/-57,0.204,28.29,26.75,20.981,2342.58,5.129,✔️,0.0,False,CPU
22,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1393.0,+218/-168,0.268,28.43,16.06,23.621,5.65,0.269,➖,0.0,False,GPU
23,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1389.0,+96/-74,0.212,28.71,26.68,20.699,2342.58,1.065,✔️,0.0,False,CPU
24,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1381.0,+167/-154,0.295,29.29,15.31,23.758,17.34,0.728,✔️,0.0,False,GPU
25,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1370.0,+253/-203,0.329,30.14,12.77,23.0,10182.26,40.103,✔️,0.0,False,GPU
26,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1361.0,+128/-94,0.193,30.86,26.68,21.305,34015.19,986.352,✔️,0.0,False,GPU
27,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1359.0,+152/-126,0.221,31.0,24.12,23.316,326.32,4.279,➖,0.0,False,GPU
28,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1356.0,+156/-118,0.205,31.21,26.88,21.87,6995.99,9.551,✔️,0.0,False,GPU
29,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1355.0,+312/-251,0.37,31.29,8.41,22.929,22.26,1.556,➖,0.0,False,GPU
30,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1353.0,+208/-198,0.274,31.43,5.78,22.404,2149.3,0.146,✔️,0.0,False,GPU
31,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1347.0,+158/-133,0.184,31.93,26.2,22.17,6995.99,0.583,✔️,0.0,False,GPU
32,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1337.0,+203/-210,0.253,32.64,14.43,24.146,1042.39,1.873,✔️,0.0,False,CPU
33,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1317.0,+130/-120,0.153,34.14,25.76,24.617,27727.7,0.31,✔️,0.0,False,CPU
34,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1305.0,+111/-93,0.142,35.0,31.8,23.059,29.58,0.343,✔️,0.0,False,CPU
35,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1290.0,+122/-141,0.152,36.14,32.2,24.811,3834.57,2.294,✔️,0.0,False,CPU
36,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1288.0,+148/-148,0.173,36.29,30.78,22.595,34015.19,240.683,✔️,0.0,False,GPU
37,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1274.0,+199/-250,0.234,37.29,25.11,24.762,731.23,2.021,✔️,0.0,False,CPU
38,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1263.0,+276/-224,0.174,38.14,24.73,26.297,2750.22,13.569,✔️,0.0,False,CPU
39,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1258.0,+225/-209,0.173,38.5,16.1,27.294,1042.39,0.294,✔️,0.0,False,CPU
40,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1255.0,+191/-208,0.151,38.71,28.5,25.619,5.15,0.526,✔️,0.0,False,CPU
41,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1247.0,+130/-123,0.138,39.29,34.3,26.148,27727.7,0.029,✔️,0.0,False,CPU
42,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1245.0,+204/-186,0.151,39.43,20.57,26.842,3834.57,0.22,✔️,0.0,False,CPU
43,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1244.0,+127/-141,0.119,39.57,35.76,26.33,10.95,0.048,✔️,0.0,False,CPU
44,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1234.0,+255/-242,0.195,40.29,16.49,26.588,51.52,40.201,✔️,0.0,False,GPU
45,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1230.0,+128/-167,0.107,40.57,36.45,26.176,2001.62,1.335,✔️,0.0,False,CPU
46,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1230.0,+150/-197,0.133,40.57,34.43,25.66,2001.62,0.274,✔️,0.0,False,CPU
47,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1228.0,+111/-160,0.09,40.71,36.13,27.846,3.46,0.062,➖,0.0,False,GPU
48,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1207.0,+38/-74,0.005,42.29,41.23,24.852,5.38,0.624,✔️,0.0,False,CPU
49,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1202.0,+141/-202,0.159,42.71,32.61,26.376,731.23,0.334,✔️,0.0,False,CPU
50,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1180.0,+137/-212,0.082,44.29,38.56,27.535,9.4,1.444,✔️,0.0,False,GPU
51,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1180.0,+135/-190,0.1,44.29,38.19,26.215,20.64,7.532,✔️,0.0,False,GPU
52,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1156.0,+223/-294,0.114,46.0,31.47,29.87,8.73,0.238,✔️,0.0,False,CPU
53,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1156.0,+190/-216,0.075,46.0,37.02,28.29,2750.22,1.238,✔️,0.0,False,CPU
54,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1105.0,+125/-168,0.034,49.43,45.88,30.876,19.64,0.478,✔️,0.0,False,GPU
55,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1082.0,+270/-361,0.155,50.86,30.46,37.692,180.48,1.239,✔️,0.0,False,CPU
56,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1042.0,+140/-204,0.021,53.29,51.26,32.78,14.88,0.391,✔️,0.0,False,CPU
57,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1024.0,+172/-277,0.037,54.36,48.32,32.471,45499.58,9.024,✔️,0.0,False,GPU
58,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1009.0,+137/-239,0.013,55.21,51.25,32.813,45499.58,43.922,✔️,0.0,False,GPU
59,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+105/-286,0.0,55.71,52.96,39.092,0.78,0.155,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1000.0,+101/-199,0.0,55.71,53.99,34.643,23.33,3.304,➖,0.0,False,GPU
61,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),982.0,+93/-209,0.0,56.71,55.52,31.701,559.69,266.319,✔️,0.0,False,GPU
62,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),974.0,+140/-237,0.009,57.14,54.24,36.678,5.96,0.898,✔️,0.0,False,CPU
63,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),970.0,+82/-256,0.0,57.36,55.28,41.843,913.37,0.738,✔️,0.0,False,CPU
64,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),963.0,+174/-259,0.021,57.71,53.34,34.735,8.78,0.688,✔️,0.0,False,CPU
65,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),945.0,+84/-290,0.0,58.64,56.54,42.485,913.37,0.13,✔️,0.0,False,CPU
66,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),848.0,+298/-494,0.094,63.0,49.73,48.997,180.48,0.136,✔️,0.0,False,CPU
67,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),845.0,+109/-206,0.0,63.14,62.32,53.556,1679.96,11.05,✔️,0.0,False,CPU
68,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),826.0,+49/-171,0.0,63.86,63.46,40.773,5.48,0.909,➖,0.0,False,GPU
69,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),807.0,+127/-273,0.0,64.57,63.71,43.804,866.21,9.353,✔️,0.0,False,GPU
70,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),763.0,+100/-266,0.0,66.07,65.55,57.435,1679.96,1.824,✔️,0.0,False,CPU
71,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),756.0,+92/-286,0.0,66.29,65.61,49.029,4.65,0.14,✔️,0.0,False,CPU
72,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),714.0,+122/-342,0.0,67.5,66.74,62.778,273.7,0.508,✔️,0.0,False,CPU
73,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),263.0,+84/-477,0.0,73.43,73.41,70.082,0.58,0.07,✔️,0.0,False,CPU
