segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12083975327377915,29.93981466258189,28.5093656144244
1,0.12083975327377915,0.2416795065475583,28.912630079340637,25.841316460498117
2,0.2416795065475583,0.3625192598213374,29.271609762449263,24.14576138585022
3,0.3625192598213374,0.4833590130951166,29.2218674113267,28.087954237966475
4,0.4833590130951166,0.6041987663688957,25.250707046636403,25.250707046636403
5,0.6041987663688957,0.7250385196426749,27.670212384048416,26.567692869036144
6,0.7250385196426749,0.845878272916454,26.178634909432127,24.854162005813322
7,0.845878272916454,0.9667180261902332,29.540229068603487,25.753773399422226
8,0.9667180261902332,1.0875577794640123,29.988542210461198,29.774847133610734
9,1.0875577794640123,1.2083975327377914,27.380599839999835,27.03324391650663
10,1.2083975327377914,1.3292372860115707,26.103280583139973,26.103280583139973
11,1.3292372860115707,1.4500770392853497,27.240409222227527,27.240409222227527
12,1.4500770392853497,1.570916792559129,27.516926544524765,27.516926544524765
13,1.570916792559129,1.691756545832908,27.9695679184279,25.2297872857674
14,1.691756545832908,1.8125962991066873,27.741441868332974,25.151766455733863
15,1.8125962991066873,1.9334360523804663,29.02861940968581,24.33357852977336
16,1.9334360523804663,2.0542758056542456,26.200827030512638,23.469895523923064
17,2.0542758056542456,2.1751155589280247,28.422171327650066,24.69560362679752
18,2.1751155589280247,2.2959553122018037,27.888155885342705,27.37064482730542
19,2.2959553122018037,2.4167950654755828,29.92625928837456,27.85983048975993
20,2.4167950654755828,2.5376348187493623,25.272552453009826,25.272552453009826
21,2.5376348187493623,2.6584745720231413,24.064119298515003,24.064119298515003
22,2.6584745720231413,2.7793143252969204,29.979493239311623,27.83888415626811
23,2.7793143252969204,2.9001540785706994,26.993323953945744,26.315285556604618
24,2.9001540785706994,3.0209938318444784,25.899743503946997,25.899743503946997
25,3.0209938318444784,3.141833585118258,28.765789458411643,28.765789458411643
26,3.141833585118258,3.262673338392037,29.87913620820622,26.188402388955218
27,3.262673338392037,3.383513091665816,28.316582008339463,27.42311670694831
28,3.383513091665816,3.504352844939595,25.77548162586643,24.408916668805748
29,3.504352844939595,3.6251925982133746,25.479995709157194,23.878067298649356
