station_shell_m,station_new_m,lat,lon,w_left_m,w_right_m,width_m,centerline_shift_m
895.0,887.4746085533501,25.492215875666723,51.4499916403791,8.77769230769224,5.72230769230776,14.5,-7.27769230769224
900.0,892.5920538430549,25.492182440071364,51.45002675146642,9.439230769230646,11.760769230769217,21.19999999999986,-8.439230769230646
905.0,897.6719732894986,25.49214989185633,51.45006233237117,8.18000000000023,10.720000000000038,18.90000000000027,-9.479999999999825
910.0,902.7082386276704,25.492118502949108,51.45009855773929,9.060000000000173,9.840000000000096,18.90000000000027,-10.359999999999763
915.0,907.656585683319,25.49209451623887,51.450140065006735,9.240000000000132,9.86000000000014,19.10000000000027,-10.23999999999972
920.0,912.61680643843,25.49207242139613,51.450182963362565,8.940000000000127,9.560000000000136,18.500000000000263,-9.839999999999714
925.0,917.5915942696583,25.492050353673385,51.45022604504458,9.20000000000013,8.40000000000012,17.60000000000025,-9.399999999999707
930.0,922.5861050929798,25.49202819422286,51.4502692948932,8.940000000000126,8.560000000000123,17.50000000000025,-8.9399999999997
935.0,927.5929569360756,25.49200549941846,51.450312348533416,8.630000000000122,8.670000000000124,17.300000000000246,-8.529999999999694
940.0,932.6044848417712,25.49198153148225,51.450354611556186,8.680000000000124,8.620000000000122,17.300000000000246,-8.279999999999692
945.0,937.632838003802,25.49195792017385,51.45039731347329,8.48000000000012,8.720000000000125,17.200000000000244,-7.979999999999686
950.0,942.6742565094418,25.491934369218843,51.45044020771055,8.480000000000121,8.620000000000122,17.100000000000243,-7.679999999999683
955.0,947.727210609182,25.49191087892273,51.4504832761566,8.790000000000125,8.51000000000012,17.300000000000246,-7.389999999999679
960.0,952.7913888254257,25.49188759968767,51.45052661316318,8.700000000000124,8.600000000000122,17.300000000000246,-7.099999999999675
965.0,957.8623723237068,25.49186400453483,51.45056982134776,8.790000000000123,8.610000000000124,17.400000000000247,-6.889999999999671
970.0,962.9437905908025,25.491840769667476,51.45061338617268,8.780000000000125,8.720000000000123,17.50000000000025,-6.679999999999668
975.0,968.0331379159242,25.49181743823652,51.45065697988009,8.540000000000122,8.860000000000126,17.400000000000247,-6.539999999999667
980.0,973.13288622796,25.491793071384304,51.45070000269871,8.200000000000117,7.400000000000105,15.600000000000222,-6.599999999999668
985.0,978.2481881510926,25.491768725686768,51.45074322216385,8.730000000000123,7.970000000000116,16.700000000000237,-6.729999999999668
990.0,983.3785251581792,25.49174510208456,51.45078709906627,8.250000000000117,8.750000000000124,17.00000000000024,-6.84999999999967
995.0,988.5464485523582,25.49171957041624,51.45083010660026,7.300000000000104,7.300000000000102,14.600000000000206,-7.299999999999677
1000.0,993.7193149738456,25.49169690703525,51.45087507811364,8.49000000000012,8.110000000000117,16.600000000000236,-7.48999999999968
1005.0,998.9060422112112,25.491676379905616,51.45092143098119,7.930000000000112,9.77000000000014,17.70000000000025,-7.52999999999968
1010.0,1004.107091141428,25.49165805018966,51.45096904297581,10.130000000000145,9.87000000000014,20.000000000000284,-7.42999999999968
1015.0,1009.3265818901,25.491638370291557,51.45101619837555,11.23000000000016,10.57000000000015,21.80000000000031,-7.629999999999683
1020.0,1014.5659586785928,25.491624740301333,51.45106608544223,9.960000000000187,9.040000000000084,19.00000000000027,-7.259999999999723
1025.0,1019.7988916942214,25.49161080426407,51.45111580275002,8.691428571428787,11.108571428571494,19.80000000000028,-7.091428571428338
1030.0,1025.0408540665778,25.49159954992313,51.451166430114014,8.784285714285522,8.415714285714268,17.19999999999979,-6.784285714285522
1035.0,1030.2643398307025,25.491589289715375,51.45121712492477,8.834285714285567,8.651428571428509,17.485714285714074,-6.548571428571281
1040.0,1035.5784373743647,25.4915897098183,51.45126996327157,7.845714285714198,8.825714285714147,16.671428571428343,-5.274285714285627
1045.0,1040.7633436117355,25.49158909973198,51.45132151465946,7.108571428571363,9.848571428571269,16.95714285714263,-4.251428571428505
1050.0,1045.9086144849114,25.491589684889803,51.451372672255374,6.311428571428526,3.8314285714286167,10.142857142857142,-3.1685714285713837
1055.0,1051.011129228263,25.49159001142482,51.45142340749414,5.564285714285692,4.264285714285737,9.82857142857143,-2.1357142857142635
1060.0,1056.1165186192966,25.49159070059109,51.45147416691534,4.742857142857143,4.771428571428571,9.514285714285714,-1.0285714285714285
1065.0,1061.122244891319,25.49158501075939,51.45152354483589,4.557142857142857,4.642857142857143,9.2,-0.5571428571428569
1070.0,1066.1376395985492,25.491578277666303,51.451572860479104,4.49,4.538571428571428,9.028571428571428,-0.0614285714285713
1075.0,1071.174915031899,25.49156994120184,51.45162209931062,4.398571428571429,4.458571428571429,8.857142857142858,0.4585714285714287
1080.0,1076.2488220164414,25.49155937293828,51.451671189929314,4.282857142857143,4.302857142857143,8.585714285714285,1.002857142857143
1085.0,1081.3742884491542,25.49154576188265,51.45171989938362,4.157142857142857,4.157142857142857,8.314285714285713,1.5571428571428574
