segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12087325593696076,33.0612824307366,15.733513150402615
1,0.12087325593696076,0.24174651187392152,40.02763094506911,16.175763582548388
2,0.24174651187392152,0.3626197678108823,19.376829385261196,19.376829385261196
3,0.3626197678108823,0.48349302374784303,43.33915523468663,18.200744952235116
4,0.48349302374784303,0.6043662796848038,29.872840302055522,23.509312143441
5,0.6043662796848038,0.7252395356217646,34.14420286970848,34.14420286970848
6,0.7252395356217646,0.8461127915587253,19.980897061944397,19.980897061944397
7,0.8461127915587253,0.9669860474956861,31.237186266149987,27.61263069740731
8,0.9669860474956861,1.087859303432647,37.58731632504572,33.83652911985488
9,1.087859303432647,1.2087325593696077,33.7223245593583,32.173506707637294
10,1.2087325593696077,1.3296058153065684,25.037542708180222,25.037542708180222
11,1.3296058153065684,1.4504790712435291,29.69513461852066,29.69513461852066
12,1.4504790712435291,1.57135232718049,20.087327449737508,20.087327449737508
13,1.57135232718049,1.6922255831174506,40.759032528730145,40.759032528730145
14,1.6922255831174506,1.8130988390544114,20.550104720065125,20.550104720065125
15,1.8130988390544114,1.9339720949913721,31.89126306636196,31.052621330643877
16,1.9339720949913721,2.054845350928333,27.575234746501962,27.575234746501962
17,2.054845350928333,2.175718606865294,36.81956928288389,19.129577344987425
18,2.175718606865294,2.2965918628022544,38.246015455676556,23.0090607811883
19,2.2965918628022544,2.4174651187392153,43.88468993204944,20.49629546284065
20,2.4174651187392153,2.538338374676176,25.152698200674923,25.152698200674923
21,2.538338374676176,2.659211630613137,25.004623328576013,25.004623328576013
22,2.659211630613137,2.7800848865500973,28.00558047552013,28.00558047552013
23,2.7800848865500973,2.9009581424870583,27.07893633620779,27.07893633620779
24,2.9009581424870583,3.021831398424019,25.50908960235965,25.50908960235965
25,3.021831398424019,3.14270465436098,25.684251589176046,25.684251589176046
26,3.14270465436098,3.2635779102979403,34.55118017062164,17.821939068602507
27,3.2635779102979403,3.3844511662349013,38.65979641139668,23.095181598168267
28,3.3844511662349013,3.505324422171862,21.271497684265203,17.60687233092142
29,3.505324422171862,3.6261976781088228,18.352545451710547,15.993745111580141
