timestamp,time,time real (detik),vinM,vinBattery,arusM,Velocity,Distance,kmPerkWh,Power,EnergyWh
2026-05-16 14:38:07,14:38:07,42,0,45,0.9,31.0,239,158.0,8.28,3.55
2026-05-16 14:38:08,14:38:08,43,0,45,0.9,31.0,240,159.0,8.37,3.55
2026-05-16 14:38:08,14:38:08,43,0,45,0.9,31.0,243,160.0,8.44,3.55
2026-05-16 14:38:08,14:38:08,43,0,45,0.9,30.75,245,162.0,8.3,3.55
2026-05-16 14:38:09,14:38:09,44,0,45,0.9,30.5,246,163.0,8.44,3.55
2026-05-16 14:38:09,14:38:09,44,0,45,0.9,30.25,248,164.0,8.33,3.55
2026-05-16 14:38:09,14:38:09,44,0,45,0.9,30.0,251,165.0,8.24,3.55
2026-05-16 14:38:09,14:38:09,44,0,45,0.9,30.0,253,167.0,8.42,3.55
2026-05-16 14:38:09,14:38:09,44,0,45,0.9,30.0,253,168.0,8.33,3.55
2026-05-16 14:38:10,14:38:10,45,0,45,0.9,30.0,253,168.0,8.39,3.55
2026-05-16 14:38:10,14:38:10,45,0,45,0.9,30.0,253,168.0,8.21,3.55
2026-05-16 14:38:10,14:38:10,45,0,45,0.9,30.0,253,168.0,8.26,3.55
2026-05-16 14:38:10,14:38:10,45,0,45,0.9,30.0,253,168.0,8.44,3.55
2026-05-16 14:38:10,14:38:10,45,0,45,0.9,30.0,253,168.0,8.28,3.55
2026-05-16 14:38:11,14:38:11,46,0,45,0.9,30.0,254,168.0,8.41,3.55
2026-05-16 14:38:11,14:38:11,46,0,45,0.9,29.75,257,169.0,8.73,3.55
2026-05-16 14:38:11,14:38:11,46,0,45,0.9,29.5,259,171.0,8.37,3.55
2026-05-16 14:38:12,14:38:12,47,0,45,0.9,29.25,261,172.0,8.32,3.55
2026-05-16 14:38:12,14:38:12,47,0,45,0.9,29.0,262,173.0,8.55,3.55
2026-05-16 14:38:12,14:38:12,47,0,45,0.9,29.0,264,174.0,8.23,3.55
2026-05-16 14:38:13,14:38:13,48,0,45,0.9,28.0,265,175.0,8.3,3.55
2026-05-16 14:38:13,14:38:13,48,0,45,0.9,28.0,265,176.0,8.34,3.55
2026-05-16 14:38:13,14:38:13,48,0,45,0.9,28.0,265,176.0,8.25,3.55
2026-05-16 14:38:13,14:38:13,48,0,45,0.9,28.0,265,176.0,8.3,3.55
2026-05-16 14:38:13,14:38:13,48,0,45,0.9,28.0,265,176.0,8.26,3.55
2026-05-16 14:38:14,14:38:14,49,0,45,0.9,28.0,265,176.0,8.32,3.55
2026-05-16 14:38:14,14:38:14,49,0,45,0.9,28.0,265,176.0,8.35,3.55
2026-05-16 14:38:14,14:38:14,49,0,45,0.9,28.0,265,176.0,8.28,3.55
2026-05-16 14:38:15,14:38:15,50,0,45,0.9,28.0,267,176.0,8.32,3.55
2026-05-16 14:38:15,14:38:15,50,0,45,0.9,28.0,268,177.0,8.26,3.56
2026-05-16 14:38:15,14:38:15,50,0,45,0.9,28.0,270,178.0,8.26,3.56
2026-05-16 14:38:15,14:38:15,50,0,45,0.9,28.0,270,179.0,8.28,3.56
2026-05-16 14:38:15,14:38:15,50,0,45,0.9,27.75,272,179.0,8.34,3.56
2026-05-16 14:38:16,14:38:16,51,0,45,0.9,27.5,272,180.0,8.52,3.56
2026-05-16 14:38:16,14:38:16,51,0,45,0.9,27.25,273,180.0,8.28,3.56
2026-05-16 14:38:16,14:38:16,51,0,45,0.9,27.0,273,181.0,8.27,3.56
2026-05-16 14:38:16,14:38:16,51,0,45,0.9,27.0,273,181.0,8.34,3.56
2026-05-16 14:38:17,14:38:17,52,0,45,0.9,27.0,273,180.0,8.25,3.56
2026-05-16 14:38:17,14:38:17,52,0,45,0.9,27.0,273,180.0,8.28,3.56
2026-05-16 14:38:17,14:38:17,52,0,45,0.9,27.0,273,180.0,8.34,3.56
2026-05-16 14:38:17,14:38:17,52,0,45,0.9,27.0,275,180.0,8.25,3.56
2026-05-16 14:38:17,14:38:17,52,0,45,0.9,27.0,276,181.0,8.41,3.56
2026-05-16 14:38:18,14:38:18,53,0,45,0.9,27.0,278,182.0,8.21,3.56
2026-05-16 14:38:18,14:38:18,53,0,45,0.9,27.0,279,183.0,8.41,3.56
2026-05-16 14:38:18,14:38:18,53,0,45,0.9,26.75,281,184.0,8.23,3.56
2026-05-16 14:38:19,14:38:19,54,0,45,0.9,26.5,283,185.0,8.28,3.56
2026-05-16 14:38:19,14:38:19,54,0,45,0.9,26.25,284,186.0,8.45,3.56
2026-05-16 14:38:19,14:38:19,54,0,45,0.9,26.0,286,187.0,8.25,3.56
2026-05-16 14:38:19,14:38:19,54,0,45,0.9,26.0,287,188.0,8.28,3.56
2026-05-16 14:38:19,14:38:19,54,0,45,0.9,26.0,289,189.0,8.27,3.56
2026-05-16 14:38:20,14:38:20,55,0,45,0.9,25.0,290,190.0,8.23,3.56
2026-05-16 14:38:20,14:38:20,55,0,45,0.9,25.0,292,191.0,8.27,3.56
2026-05-16 14:38:20,14:38:20,55,0,45,0.9,25.0,294,192.0,8.32,3.56
2026-05-16 14:38:21,14:38:21,56,0,45,0.9,25.0,295,193.0,8.48,3.56
2026-05-16 14:38:21,14:38:21,56,0,45,0.9,25.0,297,194.0,8.32,3.56
2026-05-16 14:38:21,14:38:21,56,0,45,1.1,25.0,300,195.0,8.32,3.56
2026-05-16 14:38:21,14:38:21,56,0,45,4.4,25.0,301,197.0,8.32,3.56
2026-05-16 14:38:21,14:38:21,56,0,42,4.4,25.0,303,198.0,8.48,3.57
2026-05-16 14:38:22,14:38:22,57,0,42,4.3,25.0,305,198.0,17.62,3.58
2026-05-16 14:38:22,14:38:22,57,0,42,4.4,25.0,306,198.0,137.31,3.59
2026-05-16 14:38:22,14:38:22,57,0,42,4.3,25.0,308,198.0,138.29,3.6
2026-05-16 14:38:22,14:38:22,57,0,42,4.3,25.0,309,197.0,136.92,3.61
2026-05-16 14:38:23,14:38:23,58,0,42,4.4,25.25,311,197.0,136.93,3.62
2026-05-16 14:38:23,14:38:23,58,0,42,4.3,25.5,312,197.0,137.63,3.63
2026-05-16 14:38:23,14:38:23,58,0,42,4.3,25.75,314,197.0,135.43,3.63
2026-05-16 14:38:23,14:38:23,58,0,42,4.3,26.0,316,197.0,136.96,3.64
2026-05-16 14:38:23,14:38:23,58,0,42,4.3,26.0,317,197.0,135.61,3.65
2026-05-16 14:38:24,14:38:24,59,0,42,4.3,26.0,320,197.0,134.15,3.66
2026-05-16 14:38:24,14:38:24,59,0,42,4.3,27.0,322,198.0,135.31,3.67
2026-05-16 14:38:24,14:38:24,59,0,42,4.3,27.0,323,198.0,135.64,3.68
2026-05-16 14:38:25,14:38:25,60,0,42,4.4,27.0,325,198.0,135.31,3.69
2026-05-16 14:38:25,14:38:25,60,0,42,4.4,27.0,327,197.0,137.43,3.7
2026-05-16 14:38:25,14:38:25,60,0,42,4.3,27.0,328,197.0,137.28,3.71
2026-05-16 14:38:25,14:38:25,60,0,42,4.3,27.0,330,197.0,134.62,3.72
2026-05-16 14:38:25,14:38:25,60,0,42,4.4,27.0,333,197.0,135.73,3.72
2026-05-16 14:38:26,14:38:26,61,0,42,4.3,27.25,334,197.25,138.68,3.73
2026-05-16 14:38:26,14:38:26,61,0,42,4.4,27.5,336,197.5,137.16,3.74
2026-05-16 14:38:26,14:38:26,61,0,42,4.4,27.75,338,197.75,137.18,3.75
2026-05-16 14:38:27,14:38:27,62,0,42,4.4,28.0,339,198.0,138.64,3.76
2026-05-16 14:38:27,14:38:27,62,0,42,4.4,28.0,341,198.0,138.97,3.77
2026-05-16 14:38:27,14:38:27,62,0,42,4.4,28.0,344,197.0,139.1,3.78
2026-05-16 14:38:27,14:38:27,62,0,42,4.4,28.0,345,198.0,138.97,3.79
2026-05-16 14:38:28,14:38:28,63,0,42,4.5,28.25,347,198.0,140.17,3.8
2026-05-16 14:38:28,14:38:28,63,0,42,4.4,28.5,349,198.0,141.37,3.81
2026-05-16 14:38:28,14:38:28,63,0,42,4.5,28.75,350,198.0,140.4,3.82
2026-05-16 14:38:28,14:38:28,63,0,42,4.5,29.0,353,198.0,140.4,3.83
2026-05-16 14:38:28,14:38:28,63,0,42,4.5,29.0,355,198.0,142.82,3.83
2026-05-16 14:38:29,14:38:29,64,0,42,4.5,29.0,356,198.0,142.76,3.84
2026-05-16 14:38:29,14:38:29,64,0,42,4.5,29.0,358,198.0,143.15,3.85
2026-05-16 14:38:29,14:38:29,64,0,42,4.5,29.0,361,198.0,142.82,3.86
2026-05-16 14:38:30,14:38:30,65,0,42,4.6,29.0,363,198.0,142.3,3.87
2026-05-16 14:38:30,14:38:30,65,0,42,4.5,29.0,364,198.0,144.56,3.88
2026-05-16 14:38:30,14:38:30,65,0,42,4.6,29.0,366,198.0,144.25,3.89
2026-05-16 14:38:30,14:38:30,65,0,42,4.6,29.25,369,198.0,144.72,3.9
2026-05-16 14:38:30,14:38:30,65,0,42,4.6,29.5,371,198.33333333333334,145.19,3.91
2026-05-16 14:38:31,14:38:31,66,0,42,4.6,29.75,372,198.66666666666666,144.72,3.92
2026-05-16 14:38:31,14:38:31,66,0,42,4.6,30.0,374,199.0,146.63,3.93
2026-05-16 14:38:31,14:38:31,66,0,42,4.6,30.0,377,199.0,146.14,3.94
2026-05-16 14:38:32,14:38:32,67,0,42,4.6,30.0,378,199.0,145.85,3.95
2026-05-16 14:38:32,14:38:32,67,0,42,4.6,30.0,380,199.0,146.05,3.96
2026-05-16 14:38:32,14:38:32,67,0,42,4.6,30.25,383,199.0,146.53,3.97
2026-05-16 14:38:33,14:38:33,68,0,42,4.7,30.5,385,199.0,146.14,3.98
2026-05-16 14:38:33,14:38:33,68,0,42,4.6,30.75,386,199.0,148.28,3.99
2026-05-16 14:38:33,14:38:33,68,0,42,4.6,31.0,388,199.0,147.61,4.0
2026-05-16 14:38:33,14:38:33,68,0,42,4.6,31.0,391,199.0,147.9,4.01
2026-05-16 14:38:33,14:38:33,68,0,42,4.6,31.0,393,199.0,147.57,4.02
2026-05-16 14:38:34,14:38:34,69,0,42,4.6,31.0,394,199.0,147.41,4.03
2026-05-16 14:38:34,14:38:34,69,0,42,4.6,31.0,397,199.0,147.67,4.04
2026-05-16 14:38:34,14:38:34,69,0,42,4.6,31.0,399,199.25,147.26,4.05
2026-05-16 14:38:34,14:38:34,69,0,42,4.7,31.0,400,199.5,147.5,4.06
2026-05-16 14:38:35,14:38:35,70,0,42,4.6,31.25,403,199.75,147.5,4.07
2026-05-16 14:38:35,14:38:35,70,0,42,4.6,31.5,405,200.0,147.7,4.08
2026-05-16 14:38:35,14:38:35,70,0,42,4.7,31.75,407,200.0,147.36,4.09
2026-05-16 14:38:35,14:38:35,70,0,42,4.7,32.0,410,200.0,148.06,4.1
2026-05-16 14:38:35,14:38:35,70,0,42,4.7,32.0,411,200.0,148.16,4.11
2026-05-16 14:38:36,14:38:36,71,0,42,4.6,32.0,413,200.0,148.89,4.12
2026-05-16 14:38:36,14:38:36,71,0,42,4.6,32.0,416,200.0,147.47,4.13
2026-05-16 14:38:36,14:38:36,71,0,42,4.6,32.0,418,201.0,147.37,4.14
