timestamp,time,time real (detik),vinM,vinBattery,arusM,Velocity,Distance,kmPerkWh,Power,EnergyWh
2026-05-16 14:37:25,14:37:25,0,0,45,0.8,0.0,0,5.0,8.26,2.03
2026-05-16 14:37:25,14:37:25,0,0,45,2.0,0.0,0,5.0,12.36,2.03
2026-05-16 14:37:25,14:37:25,0,0,45,2.5,0.0,0,5.0,72.06,2.03
2026-05-16 14:37:25,14:37:25,0,0,45,2.8,0.0,0,5.0,88.69,2.04
2026-05-16 14:37:25,14:37:25,0,0,45,3.0,0.0,0,5.0,90.13,2.04
2026-05-16 14:37:26,14:37:26,1,0,45,3.3,0.0,0,5.0,96.22,2.05
2026-05-16 14:37:26,14:37:26,1,0,45,3.6,0.0,0,5.0,103.95,2.05
2026-05-16 14:37:26,14:37:26,1,0,45,3.7,0.0,0,5.0,108.55,2.06
2026-05-16 14:37:26,14:37:26,1,0,45,3.9,0.0,0,5.0,114.52,2.07
2026-05-16 14:37:27,14:37:27,2,0,45,4.0,0.0,2,5.0,120.34,2.08
2026-05-16 14:37:27,14:37:27,2,0,45,4.2,0.0,2,8.571428571428571,126.02,2.08
2026-05-16 14:37:27,14:37:27,2,0,42,4.2,0.0,2,12.142857142857142,131.45,2.09
2026-05-16 14:37:27,14:37:27,2,0,42,4.2,0.0,2,15.714285714285715,132.62,2.1
2026-05-16 14:37:27,14:37:27,2,0,42,4.2,0.0,2,19.285714285714285,132.86,2.11
2026-05-16 14:37:28,14:37:28,3,0,42,4.2,0.0,3,22.857142857142858,133.24,2.12
2026-05-16 14:37:28,14:37:28,3,0,42,4.2,0.0,3,26.42857142857143,133.66,2.13
2026-05-16 14:37:28,14:37:28,3,0,42,4.2,0.0,3,30.0,133.22,2.14
2026-05-16 14:37:29,14:37:29,4,0,42,4.2,0.0,3,28.0,133.53,2.14
2026-05-16 14:37:29,14:37:29,4,0,42,4.2,1.5,5,27.0,133.95,2.15
2026-05-16 14:37:29,14:37:29,4,0,42,4.3,3.0,5,36.0,133.54,2.16
2026-05-16 14:37:29,14:37:29,4,0,42,4.2,4.5,5,34.0,134.18,2.17
2026-05-16 14:37:30,14:37:30,5,0,42,4.3,6.0,6,33.0,134.16,2.18
2026-05-16 14:37:30,14:37:30,5,0,42,4.3,7.0,6,40.0,134.18,2.19
2026-05-16 14:37:30,14:37:30,5,0,42,4.3,7.0,6,39.0,134.18,2.2
2026-05-16 14:37:30,14:37:30,5,0,42,4.3,7.0,8,37.0,134.18,2.2
2026-05-16 14:37:30,14:37:30,5,0,42,4.3,8.0,8,43.0,134.86,2.21
2026-05-16 14:37:30,14:37:30,5,0,42,4.3,8.0,9,42.0,135.12,2.22
2026-05-16 14:37:31,14:37:31,6,0,42,4.3,9.0,9,48.0,134.61,2.23
2026-05-16 14:37:31,14:37:31,6,0,42,4.3,9.0,11,46.0,135.23,2.24
2026-05-16 14:37:31,14:37:31,6,0,42,4.3,10.0,11,51.0,135.5,2.25
2026-05-16 14:37:32,14:37:32,7,0,42,4.3,10.0,11,49.0,135.71,2.26
2026-05-16 14:37:32,14:37:32,7,0,42,4.3,10.0,13,48.0,135.94,2.27
2026-05-16 14:37:32,14:37:32,7,0,42,4.3,11.0,13,52.0,135.55,2.27
2026-05-16 14:37:32,14:37:32,7,0,42,4.3,11.0,14,51.0,135.71,2.28
2026-05-16 14:37:33,14:37:33,8,0,42,4.3,11.0,14,55.0,136.26,2.29
2026-05-16 14:37:33,14:37:33,8,0,42,4.3,12.0,16,53.0,135.74,2.3
2026-05-16 14:37:33,14:37:33,8,0,42,4.3,12.0,17,57.0,136.23,2.31
2026-05-16 14:37:34,14:37:34,9,0,42,4.3,12.0,17,61.0,136.19,2.32
2026-05-16 14:37:34,14:37:34,9,0,42,4.3,14.0,19,59.0,136.0,2.33
2026-05-16 14:37:34,14:37:34,9,0,42,4.3,14.0,19,63.0,136.0,2.34
2026-05-16 14:37:34,14:37:34,9,0,42,4.3,13.0,20,61.0,136.67,2.35
2026-05-16 14:37:34,14:37:34,9,0,42,4.4,13.0,20,64.0,136.7,2.35
2026-05-16 14:37:34,14:37:34,9,0,42,4.3,13.0,22,63.0,137.65,2.36
2026-05-16 14:37:35,14:37:35,10,0,42,4.3,14.0,24,66.0,136.73,2.37
2026-05-16 14:37:35,14:37:35,10,0,42,4.3,14.0,24,68.0,136.73,2.38
2026-05-16 14:37:35,14:37:35,10,0,42,4.3,14.0,25,67.0,137.04,2.39
2026-05-16 14:37:36,14:37:36,11,0,42,4.4,14.0,25,69.0,136.54,2.4
2026-05-16 14:37:36,14:37:36,11,0,42,4.3,14.0,27,68.0,137.76,2.41
2026-05-16 14:37:36,14:37:36,11,0,42,4.3,14.25,28,70.0,136.86,2.42
2026-05-16 14:37:36,14:37:36,11,0,42,4.4,14.5,28,73.0,137.0,2.43
2026-05-16 14:37:37,14:37:37,12,0,42,4.3,14.75,30,71.0,137.66,2.43
2026-05-16 14:37:37,14:37:37,12,0,42,4.3,15.0,31,74.0,136.65,2.44
2026-05-16 14:37:37,14:37:37,12,0,42,4.4,15.0,31,76.0,136.99,2.45
2026-05-16 14:37:37,14:37:37,12,0,42,4.3,16.0,33,74.0,137.91,2.46
2026-05-16 14:37:37,14:37:37,12,0,42,4.3,16.0,35,77.0,137.53,2.47
2026-05-16 14:37:38,14:37:38,13,0,42,4.3,16.0,35,78.0,137.08,2.48
2026-05-16 14:37:38,14:37:38,13,0,42,4.3,16.0,36,77.0,137.22,2.49
2026-05-16 14:37:38,14:37:38,13,0,42,4.4,17.0,38,79.0,137.48,2.5
2026-05-16 14:37:38,14:37:38,13,0,42,4.4,17.0,39,81.0,137.48,2.51
2026-05-16 14:37:39,14:37:39,14,0,42,4.3,17.0,39,83.0,137.48,2.52
2026-05-16 14:37:39,14:37:39,14,0,42,4.4,17.0,41,81.0,137.3,2.52
2026-05-16 14:37:39,14:37:39,14,0,42,4.3,18.0,42,83.0,140.49,2.53
2026-05-16 14:37:39,14:37:39,14,0,42,4.3,18.0,44,84.0,136.64,2.54
2026-05-16 14:37:40,14:37:40,15,0,42,4.3,18.0,44,86.0,137.4,2.55
2026-05-16 14:37:40,14:37:40,15,0,42,4.3,18.0,46,85.0,136.89,2.56
2026-05-16 14:37:40,14:37:40,15,0,42,4.3,19.0,47,86.0,136.44,2.57
2026-05-16 14:37:41,14:37:41,16,0,42,4.3,19.0,49,88.0,136.79,2.58
2026-05-16 14:37:41,14:37:41,16,0,42,4.3,19.0,49,89.0,136.7,2.59
2026-05-16 14:37:41,14:37:41,16,0,42,4.3,19.0,50,88.0,136.88,2.6
2026-05-16 14:37:41,14:37:41,16,0,42,4.3,19.0,52,89.0,137.02,2.6
2026-05-16 14:37:41,14:37:41,16,0,42,4.3,19.0,53,91.0,136.92,2.61
2026-05-16 14:37:42,14:37:42,17,0,42,4.3,20.0,55,92.0,137.05,2.62
2026-05-16 14:37:42,14:37:42,17,0,42,4.3,20.0,57,93.0,137.19,2.63
2026-05-16 14:37:42,14:37:42,17,0,42,4.4,20.0,57,95.0,137.27,2.64
2026-05-16 14:37:42,14:37:42,17,0,42,4.3,20.0,58,93.0,137.19,2.65
2026-05-16 14:37:43,14:37:43,18,0,42,4.4,20.0,60,94.0,137.27,2.66
2026-05-16 14:37:43,14:37:43,18,0,42,4.4,20.0,61,96.0,137.27,2.67
2026-05-16 14:37:43,14:37:43,18,0,42,4.4,21.0,63,97.0,138.05,2.68
2026-05-16 14:37:43,14:37:43,18,0,42,4.4,21.0,64,98.0,137.94,2.69
2026-05-16 14:37:43,14:37:43,18,0,42,4.4,21.0,66,99.0,138.8,2.69
2026-05-16 14:37:44,14:37:44,19,0,42,4.4,21.0,68,100.0,138.85,2.7
2026-05-16 14:37:44,14:37:44,19,0,42,4.4,21.0,68,101.0,139.27,2.71
2026-05-16 14:37:44,14:37:44,19,0,42,4.4,21.0,69,100.0,139.33,2.72
2026-05-16 14:37:45,14:37:45,20,0,42,4.4,21.0,71,101.0,138.6,2.73
2026-05-16 14:37:45,14:37:45,20,0,42,4.4,21.25,72,102.0,139.35,2.74
2026-05-16 14:37:45,14:37:45,20,0,42,4.4,21.5,74,103.0,139.43,2.75
2026-05-16 14:37:45,14:37:45,20,0,42,4.4,21.75,75,104.0,139.35,2.76
2026-05-16 14:37:45,14:37:45,20,0,42,4.4,22.0,77,104.0,139.42,2.77
2026-05-16 14:37:46,14:37:46,21,0,42,4.4,22.0,79,105.0,139.43,2.78
2026-05-16 14:37:46,14:37:46,21,0,42,4.4,22.0,80,106.0,140.45,2.79
2026-05-16 14:37:46,14:37:46,21,0,42,4.4,23.0,82,107.0,140.41,2.79
2026-05-16 14:37:47,14:37:47,22,0,42,4.4,23.0,83,108.0,140.45,2.8
2026-05-16 14:37:47,14:37:47,22,0,42,4.4,23.0,85,109.0,140.48,2.81
2026-05-16 14:37:47,14:37:47,22,0,42,4.4,23.0,86,109.0,140.45,2.82
2026-05-16 14:37:47,14:37:47,22,0,42,4.4,23.0,88,110.0,140.43,2.83
2026-05-16 14:37:48,14:37:48,23,0,42,4.4,23.0,89,111.0,140.61,2.84
2026-05-16 14:37:48,14:37:48,23,0,42,4.4,24.0,91,111.0,140.27,2.85
2026-05-16 14:37:48,14:37:48,23,0,42,4.4,24.0,93,112.0,140.01,2.86
2026-05-16 14:37:48,14:37:48,23,0,42,4.4,24.0,94,113.0,139.54,2.87
2026-05-16 14:37:48,14:37:48,23,0,42,4.4,24.0,96,114.0,139.93,2.88
2026-05-16 14:37:49,14:37:49,24,0,42,4.4,24.0,97,114.0,139.95,2.89
2026-05-16 14:37:49,14:37:49,24,0,42,4.4,24.0,99,115.0,139.94,2.9
2026-05-16 14:37:49,14:37:49,24,0,42,4.4,24.0,100,115.0,139.93,2.9
2026-05-16 14:37:49,14:37:49,24,0,42,4.4,24.0,102,116.0,139.93,2.91
2026-05-16 14:37:49,14:37:49,24,0,42,4.4,24.0,104,117.0,138.91,2.92
2026-05-16 14:37:50,14:37:50,25,0,42,4.4,24.25,105,117.0,138.97,2.93
2026-05-16 14:37:50,14:37:50,25,0,42,4.4,24.5,107,118.0,138.8,2.94
2026-05-16 14:37:50,14:37:50,25,0,42,4.4,24.75,108,118.0,138.91,2.95
2026-05-16 14:37:51,14:37:51,26,0,42,4.4,25.0,110,119.0,138.8,2.96
2026-05-16 14:37:51,14:37:51,26,0,42,4.4,25.0,111,120.0,137.34,2.97
2026-05-16 14:37:51,14:37:51,26,0,42,4.4,25.0,113,120.0,137.45,2.98
2026-05-16 14:37:52,14:37:52,27,0,42,4.4,25.0,115,121.0,138.05,2.99
2026-05-16 14:37:52,14:37:52,27,0,42,4.4,25.0,116,121.0,137.56,3.0
2026-05-16 14:37:52,14:37:52,27,0,42,4.3,25.25,118,122.0,138.13,3.01
2026-05-16 14:37:52,14:37:52,27,0,42,4.4,25.5,119,122.0,137.56,3.01
2026-05-16 14:37:52,14:37:52,27,0,42,4.3,25.75,122,123.0,137.63,3.02
2026-05-16 14:37:53,14:37:53,28,0,42,4.3,26.0,124,125.0,137.06,3.03
2026-05-16 14:37:53,14:37:53,28,0,42,4.3,26.0,126,125.0,136.18,3.04
2026-05-16 14:37:53,14:37:53,28,0,42,4.3,26.0,127,126.0,136.19,3.05
2026-05-16 14:37:53,14:37:53,28,0,42,4.3,26.0,129,126.0,137.15,3.06
2026-05-16 14:37:54,14:37:54,29,0,42,4.3,26.0,130,127.0,136.13,3.07
2026-05-16 14:37:54,14:37:54,29,0,42,4.3,26.25,132,127.0,136.19,3.08
2026-05-16 14:37:54,14:37:54,29,0,42,4.3,26.5,133,127.0,136.19,3.09
2026-05-16 14:37:54,14:37:54,29,0,42,4.3,26.75,135,128.0,136.87,3.1
2026-05-16 14:37:55,14:37:55,30,0,42,4.3,27.0,138,128.0,136.04,3.1
2026-05-16 14:37:55,14:37:55,30,0,42,4.4,27.0,140,130.0,134.27,3.11
2026-05-16 14:37:55,14:37:55,30,0,42,4.3,27.0,141,131.0,137.57,3.12
2026-05-16 14:37:55,14:37:55,30,0,42,4.3,27.0,143,131.0,136.35,3.13
2026-05-16 14:37:55,14:37:55,30,0,42,4.3,27.0,144,131.0,136.35,3.14
2026-05-16 14:37:56,14:37:56,31,0,42,4.4,27.0,146,132.0,136.79,3.15
2026-05-16 14:37:57,14:37:57,32,0,42,4.4,27.0,149,132.0,136.79,3.16
2026-05-16 14:37:57,14:37:57,32,0,42,4.4,27.25,151,134.0,137.33,3.17
2026-05-16 14:37:58,14:37:58,33,0,42,4.4,27.5,152,134.0,139.12,3.18
2026-05-16 14:37:58,14:37:58,33,0,42,4.4,27.75,154,134.0,138.08,3.19
2026-05-16 14:37:58,14:37:58,33,0,42,4.3,28.0,155,135.0,138.78,3.19
2026-05-16 14:37:58,14:37:58,33,0,42,4.4,28.0,157,135.0,138.08,3.2
2026-05-16 14:37:58,14:37:58,33,0,42,4.4,28.0,160,135.0,138.73,3.21
2026-05-16 14:38:00,14:38:00,35,0,42,4.4,28.0,162,137.0,139.82,3.22
2026-05-16 14:38:00,14:38:00,35,0,42,4.4,28.0,163,137.0,139.87,3.23
2026-05-16 14:38:00,14:38:00,35,0,42,4.4,28.0,165,138.0,139.2,3.24
2026-05-16 14:38:00,14:38:00,35,0,42,4.5,28.0,166,138.0,138.74,3.25
2026-05-16 14:38:00,14:38:00,35,0,42,4.5,28.25,170,138.0,140.96,3.26
2026-05-16 14:38:00,14:38:00,35,0,42,4.5,28.5,171,140.0,140.95,3.27
2026-05-16 14:38:00,14:38:00,35,0,42,4.5,28.75,173,140.0,141.52,3.28
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,174,140.0,142.13,3.29
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,176,140.0,141.52,3.3
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,179,141.0,142.07,3.31
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,181,142.0,143.32,3.32
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,182,142.0,143.47,3.32
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,184,142.0,143.65,3.33
2026-05-16 14:38:01,14:38:01,36,0,42,4.5,29.0,187,143.0,143.05,3.34
2026-05-16 14:38:01,14:38:01,36,0,42,4.6,29.0,188,144.0,143.47,3.35
2026-05-16 14:38:02,14:38:02,37,0,42,4.6,29.25,190,144.0,144.39,3.36
2026-05-16 14:38:02,14:38:02,37,0,42,4.6,29.5,192,144.0,145.17,3.37
2026-05-16 14:38:03,14:38:03,38,0,42,4.6,29.75,195,145.0,145.24,3.38
2026-05-16 14:38:03,14:38:03,38,0,42,4.6,30.0,196,146.0,146.03,3.39
2026-05-16 14:38:03,14:38:03,38,0,42,4.6,30.0,198,146.0,145.67,3.4
2026-05-16 14:38:03,14:38:03,38,0,42,4.6,30.0,199,146.0,145.92,3.41
2026-05-16 14:38:03,14:38:03,38,0,42,4.6,30.0,203,146.0,146.13,3.42
2026-05-16 14:38:03,14:38:03,38,0,42,4.6,30.0,204,148.0,146.32,3.43
2026-05-16 14:38:04,14:38:04,39,0,42,4.6,30.0,206,148.0,146.17,3.44
2026-05-16 14:38:04,14:38:04,39,0,42,4.6,30.0,207,148.0,146.51,3.45
2026-05-16 14:38:04,14:38:04,39,0,42,4.6,30.0,210,148.0,146.72,3.46
2026-05-16 14:38:04,14:38:04,39,0,42,4.7,30.25,212,149.0,146.51,3.47
2026-05-16 14:38:04,14:38:04,39,0,42,4.6,30.5,214,149.0,148.14,3.48
2026-05-16 14:38:05,14:38:05,40,0,42,4.6,30.75,217,149.0,147.62,3.49
2026-05-16 14:38:05,14:38:05,40,0,42,4.7,31.0,218,151.0,146.81,3.5
2026-05-16 14:38:05,14:38:05,40,0,42,4.6,31.0,220,151.0,147.93,3.51
2026-05-16 14:38:05,14:38:05,40,0,42,4.7,31.0,223,151.0,147.17,3.52
2026-05-16 14:38:06,14:38:06,41,0,42,4.7,31.0,225,152.0,148.02,3.53
2026-05-16 14:38:06,14:38:06,41,0,42,4.6,31.0,226,152.0,148.23,3.54
2026-05-16 14:38:06,14:38:06,41,0,45,0.9,31.0,228,152.0,148.02,3.55
2026-05-16 14:38:07,14:38:07,42,0,45,0.9,31.0,231,152.0,148.02,3.55
2026-05-16 14:38:07,14:38:07,42,0,45,0.9,31.0,232,154.0,148.02,3.55
2026-05-16 14:38:07,14:38:07,42,0,45,0.9,31.0,234,155.0,8.28,3.55
2026-05-16 14:38:07,14:38:07,42,0,45,0.9,31.0,237,156.0,8.45,3.55
