segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12087325593696076,35.505348602778554,19.163657687785328
1,0.12087325593696076,0.24174651187392152,38.095375862949524,29.98230017465154
2,0.24174651187392152,0.3626197678108823,15.633654769182737,15.633654769182737
3,0.3626197678108823,0.48349302374784303,25.806196930131293,18.567172226522924
4,0.48349302374784303,0.6043662796848038,32.23950904923383,32.23950904923383
5,0.6043662796848038,0.7252395356217646,43.54690386261272,43.47068144097594
6,0.7252395356217646,0.8461127915587253,23.75650468918266,16.08914479166176
7,0.8461127915587253,0.9669860474956861,23.451485389785006,20.057991122333345
8,0.9669860474956861,1.087859303432647,32.85918678004095,28.469086077702748
9,1.087859303432647,1.2087325593696077,35.1934535416776,35.1934535416776
10,1.2087325593696077,1.3296058153065684,24.88657233196356,19.22202517729486
11,1.3296058153065684,1.4504790712435291,24.553068309642992,24.553068309642992
12,1.4504790712435291,1.57135232718049,22.69609118752415,22.69609118752415
13,1.57135232718049,1.6922255831174506,44.93504815541101,42.035644780322016
14,1.6922255831174506,1.8130988390544114,28.87421801132596,19.84327778318098
15,1.8130988390544114,1.9339720949913721,42.124674852078705,42.124674852078705
16,1.9339720949913721,2.054845350928333,30.45145427488201,30.45145427488201
17,2.054845350928333,2.175718606865294,32.638078888278926,28.941106226920414
18,2.175718606865294,2.2965918628022544,34.41370995312742,27.86750733270881
19,2.2965918628022544,2.4174651187392153,36.81417815538951,18.110245024792384
20,2.4174651187392153,2.538338374676176,27.405470259904135,18.481561806329495
21,2.538338374676176,2.659211630613137,40.67286593442128,36.092625804616254
22,2.659211630613137,2.7800848865500973,15.238559568575733,15.238559568575733
23,2.7800848865500973,2.9009581424870583,25.124703963575374,25.124703963575374
24,2.9009581424870583,3.021831398424019,24.779728179326078,24.779728179326078
25,3.021831398424019,3.14270465436098,20.563958952379465,20.563958952379465
26,3.14270465436098,3.2635779102979403,34.52500720286942,20.613013344909902
27,3.2635779102979403,3.3844511662349013,42.64522990357635,20.33872575553109
28,3.3844511662349013,3.505324422171862,15.121240146116696,15.121240146116696
29,3.505324422171862,3.6261976781088228,22.564552326608435,16.617107439619097
