s_m,grade_pct,heading_deg,v_safe_kmh,r_min_m,stop_event,lap,distance_km,altitude_m,v_kmh,weather_scenario,motor_name,fc_name
0.0,-0.829037071651517,330.34500959653053,366.3741285301944,1242.1002872317251,True,1,0.0,11.7,0.0,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
10.2014187964106,-0.8411753765936891,330.08572225862184,503.4408321954021,2345.329891037917,False,1,0.0102014187964106,11.8,14.4,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
20.193905701219883,-0.8546524735859425,329.95106029381424,678.6194373426551,4261.472153369187,False,1,0.020193905701219882,11.9,19.8,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
30.200335127485587,-0.8410597796868265,329.8794035021897,917.014746678196,7781.435191896543,False,1,0.030200335127485586,11.8,22.5,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
40.20207593336746,-0.7952008805821209,329.8497665814624,1483.4571429647626,20363.71796720456,False,1,0.040202075933367463,11.8,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
50.22344031167242,-0.7056475302219121,329.84112917186803,3103.12882898437,89105.94440034128,False,1,0.05022344031167242,11.7,25.2,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
60.23928324418042,-0.5918129734308936,329.8543494656677,1778.4442530329045,29267.63148649472,False,1,0.060239283244180424,11.5,26.1,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
70.2505124709438,-0.49240688049550047,329.87887878445775,1261.97027790655,14736.872234765697,False,1,0.0702505124709438,11.1,26.1,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
80.19022295768362,-0.42198899631551906,329.93425658681304,938.023084119349,8142.056613240304,False,1,0.08019022295768362,10.7,26.1,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
90.21067883410372,-0.3252461391622944,329.9751899529258,1000.6382558388262,9265.338074173347,False,1,0.09021067883410372,10.3,26.1,typical_january,Innotec Power 145-DZS48-010,SZFC-1000
