distance_km,grade_pct,zone_type,stop_event,v_kmh,active_motor,motor_phase
0.0,-0.2623762376237426,straight,True,0.0,BLDC 650W,accel:launch
0.001,-0.27817067421025515,straight,False,3.7947331922020555,BLDC 650W,accel:launch
0.002,-0.29702970297027714,straight,False,5.366563145999495,BLDC 650W,accel:launch
0.003,-0.31424881618594935,straight,False,6.572670690061994,BLDC 650W,accel:launch
0.004,-0.3300330033003229,straight,False,7.589466384404111,BLDC 650W,accel:launch
0.005,-0.3485148514851488,straight,False,8.485281374238571,BLDC 650W,accel:launch
0.006,-0.36557501904036593,straight,False,9.295160030897803,BLDC 650W,accel:launch
0.007,-0.38503850385038374,straight,False,10.039920318408909,BLDC 650W,accel:launch
0.008,-0.40311173974540027,straight,False,10.733126291998992,BLDC 650W,accel:launch
0.009,-0.41993854557868543,straight,False,11.384199576606166,BLDC 650W,accel:launch
0.01,-0.43894389438942605,straight,False,12.0,BLDC 650W,accel:launch
0.011,-0.4567230916639898,straight,False,12.58570617804182,BLDC 650W,accel:launch
0.012,-0.47648514851483803,straight,False,13.145341380123988,BLDC 650W,accel:launch
0.013,-0.49504950495048333,straight,False,13.682105101189658,BLDC 650W,accel:launch
0.014,-0.5125218404193312,straight,False,14.198591479439079,BLDC 650W,accel:launch
0.015,-0.5318246110325272,straight,False,14.696938456699069,BLDC 650W,accel:launch
0.016,-0.5500550055005455,straight,False,15.178932768808222,BLDC 650W,accel:launch
0.017,-0.5699759165105645,straight,False,15.646085772486359,BLDC 650W,accel:launch
0.018,-0.588848358520056,straight,False,16.09968943799849,BLDC 650W,accel:launch
0.019,-0.6092916984006053,straight,False,16.540858502508268,BLDC 650W,accel:launch
0.02,-0.6287128712871182,straight,False,16.970562748477143,BLDC 650W,accel:launch
0.021,-0.6633663366336462,straight,False,17.389652095427326,BLDC 650W,accel:launch
0.022,-0.7004950495049389,straight,False,17.798876369029593,BLDC 650W,accel:launch
0.023,-0.7376237623762316,straight,False,18.19890106572372,BLDC 650W,accel:launch
0.024,-0.7747524752475154,straight,False,18.5903200617956,BLDC 650W,accel:launch
0.025,-0.8143564356435595,straight,False,18.973665961010276,BLDC 650W,accel:launch
0.026,-0.8539603960396037,straight,False,19.349418595916518,BLDC 650W,accel:launch
0.027,-0.8935643564356434,straight,False,19.71801207018598,BLDC 650W,accel:launch
0.028,-0.933168316831683,straight,False,20.079840636817814,BLDC 650W,accel:launch
0.029,-0.9727722772277226,straight,False,20.43526363911168,BLDC 650W,accel:launch
0.03,-1.0123762376237622,straight,False,20.78460969082653,BLDC 650W,accel:launch
0.031,-1.0519801980198018,straight,False,21.128180233990815,BLDC 650W,accel:launch
0.032,-1.0891089108910856,straight,False,21.466252583997985,BLDC 650W,accel:launch
0.033,-1.1287128712871208,straight,False,21.799082549501943,BLDC 650W,accel:launch
0.034,-1.1658415841584047,straight,False,22.126906697502935,BLDC 650W,accel:launch
0.035,-1.2029702970297018,straight,False,22.449944320643656,BLDC 650W,accel:launch
0.036,-1.24009900990099,straight,False,22.768399153212336,BLDC 650W,accel:launch
0.037,-1.274752475247527,straight,False,23.08246087400562,BLDC 650W,accel:launch
0.038,-1.3118811881188153,straight,False,23.39230642754152,BLDC 650W,accel:launch
0.039,-1.3490099009901035,straight,False,23.698101189757807,BLDC 650W,accel:launch
0.04,-1.3861386138613918,straight,False,24.00000000000001,BLDC 650W,accel:launch
0.041,-1.42326732673268,straight,False,24.298148077579917,BLDC 650W,accel:launch
0.042,-1.4579207920792125,straight,False,24.592681838303047,BLDC 650W,accel:launch
0.043,-1.492574257425745,straight,False,24.88372962399328,BLDC 650W,accel:launch
0.044,-1.527227722772273,straight,False,25.171412356083653,BLDC 650W,accel:launch
0.045,-1.5594059405940497,straight,False,25.455844122715728,BLDC 650W,accel:launch
0.046,-1.5940594059405864,straight,False,25.737132707432675,BLDC 650W,accel:launch
0.047,-1.6262376237623721,straight,False,26.015380066414576,BLDC 650W,accel:launch
0.048,-1.6584158415841532,straight,False,26.290682760247993,BLDC 650W,accel:launch
0.049,-1.6905940594059385,straight,False,26.563132345414406,BLDC 650W,accel:launch
0.05,-1.720297029702973,straight,False,26.832815729997495,BLDC 650W,accel:launch
0.051,-1.750000000000007,straight,False,27.099815497526933,BLDC 650W,accel:launch
0.052,-1.7772277227722808,straight,False,27.36421020237933,BLDC 650W,accel:launch
0.053,-1.804455445544555,straight,False,27.62607463973123,BLDC 650W,accel:launch
0.054,-1.8316831683168289,straight,False,27.88548009269342,BLDC 650W,accel:launch
0.055,-1.856435643564356,straight,False,28.142494558940594,BLDC 650W,accel:launch
0.056,-1.8811881188118784,straight,False,28.397182958878172,BLDC 650W,accel:launch
0.057,-1.9034653465346496,straight,False,28.64960732715199,BLDC 650W,accel:launch
0.058,-1.9232673267326739,straight,False,28.899826989101527,BLDC 650W,accel:launch
0.059,-1.9405940594059423,straight,False,29.1478987235787,BLDC 650W,accel:launch
0.06,-1.9579207920792152,straight,False,29.393876913398152,BLDC 650W,accel:launch
0.061,-1.975247524752488,straight,False,29.63781368454834,BLDC 650W,accel:launch
0.062,-1.9900990099009963,straight,False,29.879759035172974,BLDC 650W,accel:launch
0.063,-2.0000000000000018,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.064,-2.009900990099016,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.065,-2.0173267326732702,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.066,-2.0247524752475288,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.067,-2.0321782178217918,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.068,-2.0346534653465387,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.069,-2.0371287128712945,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.07,-2.0396039603960414,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.071,-2.0420792079207972,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.072,-2.044554455445544,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.073,-2.044554455445544,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.074,-2.042079207920793,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.075,-2.039603960396028,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.076,-2.0371287128712767,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.077,-2.032178217821774,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.078,-2.0247524752475154,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.079,-2.0148514851485055,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.08,-2.0049504950495,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.081,-1.9950495049504902,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.082,-1.9826732673267289,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.083,-1.970297029702972,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.084,-1.9554455445544592,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.085,-1.9405940594059468,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.086,-1.9232673267326785,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.087,-1.903465346534654,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.088,-1.883663366336639,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.089,-1.8613861386138721,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.09,-1.8391089108910963,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.091,-1.8168316831683204,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.092,-1.7945544554455497,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.093,-1.7673267326732756,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.094,-1.740099009900988,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.095,-1.7103960396039584,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.096,-1.6806930693069246,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.097,-1.650990099009895,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.098,-1.6212871287128652,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.099,-1.5915841584158308,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.1,-1.5594059405940497,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.101,-1.5272277227722686,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.102,-1.4950495049504875,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.103,-1.4628712871287064,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.104,-1.4306930693069209,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.105,-1.3985148514851353,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.106,-1.3638613861385984,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.107,-1.3292079207920615,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.108,-1.2945544554455335,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.109,-1.2599009900989966,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.11,-1.2252475247524686,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.111,-1.1881188118811803,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.112,-1.150990099009901,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.113,-1.1113861386138613,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.114,-1.074257425742573,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.115,-1.0371287128712892,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.116,-0.9975247524752451,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.117,-0.9603960396039524,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.118,-0.9207920792079171,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.119,-0.8836633663366378,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.12,-0.8440594059405938,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.121,-0.8044554455445542,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.122,-0.7673267326732702,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.123,-0.7277227722772306,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.124,-0.688118811881191,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.125,-0.6509900990099027,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.126,-0.611386138613863,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.127,-0.5742574257425792,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.128,-0.537128712871282,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.129,-0.5024752475247451,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.13,-0.46782178217820825,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.131,-0.43316831683167134,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.132,-0.40099009900989024,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.133,-0.3737623762376119,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.134,-0.34653465346534684,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.135,-0.32178217821781985,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.136,-0.2995049504950531,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.137,-0.27722772277228636,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.138,-0.25742574257426654,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.139,-0.24009900990099808,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.14,-0.22277227722772966,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.141,-0.20792079207921252,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.142,-0.19306930693069546,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.143,-0.18069306930692974,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.144,-0.17079207920792427,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.145,-0.1608910891089188,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.146,-0.15594059405941163,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.147,-0.1509900990099089,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.148,-0.14851485148516197,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.149,-0.14851485148515753,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.15,-0.14851485148515753,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.151,-0.15346534653466026,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.152,-0.158415841584163,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.153,-0.1658415841584171,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.154,-0.175742574257427,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.155,-0.18564356435643692,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.156,-0.20049504950495844,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.157,-0.21534653465347997,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.158,-0.23267326732674398,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.159,-0.24999999999999908,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.16,-0.26980198019801893,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.161,-0.28960396039603875,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.162,-0.3118811881188055,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.163,-0.3366336633663236,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.164,-0.36881188118810915,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.165,-0.3985148514851389,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.166,-0.4306930693069244,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.167,-0.46534653465345693,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.168,-0.5000000000000071,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.169,-0.5371287128712865,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.17,-0.5767326732673306,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.171,-0.6163366336633702,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.172,-0.653465346534654,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.173,-0.6930693069306937,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.174,-0.7326732673267289,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.175,-0.7747524752475199,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.176,-0.8168316831683153,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.177,-0.8589108910891063,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.178,-0.9009900990098972,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.179,-0.9430693069306929,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.18,-0.9876237623762395,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.181,-1.0321782178217864,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.182,-1.0767326732673332,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.183,-1.123762376237627,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.184,-1.1707920792079163,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.185,-1.2178217821782145,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.186,-1.264851485148517,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.187,-1.3118811881188064,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.188,-1.3638613861386073,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.189,-1.4133663366336657,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.19,-1.465346534653471,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.191,-1.5148514851485162,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.192,-1.5668316831683171,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.193,-1.6188118811881222,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.194,-1.6707920792079187,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.195,-1.7252475247524712,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.196,-1.7772277227722721,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.197,-1.8316831683168242,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.198,-1.8861386138613812,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.199,-1.938118811881191,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.2,-1.992574257425748,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.201,-2.0470297029703,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.202,-2.099009900990101,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.203,-2.1509900990099062,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.204,-2.1980198019802,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.205,-2.245049504950498,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.206,-2.2920792079207875,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.207,-2.3341584158415785,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.208,-2.376237623762365,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.209,-2.4158415841584135,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.21,-2.452970297029702,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.211,-2.4900990099009945,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.212,-2.527227722772283,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.213,-2.559405940594064,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.214,-2.5915841584158494,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.215,-2.6212871287128836,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.216,-2.6485148514851575,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.217,-2.6757425742574314,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.218,-2.70297029702971,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.219,-2.725247524752481,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.22,-2.745049504950492,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.221,-2.7623762376237604,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.222,-2.77970297029702,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.223,-2.7945544554455415,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.224,-2.804455445544556,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.225,-2.8143564356435613,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.226,-2.819306930693064,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.227,-2.8242574257425757,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.228,-2.824257425742571,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.229,-2.8242574257425668,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.23,-2.8168316831683082,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.231,-2.8094059405940586,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.232,-2.799504950495053,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.233,-2.787128712871292,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.234,-2.772277227722779,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.235,-2.752475247524764,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.236,-2.730198019801988,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.237,-2.70297029702971,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.238,-2.673267326732671,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.239,-2.64108910891089,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.24,-2.603960396039602,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.241,-2.564356435643562,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.242,-2.5198019801980243,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.243,-2.4752475247524774,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.244,-2.428217821782175,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.245,-2.376237623762376,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.246,-2.321782178217824,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.247,-2.267326732673274,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.248,-2.2103960396039635,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.249,-2.150990099009902,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.25,-2.0891089108910887,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.251,-2.024752475247522,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.252,-1.9554455445544527,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.253,-1.8886138613861392,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.254,-1.8193069306930654,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.255,-1.7450495049504866,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.256,-1.6707920792079167,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.257,-1.5915841584158374,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.258,-1.5099009900990024,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.259,-1.430693069306923,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.26,-1.349009900990099,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.261,-1.267326732673264,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.262,-1.1831683168316887,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.263,-1.0965346534653508,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.264,-1.0099009900990152,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.265,-0.9207920792079305,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.266,-0.831683168316837,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.267,-0.7400990099009919,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.268,-0.6460396039603955,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.269,-0.5495049504950522,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.27,-0.4579207920792116,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.271,-0.3638613861386153,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.272,-0.26732673267326756,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.273,-0.17326732673267564,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.274,-0.07425742574257654,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.275,0.022277227722775628,straight,False,30.000000000000004,BG 42x30 dCore,cruise
0.276,0.11881188118811892,straight,False,29.99965671283072,BG 42x30 dCore,cruise
0.277,0.21534653465346668,straight,False,29.995222820857457,BG 42x30 dCore,cruise
0.278,0.3094059405940497,straight,False,29.98670954208205,BG 42x30 dCore,cruise
0.279,0.40346534653465493,straight,False,29.974221662461254,BG 42x30 dCore,cruise
0.28,0.49752475247525124,straight,False,29.957761780260466,BG 42x30 dCore,cruise
0.281,0.5915841584158432,straight,False,29.93733292245948,BG 42x30 dCore,cruise
0.282,0.6831683168316838,straight,False,29.912938561942088,BG 42x30 dCore,cruise
0.283,0.7747524752475243,straight,False,29.88469035064184,BG 42x30 dCore,cruise
0.284,0.8663366336633606,straight,False,29.852580288201246,BG 42x30 dCore,cruise
0.285,0.9554455445544563,straight,False,29.81659815440678,BG 42x30 dCore,cruise
0.286,1.0420792079207897,straight,False,29.776860768204752,BLDC 650W,accel:climb
0.287,1.1311881188118766,straight,False,29.78079570920943,BLDC 650W,accel:climb
0.288,1.2178217821782122,straight,False,29.820780876266312,BLDC 650W,accel:climb
0.289,1.3044554455445478,straight,False,29.896494322500136,BLDC 650W,accel:climb
0.29,1.3910891089108879,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.291,1.4777227722772301,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.292,1.5594059405940608,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.293,1.643564356435647,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.294,1.7277227722772337,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.295,1.8069306930693105,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.296,1.8886138613861438,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.297,1.9653465346534715,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.298,2.0420792079207994,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.299,2.1212871287128743,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.3,2.195544554455444,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.301,2.272277227722772,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.302,2.346534653465342,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.303,2.418316831683167,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.304,2.4876237623762343,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.305,2.5569306930693037,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.306,2.6237623762376217,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.307,2.688118811881184,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.308,2.747524752475239,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.309,2.804455445544547,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.31,2.861386138613855,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.311,2.9158415841584073,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.312,2.9678217821782082,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.313,3.022277227722774,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.314,3.0693069306930676,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.315,3.1163366336633658,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.316,3.160891089108917,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.317,3.202970297029717,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.318,3.2450495049505075,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.319,3.284653465346543,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.32,3.3193069306930707,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.321,3.3514851485148567,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.322,3.3811881188118864,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.323,3.413366336633668,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.324,3.4430693069306977,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.325,3.4678217821782193,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.326,3.4925742574257472,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.327,3.512376237623771,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.328,3.532178217821791,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.329,3.5495049504950598,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.33,3.5643564356435715,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.331,3.5742574257425734,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.332,3.5866336633663343,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.333,3.596534653465344,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.334,3.603960396039594,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.335,3.611386138613852,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.336,3.61633663366336,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.337,3.618811881188111,straight,False,30.000000000000004,BLDC 650W,accel:climb
0.338,3.618811881188111,straight,False,30.000000000000004,BLDC 650W,accel:climb
