segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12083975327377915,33.56263387212584,29.101303075001965
1,0.12083975327377915,0.2416795065475583,44.824563495446746,21.37463491551572
2,0.2416795065475583,0.3625192598213374,15.754183491350629,15.754183491350629
3,0.3625192598213374,0.4833590130951166,33.651859923530495,19.966535758149973
4,0.4833590130951166,0.6041987663688957,33.346066420936026,28.18043274199496
5,0.6041987663688957,0.7250385196426749,40.2900524036335,38.271848024721976
6,0.7250385196426749,0.845878272916454,21.33688856812584,21.108676753722616
7,0.845878272916454,0.9667180261902332,32.467357641199285,23.36907845304214
8,0.9667180261902332,1.0875577794640123,41.25751312921577,30.532610798191087
9,1.0875577794640123,1.2083975327377914,30.5293316014442,30.5293316014442
10,1.2083975327377914,1.3292372860115707,29.870238799306765,29.870238799306765
11,1.3292372860115707,1.4500770392853497,24.29388451359127,24.29388451359127
12,1.4500770392853497,1.570916792559129,20.410881892651144,20.410881892651144
13,1.570916792559129,1.691756545832908,42.75326573768178,41.938517773078374
14,1.691756545832908,1.8125962991066873,21.53606987460906,21.53606987460906
15,1.8125962991066873,1.9334360523804663,28.421848102477522,28.421848102477522
16,1.9334360523804663,2.0542758056542456,31.66278692540565,31.66278692540565
17,2.0542758056542456,2.1751155589280247,29.443431316224572,23.389886660732166
18,2.1751155589280247,2.2959553122018037,36.74385166421832,27.950550002557403
19,2.2959553122018037,2.4167950654755828,42.21579554447027,26.96553934537366
20,2.4167950654755828,2.5376348187493623,25.944000818007307,25.944000818007307
21,2.5376348187493623,2.6584745720231413,29.966491748060424,25.334458961240493
22,2.6584745720231413,2.7793143252969204,22.343220848918794,22.343220848918794
23,2.7793143252969204,2.9001540785706994,18.80694534713089,18.80694534713089
24,2.9001540785706994,3.0209938318444784,22.5682480951762,22.5682480951762
25,3.0209938318444784,3.141833585118258,22.327905854818525,22.327905854818525
26,3.141833585118258,3.262673338392037,34.30908998134718,20.56778538320494
27,3.262673338392037,3.383513091665816,43.12102797628034,24.453611651973606
28,3.383513091665816,3.504352844939595,19.569589791629955,19.569589791629955
29,3.504352844939595,3.6251925982133746,19.752282903159795,19.752282903159795
