segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12083975327377915,26.054268252199282,26.054268252199282
1,0.12083975327377915,0.2416795065475583,26.442517258273202,25.713232390825613
2,0.2416795065475583,0.3625192598213374,29.400364395826877,23.16754135675129
3,0.3625192598213374,0.4833590130951166,23.049241327676178,19.301759296879442
4,0.4833590130951166,0.6041987663688957,19.981595259426022,19.981595259426022
5,0.6041987663688957,0.7250385196426749,26.197055436684792,26.197055436684792
6,0.7250385196426749,0.845878272916454,23.868536980565963,23.868536980565963
7,0.845878272916454,0.9667180261902332,22.079049611183052,22.079049611183052
8,0.9667180261902332,1.0875577794640123,26.201899051177588,26.201899051177588
9,1.0875577794640123,1.2083975327377914,26.62782048200449,25.845909993430208
10,1.2083975327377914,1.3292372860115707,28.813494896954367,28.813494896954367
11,1.3292372860115707,1.4500770392853497,21.253799325815528,21.253799325815528
12,1.4500770392853497,1.570916792559129,29.494876810381204,28.472723903572493
13,1.570916792559129,1.691756545832908,16.445885071270975,16.24748822091422
14,1.691756545832908,1.8125962991066873,19.295929816993176,17.922279537327096
15,1.8125962991066873,1.9334360523804663,26.14918102343986,26.14918102343986
16,1.9334360523804663,2.0542758056542456,28.995597901449052,20.534142354661515
17,2.0542758056542456,2.1751155589280247,27.258238126272314,26.962419882514144
18,2.1751155589280247,2.2959553122018037,19.838360883333586,19.838360883333586
19,2.2959553122018037,2.4167950654755828,26.565792764098315,26.311013326833024
20,2.4167950654755828,2.5376348187493623,25.141859406160837,17.314149139598115
21,2.5376348187493623,2.6584745720231413,25.1175988822585,23.420058212986103
22,2.6584745720231413,2.7793143252969204,28.715340159982745,28.715340159982745
23,2.7793143252969204,2.9001540785706994,28.68317646242575,27.61877335644219
24,2.9001540785706994,3.0209938318444784,29.248890921061943,15.196828884564075
25,3.0209938318444784,3.141833585118258,26.95091713264597,26.95091713264597
26,3.141833585118258,3.262673338392037,26.349113205144132,26.349113205144132
27,3.262673338392037,3.383513091665816,28.016027094381258,27.08348685115626
28,3.383513091665816,3.504352844939595,15.228801029451429,15.228801029451429
29,3.504352844939595,3.6251925982133746,21.72358085424687,15.57454006283346
