s_m,x_m,y_m,lat,lon,alpha_m,radius_m,v_safe_kmh,station_shell_m
155.27307971717948,-398.67973650519536,84.74289998543664,25.48962812090112,51.4494124470094,-1.201272165447174,14702.471636080934,1260.4964951151167,155.0
160.29121381448638,-401.1837726901722,89.09163228380598,25.489667376304205,51.449387548299065,-1.2278541634315514,13208.069000073701,1194.7199941024694,160.0
165.29559333140327,-403.6792997701453,93.42939195239738,25.489706532658886,51.449362734198424,-1.2746642285408853,12253.833994508097,1150.7539216231883,165.0
170.28961977815888,-406.16789787465046,97.75919329023586,25.489745617174822,51.44933798899557,-1.3218983914103213,11296.943579667917,1104.9101094415914,170.0
175.28880172709887,-408.6571477643141,102.09456584001943,25.48978475198131,51.449313237311735,-1.309987828916833,9010.63026106866,986.7884373044185,175.0
180.2605844831068,-411.13036878831934,106.40754642649979,25.489823684658656,51.449288645009815,-1.3498088798053227,7353.731071117959,891.4568758573023,180.0
185.232783921784,-413.6008801977034,110.72255982556183,25.48986263568592,51.44926407965077,-1.122552325452252,5675.339373283672,783.1453715875947,185.0
190.2423821731063,-416.08614963404983,115.07221618766836,25.4899018994304,51.44923936754629,-0.9074794248828968,11584.632524865201,1118.8905306951647,190.0
195.24875329679838,-418.56793872971457,119.42014382193018,25.489941147569898,51.44921469004834,-0.7138276960335408,11370.420378015198,1108.4975255606814,195.0
200.262590133342,-421.0515098659218,123.7756500192487,25.48998046412003,51.4491899948308,-0.5114197959912575,16245.359790475555,1324.9855269635705,200.0
205.27017046141495,-423.5306400305619,128.12648607325883,25.490019738513432,51.44916534377175,-0.48023494878345463,20545.524741292087,1490.0645624925862,205.0
210.26916147291095,-426.0044600553236,132.47046185796412,25.490058950980128,51.449140745513716,-0.4199393078532565,22336.278336810137,1553.6452933578266,210.0
215.26920636046123,-428.4778290283935,136.81590715166794,25.490098176711882,51.449116151740675,-0.3604300287054464,25303.55728150606,1653.6258683868682,215.0
220.2696301450099,-430.95052661366714,141.16217045212065,25.490137409827668,51.44909156464353,-0.2917190048569561,27823.478387887066,1734.01232002678,220.0
225.26651970246309,-433.4206962115478,145.50580572768084,25.490176619220637,51.44906700268326,-0.23392922694370827,24135.436585357962,1615.0056532571073,225.0
230.27000193095807,-435.8932237201457,149.85568413173903,25.490215884969462,51.44904241727726,-0.017131726855949134,28334.397252293846,1749.8606157313643,230.0
235.2702408449697,-438.36338108493743,154.2031790184941,25.49025512920261,51.449017855438626,0.018495284015328406,26246.050476896504,1684.1409938139846,235.0
240.27189528654125,-440.8334090764373,158.55237536656801,25.49029438879461,51.44899329488641,-0.06719168242739143,22716.560489877145,1566.8151243197565,240.0
245.271119419512,-443.30127992588547,162.90000177670504,25.490333634214995,51.448968755783575,-0.004493909127350056,18695.83131417627,1421.4083349959064,245.0
250.27186117794795,-445.76873678888484,167.24960805357682,25.490372897507367,51.448944220797195,0.10624031835101053,16309.582668730156,1327.6019802178494,250.0
255.26617804787804,-448.2316922995983,171.59438090719235,25.490412117169097,51.44891973056969,0.16467306400586834,11421.60008550077,1110.9894687060757,255.0
260.2763780314726,-450.70057144783203,175.9540528704285,25.49045147132302,51.44889518144092,-0.10010500980607863,7517.12703865326,901.3063114175227,260.0
265.2823656495086,-453.16447224091644,180.3117018826561,25.490490807216048,51.44887068181407,-0.21926667149093843,5770.316574889178,789.6711787104084,265.0
270.30749433567894,-455.6339910062928,184.688161111305,25.490530312906287,51.4488461263253,-0.5046726104704424,3697.1850287784036,632.0945709445657,270.0
275.3308838962357,-458.0967075333239,189.066456439923,25.49056983517075,51.44882163847412,-0.8580176658077393,2209.1985251952597,488.61167470122444,275.0
280.3036539335839,-460.524795989409,193.4061371071812,25.490609008866016,51.44879749494476,-1.1420329883105556,1665.032621955973,424.1874747745521,280.0
285.2132215244281,-462.9092988110373,197.69775687397254,25.490647748722207,51.44877378480614,-1.1150544416320183,1559.2726876549727,410.4946518115704,285.0
290.20729899311925,-465.3209709822727,202.0709304472231,25.49068722475329,51.44874980451098,-0.6361360930127317,2249.9725195978463,493.1000813997901,290.0
295.2529163868818,-467.74766850556387,206.4946612273104,25.490727157157266,51.448725674812266,-0.1647741502370917,8151.092757412649,938.5434539602321,295.0
300.2951790651859,-470.17001650072365,210.9169505786943,25.490767076549666,51.44870158836279,0.29301629734780243,270586.7775395023,5407.540149170442,300.0
305.32724169362507,-472.58738214298546,215.33033903294873,25.490806915594902,51.44867755145499,0.6997230677973433,3691.0183883239156,631.5672066615437,305.0
310.30380125502876,-474.98400003037233,219.69180298098908,25.490846285924828,51.448653720851055,1.0898618533119941,3636.393288474025,626.8763578647635,310.0
315.25050438066035,-477.3721526413098,224.0238462540885,25.4908853906784,51.448629974421,0.9878017127964536,3893.5209187405535,648.6609047759073,315.0
320.2513729891294,-479.7920476829802,228.40023687039212,25.490924895749284,51.4486059123623,0.88987051972298,6330.3616469622875,827.1051558827376,320.0
325.25218804136034,-482.21537326581046,232.77466761121087,25.49096438312865,51.448581816192245,0.7932410118182079,8369.216623248167,951.0182953318483,325.0
330.2529714049407,-484.6412968663454,237.1476218682126,25.491003857179994,51.44855769418898,0.6968220594176089,11047.80560666656,1092.6585773165427,330.0
335.2531408709251,-487.06890146224566,241.51894096140708,25.491043316470947,51.44853355547085,0.599773187398161,14244.790392204664,1240.72204523123,335.0
340.25368897243885,-489.49822432119345,245.88973857311896,25.491082771054558,51.448509399667294,0.4914414150091647,19833.93977541658,1464.0333248776658,340.0
345.2486864744419,-491.9259506937839,250.25507300530694,25.4911221763228,51.44848525973829,0.3813858205898499,19977.39897310742,1469.318473214994,345.0
350.2549696711467,-494.360257370868,254.6296612656478,25.49116166512407,51.448461054378484,0.10723232388098966,25065.484468434486,1645.8282739796794,350.0
355.2727197153504,-496.8010164898159,259.0137815228236,25.491201239969353,51.44843678485927,-0.22167898133993152,295625.39569643146,5652.197609046452,355.0
360.2852284487095,-499.23915180712237,263.39336369199276,25.491240773849945,51.44841254142965,-0.5157851261945967,67496.66561959228,2700.770161203255,360.0
365.29436270943626,-501.67532082704525,267.77017834974953,25.491280282748594,51.44838831755176,-0.7856010172678696,14128.371628455407,1235.6416032318698,365.0
370.28259929007874,-504.09978412860033,272.12959137031464,25.49131963456508,51.44836421006888,-1.0419376753212681,14065.754263168596,1232.9003622871032,370.0
375.25573072689724,-506.5153666388785,276.476659051397,25.4913588749419,51.44834019089153,-1.10400129376095,19639.97986030506,1456.857205756416,375.0
380.2471582776255,-508.9387291581296,280.8403344626138,25.49139826523439,51.4483160943542,-1.1218077344076034,20440.166670053226,1486.2391038880571,380.0
385.24312758741917,-511.3632295999493,285.2085728892586,25.491437696716595,51.448291986502014,-1.1249894078673763,19762.19274849246,1461.3829386111036,385.0
390.23922569410104,-513.7866881157029,289.57753673827494,25.491477134747083,51.44826788901015,-1.1236765433112983,17756.117518839157,1385.22548405077,390.0
395.2434341543213,-516.2128483214221,293.9542762746792,25.49151664296762,51.448243764654215,-1.1081265188144296,15128.379688971392,1278.6234796502386,395.0
400.2588370129013,-518.6429830945808,298.34161155000726,25.491556246834428,51.44821960077745,-1.1588765516047523,11747.135040942727,1126.7107759243968,400.0
405.26699587072267,-521.067738577122,302.72364486743663,25.491595802841193,51.44819549038928,-1.2963556095847553,9811.856886208736,1029.726927708334,405.0
410.2611363627353,-523.4834793077446,307.09464429278216,25.491635259246546,51.44817146963868,-1.420740283210899,8892.164100648182,980.2801345422557,410.0
415.2481410120831,-525.8933183020215,311.4607514140378,25.49167467148975,51.44814750757158,-1.522614631021782,7920.655023841275,925.1816630452929,415.0
420.240515047519,-528.3029980019053,315.8330782835276,25.491714139877757,51.44812354708842,-1.572671072806527,5515.898043760216,772.066275172743,420.0
425.2028545565787,-530.6942581974861,320.18126044164904,25.491753390314805,51.44809976975832,-1.6422703720146554,4857.356722078027,724.5134744023311,425.0
430.19720952831557,-533.0964595509283,324.55996004783725,25.491792916228622,51.448075883635575,-1.4823336676731695,4418.126062968456,690.9800666602255,430.0
435.2236227139494,-535.5090812696452,328.9695049172188,25.49183272057835,51.44805189389865,-1.4929746103883095,4491.549858463164,696.6980256126355,435.0
440.22633507245655,-537.9054255669595,333.36093577181384,25.491872361415382,51.44802806601514,-1.5246686144964923,4367.1921351668125,686.9855731988748,440.0
445.2183950533275,-540.2916512921585,337.7457492959004,25.491911942518687,51.44800433874495,-1.5674339734800893,4096.513908359921,665.3553972683885,445.0
450.2339928875238,-542.6837451867402,342.1541626651183,25.49195173665452,51.44798055312502,-1.5620188560834152,3465.9280133588236,612.0067842618474,450.0
455.23976176795526,-545.0647881131592,346.55738383454025,25.49199148392109,51.44795687738963,-1.709362200992751,2766.24674064739,546.7539445414837,455.0
460.2150302482008,-547.4234240350396,350.93803824210767,25.49203102748063,51.447933424456735,-1.7610239793695783,2685.0393407979695,538.6687656068807,460.0
465.23855459811693,-549.7966969428428,355.3656078462232,25.492070994537137,51.44790982598199,-1.7780211901207368,2193.5216931314803,486.8749542446931,465.0
470.2337653068605,-552.1465331416107,359.7736005712293,25.492110784875873,51.44788646054853,-1.9647432932392783,1802.5214722785915,441.3536176852657,470.0
475.18464473823695,-554.4634528150298,364.1488823188371,25.492150279937157,51.447863422418266,-1.9728362479835946,1708.7040799145573,429.7143882347475,475.0
480.1878098703086,-556.7919526305152,368.5771720505577,25.492190253494154,51.44784026914166,-1.9023098081355778,1626.106533128981,419.1997014209198,480.0
485.2159797437931,-559.1183515050889,373.03479031068264,25.492230491795713,51.44781713675561,-1.9018873097310547,1423.3343505996513,392.1930855240547,485.0
490.2091187083641,-561.4129451211116,377.4694579258286,25.492270522924983,51.44779432062295,-1.9819474381164672,1227.8270802765412,364.26300933688253,490.0
495.22279822129457,-563.6988133781051,381.9317206444556,25.492310803151423,51.44777159125029,-1.9734057685184854,1023.9926785591624,332.6556415185918,495.0
500.2793204843787,-565.9820579662196,386.44339567130663,25.49235152941591,51.4477488879659,-2.159110076120887,753.7728324945781,285.40837152802345,500.0
505.29904545607104,-568.218700452661,390.93728810207057,25.492392095159374,51.44772664806628,-2.4615001236062968,629.0146231463674,260.721495314394,505.0
510.3073590345621,-570.4144473339805,395.4386101893771,25.492432727969316,51.44770481480928,-2.7228504080949913,524.4950879770145,238.07685669255739,510.0
515.3591705572716,-572.5856193144991,400.0000586317023,25.492473903531522,51.4476832259111,-3.0384052128617314,393.2077674565883,206.13774054602527,515.0
520.4368748028013,-574.7086842814069,404.61261492418913,25.4925155404372,51.44766211536167,-3.426363394557951,267.9714822331636,170.17303973200924,520.0
525.4553988576192,-576.7207568283102,409.21013031348195,25.49255704157073,51.44764210845769,-3.8812724970001047,195.61998485547335,145.3962072358734,525.0
530.3972941946055,-578.5862148549232,413.78641656683976,25.4925983510718,51.44762355940504,-4.19041988882725,149.42670919280454,127.07513606237234,530.0
535.3418619907915,-580.3002096727845,418.4244088539641,25.492640217584672,51.4476065164163,-4.44973616043598,104.1471353239434,106.08894526371341,535.0
540.175572843067,-581.7611422007786,423.0320586618439,25.492681810200192,51.44759198973492,-4.658023257850611,71.72753440673827,88.04190247621645,540.0
544.8934688196184,-582.8846377132719,427.61423066635956,25.49272317283112,51.44758081833512,-4.714933601857866,54.00281672865085,76.39319495414786,545.0
549.6938343053004,-583.6128581873452,432.35903874859713,25.492766003555353,51.44757357732528,-4.679999996246644,42.13242617473106,67.47683464810434,550.0
554.5333838125101,-583.7958770041092,437.1951263765713,25.492809658247385,51.44757175749036,-4.877336118246322,49.08302501001958,72.83030482180331,555.0
559.2141235578414,-583.5189707283118,441.86766824133264,25.4928518366345,51.44757451088873,-5.09362705168444,57.17104911368519,78.60217222015339,560.0
564.0021534375762,-582.8412214002011,446.6074874338208,25.49289462232472,51.44758125004222,-5.0868045499438,69.5318410958259,86.68387791526733,565.0
568.8869451750996,-581.8153022455951,451.38333083652884,25.492937733200485,51.447591451198264,-5.184117643401803,71.07432085579917,87.64009236046488,570.0
573.646780753823,-580.5023628525981,455.9585056842038,25.492979032669048,51.44760450632016,-5.264609500608342,72.1979164869075,88.33011577640988,575.0
578.3765300656938,-578.9019246061467,460.4092501132222,25.493019208921485,51.44762042016699,-5.260908941328088,72.74736568532997,88.66558891487682,580.0
583.1691446006149,-576.9886807774681,464.8034112541408,25.493058874404433,51.44763944437447,-5.239999997045086,65.03124426898862,83.831550583101,585.0
587.8142904162402,-574.8303493370473,468.9166806401296,25.49309600431648,51.44766090559362,-5.369691401150392,61.49094481273673,81.5177249034848,590.0
592.3283404362279,-572.4412596468418,472.74668038361585,25.493130577192765,51.447684661341455,-5.377769589144252,55.43796145771676,77.40162765299331,595.0
596.781269540174,-569.7869223849602,476.32202250779886,25.493162851310057,51.44771105456014,-5.397142857132881,48.381856379784494,72.30823008565426,600.0
601.1744965893065,-566.8569770333011,479.5955319612021,25.493192400825706,51.44774018826877,-5.377155420783446,50.124381253316464,73.59884172951976,605.0
605.5045493051985,-563.6996103037596,482.55870456123546,25.493219148973637,51.447771583326116,-5.395797099672371,48.10882499284145,72.10391436079179,610.0
609.7201434351031,-560.3818606774639,485.15942970728617,25.49324262535869,51.447804573139685,-5.443976988393574,56.43108650619853,78.09184316061375,615.0
613.755144430818,-557.0328712311236,487.4100968803088,25.49326294181899,51.44783787358424,-5.508051423714784,64.81085487984271,83.68937842919954,620.0
617.7028203847461,-553.6270315293947,489.4061934118797,25.49328096030543,51.447871739315374,-5.481849663800544,68.46126559809291,86.01395730309403,625.0
621.435818711601,-550.3056306784649,491.11018076387023,25.493296341962836,51.44790476543464,-5.542606075025475,62.43718758852612,82.14254107124852,630.0
625.0262450590186,-547.0205009488362,492.55900235942323,25.49330942027436,51.447937430894534,-5.452435223715607,56.878583367738045,78.40086475070294,635.0
628.715143294777,-543.556978713711,493.82864164700635,25.49332088113205,51.44797187018794,-5.3499999973335655,55.192939466825415,77.23039027250765,640.0
632.6015577756979,-539.8248588897437,494.912846026753,25.493330668094558,51.44800898026286,-5.173537342936572,58.930726216913094,79.8026593094121,645.0
636.5881871983729,-535.9307940635522,495.76693810794575,25.493338377865275,51.4480477006267,-5.113957724891586,54.099697994825156,76.46168909472803,650.0
640.6184131477331,-531.941020060041,496.336520941081,25.49334351941048,51.44808737266811,-4.961406650683148,48.43171363548288,72.34547712315666,655.0
644.8193659800241,-527.746841984013,496.5750056695234,25.493345672179036,51.448129077187254,-4.8899999964534455,42.888739015626854,68.07977411575473,660.0
649.098021564148,-523.4719769676133,496.3949426274634,25.493344046774936,51.448171584011405,-4.9680891087297425,51.69892464598733,74.74587361025976,665.0
653.3559008787138,-519.2471493905426,495.8654445619043,25.493339267069366,51.44821359329174,-5.138152481313441,60.074315141784886,80.57324997450867,670.0
657.6360286208037,-515.0487690670717,495.0329205994265,25.493331751991064,51.44825533959564,-5.219246792849138,70.2615603886498,87.13755353495876,675.0
661.9884971784126,-510.8394689196653,493.9257734484037,25.493321757927347,51.448297194480055,-5.306701736853206,74.04198739717687,89.45106198570936,680.0
666.28605787557,-506.7541898434027,492.59178588669124,25.49330971620671,51.44833781616954,-5.347664232609189,72.5347017433575,88.53589504777905,685.0
670.6193912694242,-502.72218621629696,491.00410674615364,25.493295384447393,51.44837790811829,-5.275545856240149,95.46885308410555,101.5727755231977,690.0
675.0215241826867,-498.7042247088303,489.20556302676704,25.49327914924278,51.448417860440195,-5.149050956946452,129.97712832797876,118.51680525534996,695.0
679.5799145981981,-494.61030005038793,487.20089246250353,25.49326105335974,51.44845856809643,-4.892875842569002,185.21833550284185,141.477851461111,700.0
684.204708748788,-490.5084301624061,485.0646845237958,25.493241770107065,51.4484993547555,-4.740012291386715,246.51159313532716,163.21690621651814,705.0
688.8825047439535,-486.4010569547344,482.82609999215816,25.493221562715092,51.44854019613645,-4.513506216642764,314.25283394949116,184.2833373810728,710.0
693.6232604725003,-482.272866043452,480.49526222908776,25.493200522566,51.44858124451679,-4.426355523951301,392.55280312933695,205.96598766220097,715.0
698.3712990720328,-478.16684855801805,478.11104517689625,25.49317900056947,51.44862207241721,-4.3281960357578315,447.0735668771086,219.80418846956903,720.0
703.1325093051665,-474.07509944304144,475.6765612348285,25.4931570248207,51.44866275844108,-4.303777216035583,479.8050755918929,227.70831322502494,725.0
707.9427293189952,-469.9659692095797,473.17590825892626,25.493134451773244,51.44870361729289,-4.19284532950882,496.42272568708796,231.61799334230815,730.0
712.85883873299,-465.7916208924694,470.57918957993826,25.493111011554014,51.448745124636204,-4.186488300327502,478.7589154913427,227.45993179029645,735.0
717.7651605779598,-461.65238689314685,467.9450415307047,25.49308723346505,51.44878628282273,-4.221635898796398,420.2863100559789,213.11748838930856,740.0
722.6876910666205,-457.5306647636007,465.2538126109353,25.49306294011499,51.44882726688119,-4.240669150558677,354.0658943946079,195.6088567701021,745.0
727.6413705145197,-453.42103522783833,462.4879700356378,25.49303797323781,51.44886813069778,-4.279999958273217,283.9821530896457,175.18301281417848,750.0
732.5986771509553,-449.35732018814406,459.6487607858975,25.49301234408984,51.448908537966766,-4.332926630201646,349.49362506422403,194.3417443578978,755.0
737.5109645632075,-445.37063488241444,456.77875941069726,25.492986436985632,51.44894817929592,-4.3694383458553485,430.87866796187024,215.78634751876382,760.0
742.4475085034792,-441.3974872873913,453.84898736113513,25.492959990339834,51.448987686013794,-4.263425944782641,534.3361086204403,240.2999768556809,765.0
747.4203702551309,-437.42264785833333,450.8606758790023,25.4929330152667,51.449027209554295,-4.196289927214419,626.3015721287414,260.158618813934,770.0
752.3280082469244,-433.523326597128,447.88070870461826,25.492906115516476,51.449065982185125,-4.029728337696349,621.5075327488513,259.1610111133015,775.0
757.2182071060839,-429.6613875433982,444.8807967680104,25.49287903572765,51.44910438310857,-3.7586177074405684,668.2824284634919,268.7363958705018,780.0
761.9816225317218,-425.9207769436557,441.9315665534801,25.4928524134357,51.44914157761094,-3.358814232339275,408.19248938098593,210.02885854623747,785.0
766.8629641287677,-422.12353298987625,438.86424946153545,25.492824725189887,51.44917933524314,-2.4663875944568225,392.00912045399383,205.82330757165704,790.0
771.9699589700939,-418.1919565767023,435.6047858221145,25.49279530246385,51.44921842860084,-1.4654559939572858,1274.1498664819867,371.07075154896563,795.0
777.1239498161224,-414.2374781637111,432.2993778106683,25.492765465004346,51.44925774968299,-0.47507929497115553,2982.713581418348,567.7435946750904,800.0
782.3070454840085,-410.26643466219707,428.96841785720994,25.492735396891003,51.44929723547895,0.535850132333834,2262.648571129866,494.48716123914517,805.0
787.4293087848777,-406.3345117403128,425.68549789781537,25.49270576242802,51.44933633228214,1.481433666889265,1022.0255211599971,332.3359612112065,810.0
792.3955638032867,-402.50667997210786,422.52141938074385,25.492677200730252,51.449374394062154,1.9654189294535818,2270.1684695374734,495.30819212967526,815.0
797.3853435398668,-398.6537543025273,419.3507939528082,25.492648579934425,51.44941270536163,2.1773472591497303,2923.450821844058,562.0751222267259,820.0
802.4081029395528,-394.7699031997921,416.16585869460954,25.492619829965747,51.44945132416602,2.3326802501563804,2891.913943030709,559.0351942453551,825.0
807.4186259033393,-390.89000826924797,412.99540830096373,25.492591210749932,51.44948990363248,2.404557744441194,3004.9430145555466,569.8552944004764,830.0
812.4277471696356,-387.00591985836417,409.83231597273493,25.492562657954352,51.44952852479652,2.3883657781434575,3040.8306983050775,573.248052277988,835.0
817.4924750774297,-383.07342166602297,406.64061944154304,25.4925338469526,51.44956762731987,2.298655839781935,3346.469228196458,601.367405356108,840.0
822.5497385069222,-379.14190393243064,403.4595690323652,25.492505132051914,51.449606720094096,2.3702004685190845,3210.4538245884823,589.0195115984279,845.0
827.5314567600116,-375.2642205461439,400.33209588158036,25.492476900785707,51.44964527757022,2.3026285810401115,2886.7813068088276,558.538879588214,850.0
832.5152494260784,-371.3795278017452,397.2100209913899,25.49244871824885,51.44968390474341,2.103079017041626,3095.327168291317,578.3619950192535,855.0
837.5083302704363,-367.4825593811779,394.0884038708265,25.492420539844215,51.44972265397894,1.7758146024389347,3115.4974756976103,580.2433464386427,860.0
842.5173716835642,-363.56811229240685,390.96308790797707,25.49239232805064,51.44976157701239,1.3252687186089671,2615.1824069710024,531.6152862426353,865.0
847.5642545698156,-359.61804614060856,387.82174993444505,25.492363971628603,51.44980085422153,0.7553673315601772,3990.551217589526,656.6937937952503,870.0
852.6126474796497,-355.662826634574,384.6844725110815,25.49233565186059,51.44984018267269,0.28158013145231114,5799.702995033853,791.6793994895936,875.0
857.6399903248654,-351.7213867125907,381.56369898121136,25.492307481070927,51.4498793741075,-0.09040048865997688,7756.248386253036,915.5294556196822,880.0
862.6274200721662,-347.80924074250925,378.47022692007425,25.49227955672784,51.44991827425994,-0.3568136845677177,3132.881814327319,581.8599605692402,885.0
867.7286603562171,-343.80273229582264,375.3126103343797,25.492251053361027,51.44995811269913,0.17953585597705066,1767.9109927390364,437.09583221061456,890.0
872.9371000735104,-339.7026465387268,372.1005796568895,25.49222205880576,51.449998881617816,0.9997619639900982,681.8662973240782,271.45389641386487,895.0
878.0896884172115,-335.62250236218205,368.953900432969,25.492193654168993,51.45003945224878,1.7818030469583805,479.75406108080074,227.69620754122465,900.0
883.1696454316325,-331.5670171536922,365.89465167026856,25.49216603875487,51.45007977768501,2.505550437700835,207.54857784080113,149.76362662401957,905.0
887.9107278860508,-327.71557769543176,363.12982311519534,25.492141081031114,51.45011807420645,3.1793776070099438,182.2062252374068,140.32274532121238,910.0
892.4715733840503,-323.9438755307539,360.56553482454103,25.4921179335565,51.45015557786564,3.0271646266496517,213.86130324731826,152.02414579130453,915.0
897.3602480214087,-319.8413334267887,357.9069096168175,25.492093934515623,51.45019637120885,2.7382510658167867,364.6510179126489,198.51127667396005,920.0
902.3376292380248,-315.6281137131702,355.2567957663765,25.49207001230559,51.45023826506719,2.5006218661393005,504.7244160968206,233.54664049255447,925.0
907.3500262737786,-311.3590513920813,352.6301570506997,25.492046302002336,51.450280714192644,2.3114655823190473,636.7807355607198,262.3260533736801,930.0
912.4077287088835,-307.0305805951813,350.013920348402,25.49202268559662,51.45032375404216,2.2227254602257998,811.1300446867498,296.06816460734376,935.0
917.4430591780025,-302.7051344562618,347.43611728522103,25.491999416126028,51.45036676381619,2.3278860451916428,972.2895739453228,324.1486981247437,940.0
922.4550519320661,-298.3865360218464,344.89254127317605,25.49197645561828,51.45040970550055,2.4019690178102384,1185.2305721781713,357.88862071090716,945.0
927.489712185132,-294.03761594042317,342.35587062265876,25.49195355744427,51.450452948686106,2.4820085464814783,1323.1972061700433,378.14534183471017,950.0
932.5311283266157,-289.67322046499834,339.83239507379704,25.49193077838061,51.450496345750174,2.5665790514738474,1408.083900388083,390.0863321623599,955.0
937.5967345938222,-285.27881162854055,337.31256614459875,25.491908032234484,51.450540041250015,2.6357666428282998,1338.8189481265076,380.3709948384989,960.0
942.6644699603537,-280.8730471666481,334.8083334773891,25.49188542687365,51.45058384966373,2.7608622763578343,1186.195898444094,358.0343345397505,965.0
947.7346417553348,-276.45449835862127,332.32175581688733,25.49186298088211,51.4506277851977,2.855061580060565,1066.4068292815823,339.47510094806603,970.0
952.8652199151825,-271.971323427513,329.82696628841234,25.49184046076318,51.450672363337056,2.9829998414740815,829.8153737906329,299.45888667197266,975.0
958.0064819245454,-267.46342592584386,327.35483458412097,25.491818145173283,51.450717187303574,3.2714437777745116,598.6281430247199,254.34607051638656,980.0
