s_m,grade_pct,heading_deg,v_safe_kmh,r_min_m,stop_event,lap,distance_km,altitude_m,v_kmh,weather_scenario,motor_name,fc_name,active_motor
100.23739534905287,-0.22544584013896835,330.028832088483,1058.7390496082407,10372.535464728177,False,1,0.10023739534905288,9.9,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
110.27654227069868,-0.17066852270049263,330.07134047127647,1150.6734176928906,12252.119557957742,False,1,0.11027654227069869,9.7,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
120.25946195396654,-0.14358401451465622,330.10583378929005,1401.7690432866189,18182.767894245226,False,1,0.12025946195396654,9.7,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
130.2567240643116,-0.12499268182175773,330.13280262223486,1508.2100920193286,21048.96521257702,False,1,0.1302567240643116,9.7,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
140.25216538181343,-0.10244943328029452,330.16431224796247,1312.9474824323142,15951.509060913271,False,1,0.14025216538181343,9.9,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
150.26689299831287,-0.10314689396994114,330.1974304393932,1260.6566720243145,14706.20849073038,False,1,0.15026689299831286,10.0,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
160.29121251938213,-0.15233474846291328,330.2405021514658,1150.9335737318695,12257.660353758563,False,1,0.16029121251938214,10.2,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
170.2896197701806,-0.2006284352282885,330.2932285238424,986.966151787264,9013.876070667302,False,1,0.1702896197701806,10.3,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
180.26059251483713,-0.22539924496296299,330.3727684721364,783.2792830370778,5677.280412395042,False,1,0.18026059251483711,10.3,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
190.2423996526506,-0.26126930294260875,330.43515754991466,1108.8651844453473,11377.964155510752,False,1,0.19024239965265058,10.2,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
200.26260216761236,-0.28334635819567644,330.4723034627082,1325.6010108728435,16260.455924984886,False,1,0.20026260216761235,10.0,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
210.26916953210912,-0.2912523643247097,330.4976663720254,1554.8712443942643,22371.542482958423,False,1,0.2102691695321091,9.6,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
220.26963934417944,-0.294543659637848,330.51944653858595,1617.747102991835,24217.445269474356,False,1,0.22026963934417945,9.2,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
230.27001929483643,-0.2727749790457201,330.5408083313274,1688.381541292788,26378.38826018804,False,1,0.23027001929483643,8.8,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
240.2718969870209,-0.24461893738624707,330.5663606119939,1424.584751368917,18779.48370003967,False,1,0.24027189698702092,8.4,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
250.27187741384444,-0.21365704468668495,330.6038709218486,1112.9382178943313,11461.703714528565,False,1,0.25027187741384443,8.1,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
260.2763487364079,-0.19915377817579913,330.6791027228094,790.3717229473947,5780.559205466991,False,1,0.26027634873640787,7.6,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
270.30743448519195,-0.22151475418556682,330.8459271109863,488.9600484252361,2212.349907464865,False,1,0.27030743448519196,7.2,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
280.303633223554,-0.24724600020827278,331.17034017906883,410.76026282236467,1561.2911986595916,False,1,0.280303633223554,7.3,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
290.2074628710144,-0.27804465902805997,331.4057216125701,493.5667019680391,2254.2328320479,False,1,0.2902074628710144,7.5,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
300.29536377989024,-0.30197617423397266,331.3853069997107,630.2145073143566,3675.224372273239,False,1,0.30029536377989025,7.7,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
310.3038864040173,-0.2945546415062313,331.2316287604135,625.7408780319427,3623.231804060986,False,1,0.3103038864040173,8.0,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
320.25132877764224,-0.22071543738657368,331.1326335156911,825.59246025006,6307.227578362034,False,1,0.32025132877764223,8.7,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
330.25291219132663,-0.10068353645036407,331.0794689554196,1090.2480402647889,10999.11378372458,False,1,0.33025291219132663,9.4,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
340.2536045508299,0.0824837281226535,331.0477208924308,1459.357205346084,19707.44298530774,False,1,0.34025360455082987,9.9,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
350.25468540214075,0.3361986816020617,331.0293685067347,1634.1131152028136,24709.917566644275,False,1,0.3502546854021408,10.3,30.6,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
360.28492192536874,0.498895454672689,331.0439517634161,1241.6860106683275,14266.933659366618,False,1,0.36028492192536876,10.7,29.7,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
370.28240563727337,0.5662977192391659,331.081231535063,1237.99915807776,14182.335798112974,False,1,0.3702824056372734,10.9,28.8,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
380.2471534077282,0.5944571091130831,331.109458451847,1466.9931560786297,19914.217259202433,False,1,0.3802471534077282,11.0,27.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
390.2392529980544,0.5818967640197958,331.1420079868135,1282.9100672378315,15229.985562841572,False,1,0.3902392529980544,11.1,27.0,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
400.258690805789,0.48812321186631186,331.1900505274047,1033.6738675176869,9887.2186687677,False,1,0.400258690805789,11.2,26.1,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
410.2609435288942,0.39753219223437963,331.2542106444463,928.321078002294,7974.500475106742,False,1,0.4102609435288942,11.3,25.2,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
420.2404285784779,0.3325803848553604,331.3523331642068,726.8344836117451,4888.528062297229,False,1,0.42024042857847793,11.0,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
430.1974552347341,0.2451633142622809,331.4774689739771,693.0977720995055,4445.24877621521,False,1,0.43019745523473407,10.6,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
440.2263313430126,0.1597515571218152,331.60875421841797,667.195958993864,4119.209494721993,False,1,0.4402263313430126,10.3,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
450.23391459942854,0.13255260042197048,331.77673657812977,548.4961610602583,2783.9039674831306,False,1,0.4502339145994285,10.3,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
460.2151026244793,0.15077948231531035,331.9987729477584,488.05318135651095,2204.151091436378,False,1,0.4602151026244793,10.3,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
470.2336748340314,0.17621336710936347,332.30352927678587,430.141073052628,1712.0990793751043,False,1,0.4702336748340314,10.2,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
480.18833076981014,0.22489977370060654,332.66317950508926,392.1366629846034,1422.9248463795077,False,1,0.48018833076981016,10.1,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
490.2094886279351,0.3099113425002774,333.13794890291354,332.00395478950537,1019.984516968664,False,1,0.4902094886279351,10.2,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
500.27891594836916,0.4172923714408412,333.8903516369512,260.0815132497911,625.9303818142128,False,1,0.5002789159483692,10.6,24.3,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
510.30706446127397,0.5332178700691665,335.04039867718325,205.44901280286712,390.58466030387694,False,1,0.5103070644612739,10.8,23.400000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
520.4366011772586,0.6355194735995011,337.223206595923,144.95160925842012,194.4254657168639,False,1,0.5204366011772585,11.0,22.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
530.3990836566106,0.6959628520482212,341.2036593409928,105.72217030172392,103.42825682620033,False,1,0.5303990836566106,10.8,21.6,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
540.1801568665423,0.7176064565130827,351.94525354273054,67.18412348359361,41.76768226161589,False,1,0.5401801568665423,10.5,20.7,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
554.5397651314978,0.6825504181497444,5.861726876745678,72.83793893769545,49.09331537309322,False,1,0.5545397651314978,10.1,19.8,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
564.0039486849582,0.6123126202669689,13.784038439840884,88.49358890785207,72.46539809939985,False,1,0.5640039486849582,9.8,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
573.6449942126872,0.5202617171430953,21.531668750199998,83.65618297799347,64.75945053370172,False,1,0.5736449942126871,9.6,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
583.1685962370144,0.4157316197046015,30.960287392564084,76.16407068624642,53.67936382683053,False,1,0.5831685962370144,9.8,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
592.3158813587407,0.30754251989478987,40.01192801853884,77.26317388823595,55.23980723880626,False,1,0.5923158813587407,10.5,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
601.1114530852037,0.16840684912486173,51.22088406436912,73.88834226194517,50.51948460675078,False,1,0.6011114530852038,11.3,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
613.6076705639713,0.052554230128219775,59.85780790880224,86.99033073957341,70.02434085478455,False,1,0.6136076705639713,12.6,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
621.2615293638845,-0.010669137911489976,68.92923763791829,73.12296379852746,49.47828489559398,False,1,0.6212615293638845,12.8,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
632.4235443523631,-0.029907697106516064,79.69838556125066,73.6772491579155,50.23123666546703,False,1,0.6324235443523631,12.9,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
640.4464909482255,0.017147095547960078,92.8909968124117,66.14571747679693,40.48652743188334,False,1,0.6404464909482255,13.0,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
653.1798745856362,0.08841653984952219,104.07029632057112,80.00662190320297,59.232345837822,False,1,0.6531798745856362,12.2,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
661.787404227556,0.13916880759456893,110.38339633308823,92.71737501432298,79.5480101369244,False,1,0.661787404227556,11.7,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
670.3692785104168,0.16576400952255224,115.7891908787613,108.0638097238401,108.06065953951436,False,1,0.6703692785104168,11.2,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
683.9185671609503,0.1489182477512162,118.66230417535724,169.4330945649787,265.64616543173804,False,1,0.6839185671609502,10.5,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
693.3373376343162,0.1188551401732347,120.12342552050671,202.00015240423423,377.5812845233534,False,1,0.6933373376343163,10.1,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
702.845161133183,0.07729158162290903,121.34634377311525,221.67677920241275,454.72357543466813,False,1,0.702845161133183,10.0,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
712.5718131277982,0.027043831570509384,122.62644626261846,206.33723170690905,393.9691945481825,False,1,0.7125718131277983,9.9,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
722.3996161797346,-0.036826810494709664,124.38179763552992,169.01361393653258,264.33242589490146,False,1,0.7223996161797346,9.8,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
732.3103662728288,-0.09390260591079119,126.13414381311529,188.1213828526209,327.4789508873237,False,1,0.7323103662728287,10.0,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
742.1604574183475,-0.11520246216101104,127.28290171052757,233.7104070883204,505.4325057481809,False,1,0.7421604574183475,10.2,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
752.0427147011844,-0.09090765399758577,128.19950252341437,254.9989583573707,601.7053571539725,False,1,0.7520427147011844,10.4,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
761.7006373844706,-0.052092015767740446,129.4572352025288,206.189324445097,393.4045846679268,False,1,0.7617006373844706,10.6,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
771.6922947156302,0.03822484553887253,130.1024094040327,370.6556218478606,1271.3005899992395,False,1,0.7716922947156302,11.1,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
782.0292972237083,0.1558693512881874,129.87166714526592,329.1773965092487,1002.6909091604608,False,1,0.7820292972237083,11.5,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
792.1127429776093,0.21779004100647736,129.54935927785067,491.03471044874465,2231.1637790633004,False,1,0.7921127429776093,11.5,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
802.1232207031177,0.23607384071641146,129.3477361236091,551.7195812027597,2816.7211910333053,False,1,0.8021232207031177,11.5,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
812.1412366326348,0.19598525105227949,129.15496042431548,564.0156511388991,2943.671726581708,False,1,0.8121412366326348,11.6,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
822.2635832393239,0.06078307155411219,128.96231880566842,542.4496759270996,2722.864147500914,False,1,0.8222635832393239,11.7,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
832.2258548183773,-0.06066316904427225,128.75983860024132,554.1820088848189,2841.9204072328253,False,1,0.8322258548183773,11.7,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
842.2240491823252,-0.1442770109760672,128.54234967497493,504.0530494237805,2351.0375107564064,False,1,0.8422240491823252,11.3,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
852.319206738305,-0.2034385194573537,128.39412688614144,669.9999972466181,4153.906025583289,False,1,0.852319206738305,11.0,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
862.3432051567663,-0.20096660779582046,128.12073167176925,383.742593963271,1362.6586555378246,False,1,0.8623432051567663,10.9,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
872.6705973299673,-0.16094794195253298,127.19536092256749,218.86402744975143,443.2572408026057,False,1,0.8726705973299673,11.0,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
882.9043324213962,-0.09146629891508942,124.5874028756626,134.21064999786802,166.67905318008607,False,1,0.8829043324213962,11.0,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
892.1569226987795,-0.029002854562470884,122.04985603058162,148.36860445673875,203.70002809776645,False,1,0.8921569226987794,11.1,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
902.0100431494064,0.07777371967317755,120.78213171358135,225.25392787099472,469.51752895900177,False,1,0.9020100431494065,11.3,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
912.0911907953332,0.22915359604231872,119.98873306808653,284.2536727277579,747.6859759839572,False,1,0.9120911907953332,11.4,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
922.1426585973828,0.35872191797353925,119.46095669770992,351.23759004379474,1141.5870739749948,False,1,0.9221426585973829,11.3,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
932.216325344755,0.4447127882892433,119.04276293883052,387.26645482109296,1387.7998143900563,False,1,0.932216325344755,11.1,18.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
942.3522127044351,0.5046418263816705,118.5901197068874,368.7533827837416,1258.2852086748126,False,1,0.9423522127044351,10.9,18.0,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
952.5671701938126,0.5546809802327783,117.92823665266403,262.9779611944599,639.9496023020807,True,1,0.9525671701938125,10.8,0.0,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
962.8004475131646,0.5885967352803578,116.9753846358254,215.15483418069624,428.36036723271286,False,1,0.9628004475131646,10.6,14.4,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
973.1124238997412,0.5950892123869522,115.06260302975028,169.19015273995583,264.8849175008678,False,1,0.9731124238997412,10.4,20.7,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
982.7965944351766,0.5770094608015519,113.19737193640265,175.90719264460486,286.33488370641805,False,1,0.9827965944351766,10.29999999999999,23.400000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
992.8047135676132,0.5401288506471446,110.80252106908739,150.6679451938519,210.0626288454635,False,1,0.9928047135676132,10.1,26.1,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
1002.7399952126432,0.4850934969235603,108.34797448089347,154.3801809386428,220.5414149398493,False,1,1.0027399952126432,10.0,27.900000000000002,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
1012.418748257027,0.4282950580133928,104.19226949305101,110.5862171009204,113.16420312639404,False,1,1.012418748257027,10.2,29.7,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
1022.7298885894596,0.36677161786876783,102.51936611301278,264.8896526962242,649.2875167907589,False,1,1.0227298885894596,10.5,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
1033.2242465854092,0.3354411965295587,103.000496082084,210.8232920887416,411.28630329875904,False,1,1.0332242465854091,10.7,33.300000000000004,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
1043.3026111930633,0.34355598796788256,104.5698840219612,171.13959505351093,271.024196434134,False,1,1.0433026111930632,10.8,34.2,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BLDC 650W
1053.2276983151985,0.3601530036671208,107.58197102458556,122.62991670299915,139.15535766514125,False,1,1.0532276983151985,10.9,35.1,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1063.0563403177969,0.3728242618456537,113.43281801261983,87.59730247411242,71.00493435496975,False,1,1.0630563403177968,11.1,34.2,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1072.8207756263473,0.38673286839087084,123.34138294474934,71.83890060458137,47.755832495657515,False,1,1.0728207756263473,11.2,33.300000000000004,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1082.8110130664863,0.4278751877061765,132.119044078096,85.74480706179222,68.03348533227893,False,1,1.0828110130664863,11.2,32.4,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1092.9497249475694,0.4934222926805875,136.5803782325224,120.69972059063043,134.80921967876452,False,1,1.0929497249475695,11.1,31.5,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1103.1165805157782,0.5449214593250493,138.8891301692302,166.71302070807317,257.1852791418434,False,1,1.103116580515778,11.4,30.6,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1113.2030726517955,0.5568330153848452,140.07603269647234,230.91152255948296,493.39901160112765,False,1,1.1132030726517956,11.7,29.7,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1123.2415853567773,0.5183777526582014,140.56202760855922,362.67099749646343,1217.1180944210869,False,1,1.1232415853567772,11.9,28.8,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1133.2762272748255,0.4543924787720093,140.48620858193794,409.5092013674473,1551.7951648182243,False,1,1.1332762272748256,12.0,28.8,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1143.2834245021506,0.40892151506318253,139.82665358460147,250.1306959268194,578.9499866086265,False,1,1.1432834245021506,12.0,28.8,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
1153.147787649964,0.3761178747926523,138.51894324573487,195.23003058624985,352.69581787724985,False,1,1.1531477876499638,12.2,28.8,typical_january,"BLDC 650W + BG 42x30 dCore (two-motor, rule mode)",SZFC-1000,BG 42x30 dCore
