#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2257.0,+355/-168,0.885,2.89,1.54,2.273,2.17,0.876,✔️,0.0,False,GPU
1,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2124.0,+230/-63,0.679,4.89,2.6,5.103,124.09,2.117,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",2064.0,+195/-54,0.637,6.11,3.88,6.212,310.56,1.824,✔️,0.0,False,CPU
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1978.0,+394/-149,0.659,8.33,2.38,7.517,42.22,19.82,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1872.0,+330/-187,0.534,12.0,4.22,8.393,1.19,0.309,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1856.0,+174/-74,0.445,12.67,9.65,10.254,2.62,0.882,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1808.0,+230/-143,0.421,14.78,7.48,10.856,0.64,0.201,✔️,0.0,False,GPU
7,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1748.0,+208/-151,0.414,17.78,11.14,9.285,2149.06,6.373,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1731.0,+195/-149,0.34,18.67,11.69,10.594,841.84,11.882,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1729.0,+132/-50,0.39,18.78,13.63,9.862,1655.56,2.483,✔️,0.0,False,GPU
