#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2134.0,+274/-129,0.832,4.0,1.84,1.934,6.88,0.657,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2050.0,+215/-92,0.787,5.6,2.41,3.229,4.36,1.21,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2010.0,+183/-110,0.754,6.53,4.15,2.788,5.19,0.514,✔️,0.0,False,GPU,system,
3,📊,System,[TabFM+](https://github.com/google-research/tabfm),1963.0,+249/-110,0.699,7.73,3.02,5.889,6.09,13.793,✔️,0.0,False,GPU,system,
4,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1934.0,+109/-43,0.631,8.53,4.82,5.465,182.61,2.229,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1934.0,+257/-117,0.683,8.53,3.88,6.21,27.18,13.118,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1868.0,+114/-65,0.548,10.67,6.84,6.569,432.15,4.214,✔️,0.0,False,CPU,system,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1822.0,+224/-142,0.581,12.33,5.8,6.603,1.02,0.214,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1759.0,+119/-55,0.444,14.93,12.99,8.819,2.64,0.702,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1715.0,+150/-100,0.434,17.0,11.97,8.376,739.1,11.65,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1712.0,+174/-118,0.443,17.13,10.87,9.27,0.56,0.118,✔️,0.0,False,GPU,model,
11,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1669.0,+121/-122,0.398,19.33,15.05,8.844,2522.59,6.234,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1668.0,+136/-96,0.4,19.4,14.43,9.493,739.1,1.134,✔️,0.0,False,GPU,model,
13,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1654.0,+102/-100,0.389,20.13,10.89,9.683,112.4,0.769,✔️,0.0,False,CPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1628.0,+86/-77,0.348,21.53,17.54,10.052,1714.29,1.743,✔️,0.0,False,GPU,model,
15,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1605.0,+112/-101,0.337,22.87,8.45,10.551,112.4,0.07,✔️,0.0,False,CPU,model,
16,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1588.0,+100/-78,0.268,23.83,15.89,10.757,477.59,0.189,✔️,0.0,False,CPU,model,
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1588.0,+66/-61,0.244,23.87,20.69,11.729,129.25,2.621,✔️,0.0,False,CPU,model,
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1577.0,+98/-73,0.254,24.47,17.37,10.972,477.59,0.016,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1564.0,+136/-90,0.269,25.27,19.78,11.277,1176.25,0.556,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1556.0,+126/-110,0.258,25.7,17.96,11.751,2522.59,0.318,✔️,0.0,False,GPU,model,
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1556.0,+91/-71,0.215,25.73,21.61,11.539,289.35,0.706,✔️,0.0,False,CPU,model,
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1544.0,+87/-97,0.237,26.47,20.76,11.456,2045.59,69.586,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1543.0,+110/-94,0.255,26.53,16.61,10.872,1.88,0.011,✔️,0.0,False,CPU,model,
24,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1538.0,+120/-109,0.28,26.8,15.16,10.773,0.53,0.047,✔️,0.0,False,CPU,model,
25,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1535.0,+82/-81,0.198,27.0,23.61,12.336,129.25,0.117,✔️,0.0,False,CPU,model,
26,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1533.0,+116/-111,0.259,27.13,18.81,11.703,1714.29,0.079,✔️,0.0,False,GPU,model,
27,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1528.0,+135/-110,0.27,27.4,19.6,10.722,1.91,0.668,✔️,0.0,False,GPU,model,
28,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1502.0,+93/-85,0.189,29.0,24.75,11.802,289.35,0.08,✔️,0.0,False,CPU,model,
29,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1497.0,+157/-92,0.23,29.33,21.13,12.05,1176.25,0.057,✔️,0.0,False,GPU,model,
30,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1489.0,+146/-148,0.248,29.8,21.54,12.406,0.76,0.178,➖,0.0,False,GPU,model,
31,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1481.0,+120/-120,0.227,30.33,13.58,12.127,4532.19,387.89,✔️,0.0,False,GPU,model,
32,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1429.0,+112/-124,0.2,33.6,26.89,13.12,559.64,0.88,✔️,0.0,False,GPU,model,
33,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1429.0,+154/-145,0.207,33.63,18.74,14.302,4532.19,39.452,✔️,0.0,False,GPU,model,
34,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1399.0,+97/-96,0.104,35.53,27.42,13.388,2045.59,6.231,✔️,0.0,False,GPU,model,
35,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1397.0,+102/-108,0.128,35.67,30.77,15.003,559.64,0.051,✔️,0.0,False,GPU,model,
36,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1392.0,+155/-132,0.15,36.0,22.04,13.868,0.51,0.126,➖,0.0,False,GPU,model,
37,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1386.0,+131/-132,0.136,36.4,16.7,13.477,0.48,0.047,✔️,0.0,False,CPU,model,
38,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1356.0,+93/-82,0.097,38.33,33.23,13.784,1803.23,1.199,✔️,0.0,False,CPU,model,
39,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1349.0,+93/-86,0.073,38.8,35.71,14.823,1.94,0.046,✔️,0.0,False,GPU,model,
40,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1325.0,+122/-140,0.11,40.33,33.38,16.711,662.24,0.093,✔️,0.0,False,CPU,model,
41,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1311.0,+177/-160,0.183,41.2,15.65,16.516,6.51,5.361,➖,0.0,False,GPU,model,
42,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1292.0,+130/-142,0.14,42.43,28.78,17.024,41.51,39.094,✔️,0.0,False,GPU,model,
43,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1282.0,+79/-77,0.034,43.0,40.47,16.347,6.54,0.294,✔️,0.0,False,GPU,model,
44,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1282.0,+82/-95,0.063,43.07,39.51,15.272,9.07,0.224,✔️,0.0,False,GPU,model,
45,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1242.0,+80/-89,0.039,45.47,42.76,15.905,1803.23,0.051,✔️,0.0,False,CPU,model,
