#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2144.0,+241/-107,0.848,3.7,1.92,4.318,2.21,0.886,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2058.0,+371/-162,0.836,5.22,1.59,3.666,42.17,19.818,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1867.0,+276/-165,0.557,10.93,4.55,9.11,1.18,0.306,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1786.0,+134/-92,0.429,14.54,9.72,10.409,2.76,0.886,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1783.0,+179/-110,0.466,14.72,5.13,8.885,0.65,0.198,✔️,0.0,False,GPU,model,
5,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1779.0,+177/-137,0.467,14.91,6.86,9.996,115.66,0.672,✔️,0.0,False,CPU,model,
6,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1765.0,+147/-85,0.46,15.6,5.82,8.827,1.38,0.018,✔️,0.0,False,CPU,model,
7,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1764.0,+114/-62,0.419,15.64,12.14,10.305,1883.82,80.768,✔️,0.0,False,GPU,model,
8,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1759.0,+169/-93,0.44,15.91,6.22,9.134,329.05,0.166,✔️,0.0,False,CPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1752.0,+123/-54,0.39,16.31,10.76,9.692,1633.8,2.053,✔️,0.0,False,GPU,model,
10,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1744.0,+178/-107,0.433,16.73,6.84,9.425,329.05,0.02,✔️,0.0,False,CPU,model,
11,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1715.0,+137/-88,0.352,18.3,12.31,11.529,110.13,0.386,✔️,0.0,False,CPU,model,
12,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1714.0,+168/-106,0.334,18.37,10.66,10.911,583.55,0.579,✔️,0.0,False,GPU,model,
13,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1704.0,+175/-112,0.383,18.94,10.96,10.771,115.66,0.055,✔️,0.0,False,CPU,model,
14,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1700.0,+154/-75,0.329,19.16,12.48,11.981,86.85,0.668,✔️,0.0,False,CPU,model,
15,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1675.0,+140/-134,0.342,20.62,13.26,11.278,2139.17,6.41,✔️,0.0,False,GPU,model,
