#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
39,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1319.0,+112/-114,0.093,39.46,20.44,10.751,2.65,0.052,✔️,0.0,False,CPU,model,
40,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1281.0,+122/-104,0.072,41.94,36.24,9.792,9.19,0.132,✔️,0.0,False,GPU,model,
41,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1280.0,+152/-144,0.141,41.97,23.53,11.168,20.24,6.621,➖,0.0,False,GPU,model,
42,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1280.0,+78/-71,0.062,41.97,34.47,11.089,15.5,0.298,✔️,0.0,False,GPU,model,
43,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1265.0,+173/-164,0.129,42.96,26.6,10.705,74.68,19.758,➖,0.0,False,GPU,model,
44,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1242.0,+108/-108,0.077,44.46,36.05,11.302,4608.59,1.233,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1229.0,+106/-99,0.084,45.33,37.26,13.251,263.04,0.808,✔️,0.0,False,CPU,model,
46,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1228.0,+102/-84,0.061,45.37,40.17,10.883,8.9,1.644,✔️,0.0,False,GPU,model,
47,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1205.0,+98/-102,0.069,46.84,35.74,13.474,263.04,0.066,✔️,0.0,False,CPU,model,
48,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1200.0,+29/-41,0.002,47.19,45.8,11.712,2.11,0.275,✔️,0.0,False,CPU,model,
49,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1187.0,+88/-100,0.041,47.96,41.95,12.079,4608.59,0.097,✔️,0.0,False,CPU,model,
50,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1182.0,+93/-84,0.023,48.3,44.53,12.365,2.24,0.242,✔️,0.0,False,CPU,model,
51,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1176.0,+69/-101,0.011,48.7,46.18,13.497,162.38,0.363,✔️,0.0,False,CPU,model,
52,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1156.0,+132/-181,0.046,49.87,41.58,14.777,1865.27,0.117,✔️,0.0,False,CPU,model,
53,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1150.0,+110/-118,0.023,50.26,44.07,14.059,2.45,0.742,✔️,0.0,False,GPU,model,
54,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1149.0,+70/-93,0.015,50.32,47.65,14.264,515.75,0.771,✔️,0.0,False,CPU,model,
55,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1119.0,+62/-104,0.0,52.08,50.07,14.549,162.38,0.17,✔️,0.0,False,CPU,model,
56,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1117.0,+68/-102,0.009,52.17,49.55,14.74,515.75,0.124,✔️,0.0,False,CPU,model,
57,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1113.0,+134/-188,0.03,52.42,43.19,15.302,1865.27,0.012,✔️,0.0,False,CPU,model,
58,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1061.0,+90/-126,0.008,55.32,48.32,15.885,2.54,0.24,✔️,0.0,False,CPU,model,
59,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1052.0,+129/-179,0.014,55.8,49.14,16.214,7.87,0.011,✔️,0.0,False,CPU,model,
60,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1034.0,+95/-120,0.015,56.72,53.85,15.65,540.14,2.672,✔️,0.0,False,CPU,model,
61,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1031.0,+81/-124,0.0,56.9,54.34,15.418,20.49,0.08,✔️,0.0,False,CPU,model,
62,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+44/-79,0.0,58.46,56.94,16.229,0.53,0.062,✔️,0.0,False,CPU,model,
63,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),988.0,+95/-122,0.005,59.04,56.83,16.128,540.14,0.325,✔️,0.0,False,CPU,model,
64,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),976.0,+237/-325,0.108,59.63,23.14,23.765,28729.74,19.901,✔️,0.0,False,GPU,model,
65,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),962.0,+238/-326,0.102,60.31,25.74,23.928,28729.74,5.236,✔️,0.0,False,GPU,model,
66,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),947.0,+80/-127,0.0,61.0,59.74,18.001,27.32,0.02,✔️,0.0,False,CPU,model,
67,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),900.0,+153/-171,0.0,63.01,55.97,21.214,92.55,0.897,✔️,0.0,False,CPU,model,
68,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),872.0,+61/-110,0.0,64.1,63.48,19.227,357.02,81.613,✔️,0.0,False,GPU,model,
69,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),867.0,+102/-164,0.0,64.29,63.07,20.24,2.6,0.392,✔️,0.0,False,CPU,model,
70,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),852.0,+258/-376,0.05,64.85,34.21,26.839,323.52,4.929,✔️,0.0,False,GPU,model,
71,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),799.0,+159/-181,0.0,66.66,63.02,23.564,92.55,0.052,✔️,0.0,False,CPU,model,
72,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),695.0,+189/-251,0.0,69.53,57.18,30.569,0.19,0.04,✔️,0.0,False,CPU,model,
73,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),515.0,+130/-389,0.0,72.78,72.54,37.612,193.98,0.173,✔️,0.0,False,CPU,model,
74,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),482.0,+152/-474,0.0,73.22,72.95,37.782,193.98,0.074,✔️,0.0,False,CPU,model,
75,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),315.0,+155/-422,0.0,74.89,74.85,40.154,0.95,0.097,✔️,0.0,False,CPU,model,
