#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2110.0,+227/-160,0.913,4.4,2.5,1.342,22.2,1.733,✔️,0.0,False,GPU,system,
1,📊,System,[TabFM+](https://github.com/google-research/tabfm),2105.0,+217/-147,0.923,4.48,2.29,0.917,11.21,7.183,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2042.0,+186/-116,0.882,5.64,3.49,1.822,19.36,1.632,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2014.0,+177/-99,0.874,6.25,3.23,2.044,39.42,6.476,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1906.0,+140/-93,0.768,9.05,5.7,3.141,7.26,0.787,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1817.0,+219/-133,0.688,12.04,6.5,2.826,3.66,0.399,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1793.0,+126/-88,0.637,12.98,7.56,4.332,335.03,4.334,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1772.0,+128/-83,0.634,13.82,5.83,3.844,11.58,2.023,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1750.0,+102/-57,0.585,14.74,11.59,4.414,8.52,0.696,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1750.0,+138/-96,0.567,14.74,10.02,3.795,1709.05,8.119,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1745.0,+165/-91,0.569,14.98,5.93,4.634,4786.6,239.304,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1701.0,+248/-146,0.618,16.97,7.86,4.352,1.32,0.122,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1690.0,+133/-67,0.517,17.52,11.1,5.069,4786.6,38.497,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1690.0,+131/-84,0.549,17.53,11.9,4.917,6.93,1.389,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1664.0,+115/-64,0.443,18.77,13.75,5.443,3995.01,10.048,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1645.0,+148/-107,0.464,19.77,12.15,4.535,1709.05,0.811,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1625.0,+187/-96,0.435,20.8,12.69,5.584,2.08,0.182,➖,0.0,False,GPU,model,
17,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1610.0,+94/-82,0.351,21.62,17.83,6.804,1866.35,6.07,✔️,0.0,False,CPU,system,
18,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1601.0,+148/-74,0.412,22.1,11.95,5.978,46.62,39.212,✔️,0.0,False,GPU,model,
19,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1560.0,+101/-71,0.303,24.35,18.38,6.398,3995.01,0.844,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1554.0,+134/-114,0.327,24.66,10.72,7.641,3779.7,7.69,✔️,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1552.0,+142/-112,0.373,24.82,18.41,5.982,7.04,0.508,✔️,0.0,False,GPU,model,
22,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1497.0,+89/-63,0.183,28.06,23.52,8.336,2229.21,0.38,✔️,0.0,False,CPU,model,
23,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1488.0,+82/-73,0.18,28.56,25.15,8.774,700.19,9.322,✔️,0.0,False,CPU,model,
24,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1480.0,+106/-103,0.218,29.12,21.64,7.849,714.5,1.376,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1472.0,+92/-67,0.164,29.56,24.91,8.474,2229.21,0.055,✔️,0.0,False,CPU,model,
26,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1462.0,+127/-82,0.222,30.2,24.99,7.279,3013.86,2.092,✔️,0.0,False,GPU,model,
27,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1448.0,+69/-47,0.178,31.12,25.4,9.688,12685.08,321.741,✔️,0.0,False,GPU,model,
28,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1424.0,+84/-76,0.114,32.69,28.88,9.347,700.19,0.968,✔️,0.0,False,CPU,model,
29,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1420.0,+114/-104,0.164,32.94,10.17,9.665,518.43,0.46,✔️,0.0,False,CPU,model,
30,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1413.0,+152/-109,0.226,33.39,24.51,7.656,0.91,0.075,➖,0.0,False,GPU,model,
31,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1413.0,+54/-42,0.098,33.39,30.91,9.295,834.93,2.614,✔️,0.0,False,CPU,model,
32,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1392.0,+64/-49,0.083,34.76,31.96,9.441,834.93,0.388,✔️,0.0,False,CPU,model,
33,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1391.0,+82/-89,0.146,34.81,30.5,8.509,714.5,0.099,✔️,0.0,False,GPU,model,
34,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1386.0,+120/-86,0.14,35.15,27.62,8.187,3013.86,0.181,✔️,0.0,False,GPU,model,
35,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1385.0,+105/-92,0.165,35.18,26.98,9.585,3779.7,0.395,✔️,0.0,False,GPU,model,
36,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1385.0,+87/-95,0.101,35.2,29.33,9.929,8.73,0.017,✔️,0.0,False,CPU,model,
37,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1382.0,+103/-112,0.134,35.37,13.4,9.989,518.43,0.058,✔️,0.0,False,CPU,model,
38,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1335.0,+74/-57,0.074,38.42,34.24,9.637,12685.08,59.099,✔️,0.0,False,GPU,model,
