method,variant,family,x_infer,x_train,imp,elo,imputed,imputed_pct
TabFM+,Baseline,System,7.18573737850588,12.600532270246937,0.8070818603812039,2323.4,False,0.0
"AutoGluon 1.6 (noncommercial, 4h)",Baseline,System,1.0764887128506218,22.653333929952318,1.2402439147782673,2319.8,False,0.0
"AutoGluon 1.6 (extreme, 4h)",Baseline,System,1.4854732138827635,16.727278772039128,1.8201525830509497,2193.6,False,0.0
TabFM,Default,Foundation Model,6.492469420831793,40.79265625990497,2.194178413039838,2166.4,False,0.0
EXAONE-Tabular,Default,Foundation Model,0.7858417754949525,7.916915577088771,3.226804746122801,1923.1,False,0.0
TabPFN-3,Default,Foundation Model,0.3981148821555317,4.022038403118099,3.0901084062644304,1908.3,False,0.0
"AutoGluon 1.5 (extreme, 4h)",Baseline,System,3.2441777859381333,339.3748619096696,4.136200592626009,1908.3,False,0.0
Nori-30M,Default,Foundation Model,2.0067377718622814,11.805027055098872,3.885342420513001,1891.7,False,0.0
RealTabPFN-2.5,Tuned + Ens.,Foundation Model,8.36601355671424,2043.536268049555,3.5417031270767523,1858.0,False,0.0
TabPFN-2.6,Default,Foundation Model,0.6996427483848318,8.436837183948612,4.175066045973641,1845.2,False,0.0
TabDPT,Tuned + Ens.,Foundation Model,336.9071136327156,7126.674788097648,4.771486744913924,1803.1,False,0.0
Nori,Default,Foundation Model,1.345528615429797,6.864202525448285,4.89487765117453,1797.3,False,0.0
TabDPT,Tuned,Foundation Model,38.57261724240561,7126.674788097648,5.253107333906315,1736.8,False,0.0
RealTabPFN-2.5,Tuned,Foundation Model,0.7797947207700859,2043.536268049555,4.446798075634998,1735.1,False,0.0
TabICLv2,Default,Foundation Model,0.12183808043093501,1.3151215973226908,5.104710113912829,1710.6,False,0.0
RealMLP,Tuned + Ens.,Neural Network,10.474436206415431,4057.3100555326,6.4221563256257,1665.9,False,0.0
"AutoGluon 1.4 (best, 4h)",Baseline,System,5.789626105576598,1490.173369935059,6.9060856524214564,1659.9,False,0.0
TabDPT-Turbo,Default,Foundation Model,0.18293855083150673,2.0183513985425856,6.145768387592802,1638.0,False,0.0
RealTabPFN-2.5,Default,Foundation Model,0.5191857229449792,6.941154657321727,5.854398176267812,1630.8,False,0.0
TabDPT,Default,Foundation Model,38.297076410885424,44.64856482110523,6.393948904830839,1623.6,False,0.0
ModernNCA,Tuned + Ens.,Neural Network,7.580550796782489,3811.6104621202776,8.769791714206503,1588.7,False,0.0
RealMLP,Tuned,Neural Network,0.3372766025913703,4057.3100555326,7.543208720316014,1538.2,False,0.0
LightGBM,Tuned + Ens.,Tree-based,5.476648655048637,686.4972156667195,9.390252870232024,1535.6,False,0.0
CatBoost,Tuned + Ens.,Tree-based,0.42217893366788317,2267.1899830577595,9.187488262454346,1503.0,False,0.0
xRFM,Tuned + Ens.,Other,1.9734199806179167,708.9450090282763,8.615178489239266,1493.3,False,0.0
CatBoost,Tuned,Tree-based,0.04636871004567563,2267.1899830577595,9.219486740408527,1492.1,False,0.0
TabM,Tuned + Ens.,Neural Network,2.1105459826197217,3448.732592065238,7.906304217677142,1490.9,False,0.0
iLTM,Tuned + Ens.,Foundation Model,387.572909971016,12741.093915793572,9.181861071406134,1481.3,False,0.0
TabSwift,Default,Foundation Model,0.0719372145905942,0.8979740772086746,7.881684490883225,1474.2,False,0.0
LightGBM,Tuned,Tree-based,0.7428209858877407,686.4972156667195,10.161102752050805,1448.6,False,0.0
TabM,Tuned,Neural Network,0.19363772132987278,3448.732592065238,8.2808975911642,1447.5,False,0.0
xRFM,Tuned,Other,0.06866036527953626,708.9450090282763,9.164136583639822,1442.9,False,0.0
ChimeraBoost,Tuned + Ens.,Tree-based,0.5049056517524699,518.4647612375757,10.415171613718085,1442.9,False,0.0
XGBoost,Tuned + Ens.,Tree-based,2.374794610300052,848.994191986563,10.113961589158146,1414.4,False,0.0
XGBoost,Tuned,Tree-based,0.4748247737108275,848.994191986563,10.09843336191553,1412.1,False,0.0
ModernNCA,Default,Neural Network,0.2894827463094471,16.074996445495383,11.3397323601605,1396.1,False,0.0
TabPFNv2,Tuned + Ens.,Foundation Model,10.412541216243051,3805.619968588136,8.551467348659251,1392.1,True,46.15384615384615
CatBoost,Default,Tree-based,0.01827198214133432,9.02269147040394,11.223629273803791,1387.0,False,0.0
ModernNCA,Tuned,Neural Network,0.4518951638837146,3811.6104621202776,11.228554402386184,1376.7,False,0.0
ChimeraBoost,Tuned,Tree-based,0.046073170245491915,518.4647612375757,11.127516788447945,1366.3,False,0.0
iLTM,Tuned,Foundation Model,60.10085108668305,12741.093915793572,10.448895517678876,1337.4,False,0.0
Mitra,Default,Foundation Model,1.5880635252854605,71.0123333261289,10.619298386134778,1319.0,True,46.15384615384615
LimiX,Default,Foundation Model,14.072768611971048,59.37583344017344,10.988464552600947,1317.8,False,0.0
ChimeraBoost,Default,Tree-based,0.04445904223345713,2.538410960774762,12.048712038364076,1297.2,False,0.0
TabM,Default,Neural Network,0.1337247010777173,9.787367842317417,10.590078631657802,1286.9,False,0.0
TabPFNv2,Tuned,Foundation Model,0.2619314172957417,3805.619968588136,10.011045546845377,1286.4,True,46.15384615384615
SAP-RPT-OSS,Default,Foundation Model,6.542129918586376,18.76928367602345,11.673821143206712,1274.4,False,0.0
RealMLP,Default,Neural Network,1.4152312913600786,9.175304561390114,12.13917709054669,1252.9,False,0.0
ExtraTrees,Tuned + Ens.,Tree-based,0.8125804985085139,257.6385593164769,13.869674727227105,1252.9,False,0.0
TorchMLP,Tuned + Ens.,Neural Network,0.8515826242412635,4452.108570637395,11.470766096496027,1251.8,False,0.0
TabPFNv2,Default,Foundation Model,0.315018795225388,2.7780429734866616,11.13850110081883,1235.9,True,46.15384615384615
ExtraTrees,Tuned,Tree-based,0.06039611959670239,257.6385593164769,14.015172679038788,1225.6,False,0.0
xRFM,Default,Other,0.7548401787721322,2.469327893998517,14.819859852233488,1203.5,False,0.0
TorchMLP,Tuned,Neural Network,0.08850427762207237,4452.108570637395,12.084083330276803,1203.5,False,0.0
LightGBM,Default,Tree-based,0.29622634412629784,2.029617642412202,12.892194691257039,1200.0,False,0.0
PerpetualBooster,Tuned + Ens.,Tree-based,0.4333863797826482,177.91957469228342,14.758668913620607,1176.5,False,0.0
EBM,Tuned + Ens.,Tree-based,0.1032251721890546,2006.553898164603,15.327121665372642,1168.5,False,0.0
XGBoost,Default,Tree-based,0.17953786460935348,2.145995651067147,13.609756367782177,1166.1,False,0.0
RandomForest,Tuned + Ens.,Tree-based,0.7700427524997402,526.1922356259681,15.100266270562484,1157.3,False,0.0
PerpetualBooster,Tuned,Tree-based,0.14653913384311765,177.91957469228342,15.479337703049934,1132.3,False,0.0
EBM,Tuned,Tree-based,0.012505604830353102,2006.553898164603,15.869121867980285,1122.5,False,0.0
RandomForest,Tuned,Tree-based,0.11930712300189482,526.1922356259681,15.826916684619762,1116.6,False,0.0
ExtraTrees,Default,Tree-based,0.24223665246527545,2.5746349455725746,16.33133441778795,1073.7,False,0.0
FastaiMLP,Tuned + Ens.,Neural Network,2.8297120981332395,527.2961316043384,16.183662647193316,1048.2,False,0.0
EBM,Default,Tree-based,0.012044239957988884,7.593196336463962,16.94348205962814,1023.4,False,0.0
TorchMLP,Default,Neural Network,0.0813896644935667,20.501721600246,16.046390570183515,1023.4,False,0.0
FastaiMLP,Tuned,Neural Network,0.3110785788150386,527.2961316043384,16.664390887940232,1014.4,False,0.0
RandomForest,Default,Tree-based,0.0638540688370188,0.6331018042882423,17.124691453719443,1000.0,False,0.0
TabSTAR,Tuned + Ens.,Foundation Model,22.148843296987568,46109.53341924285,24.554399748133097,980.4,False,0.0
PerpetualBooster,Default,Tree-based,0.017154308769116722,22.803070718817345,18.693934424763576,952.5,False,0.0
TabSTAR,Tuned,Foundation Model,5.059631190157371,46109.53341924285,24.734690644436295,940.5,False,0.0
FastaiMLP,Default,Neural Network,0.29293149190497314,3.084079694872694,20.551206365782644,880.9,False,0.0
iLTM,Default,Foundation Model,81.48980537010594,373.42210527528374,19.700689726848523,860.3,False,0.0
TabSTAR,Default,Foundation Model,4.582982339306982,302.89910486460803,27.838398901157607,791.5,False,0.0
