#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1800.0,+119/-87,0.844,7.69,2.36,5.942,20.91,7.787,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1779.0,+87/-61,0.742,8.38,4.16,9.121,12.89,0.785,✔️,0.0,False,GPU,system,
2,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1767.0,+88/-61,0.763,8.79,3.75,9.729,5.24,0.519,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1764.0,+130/-116,0.824,8.92,2.39,6.004,38.57,7.109,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1730.0,+65/-47,0.687,10.2,5.56,9.794,9.7,0.569,✔️,0.0,False,GPU,system,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1674.0,+85/-70,0.595,12.65,6.26,10.323,267.31,3.981,✔️,0.0,False,GPU,system,
6,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1642.0,+79/-67,0.593,14.2,6.95,12.643,3.64,0.391,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1592.0,+62/-58,0.51,16.97,10.72,13.931,5.17,0.539,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1582.0,+79/-70,0.54,17.51,7.86,13.229,2.07,0.167,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1568.0,+68/-67,0.476,18.36,9.73,13.764,2046.25,8.969,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1547.0,+70/-62,0.455,19.71,10.09,14.419,2046.25,1.329,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1534.0,+57/-57,0.446,20.55,12.59,14.667,5.76,0.794,✔️,0.0,False,GPU,model,
12,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1498.0,+68/-52,0.339,23.02,12.23,15.798,1684.65,1.969,✔️,0.0,False,CPU,system,
13,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1479.0,+57/-42,0.319,24.42,16.13,16.426,2879.46,12.484,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1458.0,+59/-44,0.286,25.95,14.73,17.356,2168.86,2.347,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1431.0,+73/-59,0.296,27.99,14.06,17.822,1.94,0.19,➖,0.0,False,GPU,model,
16,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1424.0,+43/-32,0.216,28.58,21.99,18.085,382.09,1.487,✔️,0.0,False,CPU,model,
17,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1408.0,+54/-44,0.221,29.84,19.78,17.75,1107.0,0.329,✔️,0.0,False,CPU,model,
18,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1407.0,+58/-46,0.23,29.87,16.5,18.195,2168.86,0.258,✔️,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1405.0,+74/-50,0.248,30.02,16.97,17.891,4941.98,307.735,✔️,0.0,False,GPU,model,
20,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1404.0,+88/-77,0.316,30.12,12.4,18.114,18.41,4.667,➖,0.0,False,GPU,model,
21,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1404.0,+50/-45,0.223,30.16,18.17,17.831,2879.46,0.598,✔️,0.0,False,GPU,model,
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1401.0,+46/-42,0.201,30.38,22.0,18.136,12597.42,502.448,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1398.0,+46/-41,0.206,30.65,20.3,18.004,1107.0,0.038,✔️,0.0,False,CPU,model,
24,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1384.0,+46/-46,0.203,31.76,19.41,18.337,5.41,0.026,✔️,0.0,False,CPU,model,
25,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1383.0,+37/-30,0.155,31.84,25.6,18.759,382.09,0.254,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1381.0,+55/-58,0.214,32.0,19.47,19.024,521.37,0.486,✔️,0.0,False,CPU,model,
27,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1372.0,+44/-45,0.168,32.75,24.08,18.874,685.87,1.454,✔️,0.0,False,CPU,model,
28,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1370.0,+53/-48,0.214,32.9,20.73,20.148,282.82,1.886,➖,0.0,False,GPU,model,
29,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1359.0,+54/-38,0.159,33.82,19.24,19.134,4880.28,0.525,✔️,0.0,False,GPU,model,
