#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2507.0,+2832/-206,0.92,2.5,1.46,0.96,10.88,0.48,✔️,0.0,False,GPU,system,
1,📊,System,[TabFM+](https://github.com/google-research/tabfm),2444.0,+1808/-212,0.902,3.0,2.02,0.499,6.09,12.368,✔️,0.0,False,GPU,system,
2,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2315.0,+1644/-156,0.872,4.4,3.55,0.728,25.12,11.643,✔️,0.0,False,GPU,model,
3,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2241.0,+1488/-71,0.832,5.5,5.31,1.943,9.99,0.367,✔️,0.0,False,GPU,system,
4,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2122.0,+1086/-92,0.73,7.8,6.65,2.204,5.93,1.223,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),2000.0,+1444/-270,0.713,11.0,5.1,2.021,0.87,0.204,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1975.0,+831/-74,0.6,11.8,10.72,3.433,739.1,11.65,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1962.0,+902/-111,0.606,12.2,10.41,3.528,739.1,0.689,✔️,0.0,False,GPU,model,
8,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1928.0,+484/-15,0.607,13.4,9.61,4.336,374.99,3.566,✔️,0.0,False,GPU,system,
9,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1870.0,+597/-42,0.492,15.6,14.91,4.509,2552.31,4.522,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1865.0,+471/-42,0.483,15.8,14.69,4.459,2.78,0.702,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1836.0,+1031/-326,0.601,17.0,9.16,3.758,0.47,0.103,✔️,0.0,False,GPU,model,
12,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1832.0,+395/-14,0.446,17.2,15.84,5.413,474.95,11.837,✔️,0.0,False,CPU,system,
13,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1818.0,+1022/-183,0.493,17.8,6.31,4.299,4529.93,357.201,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1818.0,+534/-80,0.437,17.8,16.75,5.086,2068.17,1.355,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1804.0,+531/-115,0.436,18.4,16.37,5.533,4.86,1.881,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1769.0,+865/-165,0.465,20.0,12.27,4.599,4529.93,39.54,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1760.0,+666/-123,0.445,20.4,16.41,4.542,0.66,0.177,➖,0.0,False,GPU,model,
18,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1743.0,+716/-258,0.441,21.2,15.73,4.84,1.59,0.506,✔️,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1670.0,+443/-136,0.312,24.8,21.47,6.176,1.97,0.651,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1658.0,+491/-210,0.314,25.4,21.16,6.328,2068.17,0.068,✔️,0.0,False,GPU,model,
21,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1654.0,+402/-230,0.317,25.6,7.85,7.634,174.39,0.832,✔️,0.0,False,CPU,model,
22,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1647.0,+375/-118,0.215,26.0,23.43,7.983,223.05,9.706,✔️,0.0,False,CPU,model,
23,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1643.0,+719/-231,0.391,26.2,16.3,5.383,41.51,38.297,✔️,0.0,False,GPU,model,
24,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1635.0,+318/-70,0.274,26.6,24.85,6.649,438.56,0.52,✔️,0.0,False,GPU,model,
25,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1628.0,+404/-256,0.311,27.0,23.44,6.256,2552.31,0.201,✔️,0.0,False,GPU,model,
26,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1628.0,+386/-122,0.191,27.0,24.07,8.152,223.05,0.793,✔️,0.0,False,CPU,model,
27,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1609.0,+280/-108,0.141,28.0,23.7,8.388,917.62,0.422,✔️,0.0,False,CPU,model,
28,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1583.0,+296/-124,0.129,29.4,23.8,8.541,917.62,0.016,✔️,0.0,False,CPU,model,
29,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1579.0,+491/-178,0.254,29.6,24.89,7.313,2410.31,0.581,✔️,0.0,False,GPU,model,
30,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1576.0,+397/-262,0.259,29.8,4.49,8.236,174.39,0.14,✔️,0.0,False,CPU,model,
31,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1553.0,+523/-174,0.207,31.0,26.38,7.941,2410.31,0.045,✔️,0.0,False,GPU,model,
32,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1538.0,+240/-83,0.156,31.8,30.77,7.617,438.56,0.035,✔️,0.0,False,GPU,model,
33,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1512.0,+351/-313,0.123,33.2,28.84,9.185,2.73,0.01,✔️,0.0,False,CPU,model,
34,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1508.0,+322/-142,0.171,33.4,31.44,7.483,6.87,0.098,✔️,0.0,False,GPU,model,
35,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1500.0,+362/-279,0.216,33.8,11.57,8.69,0.68,0.061,✔️,0.0,False,CPU,model,
36,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1470.0,+249/-202,0.078,35.4,34.25,8.975,289.35,1.798,✔️,0.0,False,CPU,model,
37,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1458.0,+206/-206,0.078,36.0,34.53,9.041,289.35,0.36,✔️,0.0,False,CPU,model,
38,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1431.0,+207/-53,0.071,37.4,37.02,8.402,2150.19,65.934,✔️,0.0,False,GPU,model,
39,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1424.0,+517/-304,0.178,37.8,26.19,8.179,24.62,8.835,➖,0.0,False,GPU,model,
40,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1382.0,+445/-350,0.154,40.0,33.04,9.354,0.51,0.126,➖,0.0,False,GPU,model,
