#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2252.0,+1034/-142,0.891,2.82,1.97,0.676,25.25,11.645,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2101.0,+742/-83,0.762,5.07,3.65,2.151,5.94,1.219,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1953.0,+1123/-244,0.733,8.67,2.8,1.954,0.91,0.204,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1949.0,+670/-98,0.627,8.78,7.66,3.451,735.58,9.557,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1888.0,+533/-58,0.552,10.76,9.57,4.14,2.76,0.701,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1879.0,+614/-102,0.58,11.04,9.42,3.926,735.58,0.714,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1872.0,+862/-122,0.603,11.31,2.79,3.488,4786.6,361.183,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1836.0,+1126/-329,0.67,12.64,4.02,3.188,0.46,0.104,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1835.0,+601/-36,0.5,12.67,11.48,4.516,2526.31,3.717,✔️,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1814.0,+559/-92,0.48,13.51,11.93,4.922,2028.29,1.675,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1807.0,+720/-184,0.561,13.78,8.66,3.787,0.69,0.178,➖,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1804.0,+824/-105,0.55,13.91,6.13,3.895,4786.6,41.599,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1758.0,+350/-83,0.443,15.87,12.7,5.747,4.87,1.868,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1720.0,+654/-201,0.459,17.51,13.43,4.829,1.6,0.508,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1714.0,+737/-128,0.471,17.8,8.04,4.516,45.77,39.212,✔️,0.0,False,GPU,model,
15,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1674.0,+523/-114,0.341,19.67,15.37,5.952,2028.29,0.081,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1666.0,+432/-116,0.364,20.04,16.86,6.127,1.95,0.641,✔️,0.0,False,GPU,model,
17,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1643.0,+321/-72,0.328,21.16,18.28,6.446,425.61,0.615,✔️,0.0,False,GPU,model,
18,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1627.0,+270/-101,0.236,21.96,17.45,8.068,222.05,11.236,✔️,0.0,False,CPU,model,
19,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1619.0,+346/-212,0.339,22.38,4.72,7.813,172.8,0.792,✔️,0.0,False,CPU,model,
20,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1605.0,+248/-84,0.201,23.09,16.19,8.235,912.76,0.345,✔️,0.0,False,CPU,model,
