#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1785.0,+130/-116,0.813,6.22,1.68,4.823,40.79,6.991,✔️,0.0,False,GPU
1,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1640.0,+98/-82,0.626,11.49,4.45,7.617,293.65,4.358,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1634.0,+84/-62,0.611,11.77,4.79,8.811,3.59,0.395,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1602.0,+76/-58,0.559,13.37,7.8,10.248,5.75,0.6,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1592.0,+79/-56,0.55,13.87,6.55,9.172,2059.94,9.785,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1552.0,+81/-75,0.527,16.14,6.74,10.704,1.96,0.146,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1539.0,+73/-59,0.498,16.98,9.59,11.049,2059.94,1.03,✔️,0.0,False,GPU
7,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1519.0,+56/-57,0.449,18.24,9.49,11.897,1754.94,1.766,✔️,0.0,False,CPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1517.0,+64/-46,0.455,18.37,11.33,11.259,5.72,0.611,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1481.0,+54/-40,0.409,20.82,13.6,12.764,2791.97,13.886,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular) [25.49% IMPUTED],1480.0,+110/-99,0.549,20.89,3.81,10.757,3.68,0.384,✔️,25.49,True,GPU
11,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1418.0,+68/-56,0.368,25.65,8.74,13.747,6155.04,386.158,✔️,0.0,False,GPU
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1411.0,+49/-58,0.34,26.25,15.89,14.055,2791.97,0.373,✔️,0.0,False,GPU
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1410.0,+54/-45,0.344,26.28,13.93,14.374,2.02,0.183,➖,0.0,False,GPU
14,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1396.0,+63/-45,0.321,27.43,14.26,14.422,2462.02,1.988,✔️,0.0,False,GPU
15,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1391.0,+41/-41,0.254,27.84,21.51,15.288,416.63,2.236,✔️,0.0,False,CPU
16,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1386.0,+46/-42,0.278,28.25,15.8,14.264,1347.32,0.037,✔️,0.0,False,CPU
17,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1386.0,+57/-48,0.279,28.31,18.48,14.791,12741.09,397.882,✔️,0.0,False,GPU
18,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1384.0,+58/-37,0.267,28.46,18.84,14.523,1347.32,0.364,✔️,0.0,False,CPU
19,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1374.0,+66/-53,0.321,29.26,14.65,15.1,6155.04,39.452,✔️,0.0,False,GPU
20,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1363.0,+72/-59,0.299,30.22,13.88,15.614,4618.5,7.735,✔️,0.0,False,GPU
21,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1361.0,+60/-50,0.28,30.38,17.27,15.092,2462.02,0.231,✔️,0.0,False,GPU
22,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1352.0,+85/-65,0.311,31.16,9.53,14.856,27.33,6.11,➖,0.0,False,GPU
23,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1351.0,+42/-44,0.221,31.3,23.31,15.867,700.96,1.438,✔️,0.0,False,CPU
24,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1337.0,+49/-46,0.205,32.49,25.79,16.162,416.63,0.381,✔️,0.0,False,CPU
25,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1334.0,+38/-43,0.212,32.73,23.52,15.909,5.81,0.025,✔️,0.0,False,CPU
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1333.0,+58/-55,0.241,32.89,19.35,16.12,4618.5,0.47,✔️,0.0,False,GPU
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1330.0,+42/-47,0.204,33.12,17.97,16.028,700.96,0.213,✔️,0.0,False,CPU
28,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1328.0,+66/-51,0.237,33.26,20.77,16.14,1.19,0.07,➖,0.0,False,GPU
29,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1322.0,+58/-47,0.238,33.86,21.29,16.117,866.12,2.007,✔️,0.0,False,GPU
