#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1789.0,+133/-90,0.842,8.16,2.3,4.98,36.45,7.109,✔️,0.0,False,GPU,model,
1,📊,System,[TabFM+](https://github.com/google-research/tabfm),1782.0,+128/-100,0.833,8.41,2.47,5.296,20.85,7.75,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1772.0,+108/-72,0.742,8.74,4.36,8.236,8.95,0.724,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1750.0,+98/-70,0.754,9.56,3.77,9.721,4.41,0.488,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1719.0,+95/-60,0.679,10.82,5.68,8.823,6.51,0.486,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1657.0,+89/-60,0.613,13.75,6.8,12.15,2.63,0.361,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1651.0,+103/-76,0.574,14.06,6.26,9.635,272.41,4.561,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1588.0,+104/-56,0.555,17.63,7.72,12.268,1.77,0.158,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1578.0,+68/-56,0.496,18.28,11.15,13.466,4.82,0.464,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1536.0,+90/-51,0.426,21.1,12.25,14.136,1924.5,9.103,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1520.0,+70/-44,0.427,22.22,15.03,14.573,4.91,0.694,✔️,0.0,False,GPU,model,
