latitude,longitude,distance_m,distance_km,r_min_m,v_safe_kmh,altitude_m,heading_deg,grade_pct,stop_event,lap,s_m,t_s,v_kmh,a_ms2,v_ceiling_kmh,f_traction_n,f_drag_n,f_roll_n,f_grade_n,f_cornering_n,p_wheel_w,p_motor_mech_w,p_motor_elec_w,p_fc_elec_w,h2_flow_m3_s,h2_cumulative_m3,accessory_energy_cumulative_j,buffer_soc_wh,motor_clipped,motor_state,active_motor,weather_scenario,motor_name,fc_name,rule_violation,v_cmd_mpc,v_cmd_corrected,driver_deviation,mpc_mode,driver_throttle_pct,driver_brake_pct,p_fc_out_w,p_supercap_w,supercap_voltage_v,supercap_energy_j,supercap_soc_frac,supercap_v_start,supercap_v_end,supercap_recharge_s,is_recharge,drive_phase,gas_glide_num,x_m,y_m,lap_distance_km,stop_label
25.488415852958365,51.45018741355837,0.0,0.0,1242.372155535356,366.41422193653057,11.7,330.44033013596425,-0.8187941963380482,True,1,0.0,0.0,0.0,0.833,0.0,126.82334110467906,1.1408213168825039,6.7592406711746476,-12.690720883378098,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-6.780595370217041,driver_exec,100.0,0.0,0.0,10.0,45.536798306424664,20044.8,0.9,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-319.62474292071005,-50.32267218105953,0.0,stop-and-go 1
25.488456810801424,51.45016167976369,5.223524116512582,0.005223524116512582,1525.9368122303283,406.08293789547776,11.7,330.24936985215624,-0.8392798784779479,False,1,5.223524116512582,3.5413944244348112,10.61993359999511,0.833,216.4537339464296,128.17811099531752,2.9779853246154775,6.547306520884402,-13.008212125308395,0.04703127512604221,378.12306326196534,472.65382907745663,546.4342055602565,617.1491172891739,0.0,0.0,53.12091636652217,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-4.091611978965185,driver_exec,100.0,0.0,0.0,617.1491172891739,45.49654187384174,20009.374783956267,0.898409428158956,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-322.2106059205781,-45.77094516628625,0.005223524116512582,
25.48849576802095,51.45013701248456,10.201419080871254,0.010201419080871254,2345.6774964672454,503.4781387345691,11.8,330.12806068058995,-0.841175336255639,False,1,10.201419080871254,4.949060827603672,14.841243609817889,0.833,215.55773664362687,129.06817911081853,3.921095303440341,6.511191370847381,-13.037588230862665,0.05948066739346063,532.0923023497961,665.1153779372451,779.07008002508,875.6334222500889,0.0,0.0,74.23591241405508,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-2.8000614070402516,driver_exec,100.0,0.0,0.0,875.6334222500889,44.47805322841119,19123.539783564,0.858635945741918,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-324.6892999957847,-41.441551445841,0.010201419080871254,
25.488534725360807,51.45011222374764,15.18542419027008,0.01518542419027008,3360.6508600131892,602.640292432402,11.9,330.04312991916606,-0.841175336255639,False,1,15.18542419027008,6.0381786904171,18.107290256822797,0.833,214.6568927139689,130.05156415183671,4.75546920686689,6.656731615751714,-13.037588230862665,0.0629515600807754,654.1337279030882,817.6671598788603,984.0330332511866,1103.3700369457629,0.0,0.0,90.5726803562565,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-2.0350943159843373,driver_exec,100.0,0.0,0.0,1103.3700369457629,43.32158700259757,18142.01237076176,0.8145659290033118,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-327.1801987699826,-37.11214435283637,0.01518542419027008,
25.488573840362587,51.450087249185295,20.193906526567613,0.020193906526567613,4262.109717793444,678.6702000149966,11.9,329.97601525145825,-0.857668396458245,False,1,20.193906526567613,6.963100571698711,20.880945994410094,0.833,213.74779999603703,130.89333050059568,5.520550110713887,6.983092765831003,-13.293199699800677,0.0688873238514725,759.2157125587249,949.0196406984061,1168.0685139365248,1307.8539043739165,0.0,0.0,104.44650857548066,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-1.1459569398353044,driver_exec,100.0,0.0,0.0,1307.8539043739165,42.03678490589832,17081.882423839357,0.7669667036565804,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-329.68977023066714,-32.76521597504619,0.020193906526567613,
25.488612910055455,51.450062235957574,25.19999977353165,0.025199999773531653,5702.228633165418,784.9984163112317,11.9,329.92589298281894,-0.8516364708005101,False,1,25.19999977353165,7.778444647674157,23.32599980944526,0.6875603706761862,212.83526068831247,109.03099349337019,6.237044414980485,7.292105216271466,-13.199716301193249,0.06702159647406046,706.4602592916613,883.0753241145766,1075.6751771281859,1205.1946412535399,0.0,0.0,116.67666971511235,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-0.510495966930827,driver_exec,82.5402605853765,0.0,0.0,1205.1946412535399,40.637305808378215,15963.442692515282,0.7167494025015841,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-332.2032269856961,-28.423322867284142,0.025199999773531653,
25.488651914905063,51.450037213785194,30.20033638770401,0.03020033638770401,7782.611909496834,917.0840800706978,11.8,329.8892180879748,-0.8485427142910255,False,1,30.20033638770401,8.520919037855744,25.163785290396238,-0.005556809778677116,211.91984809626464,0.0,6.819559715217602,7.154115074442736,-13.151768891543158,0.05607004691380273,0.0,0.0,0.0,10.0,0.0,0.0,127.81378556783615,0.0,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,6.989940358443399,driver_exec,0.0,0.18522699262257053,0.0,10.0,39.425418819406055,15025.51527449391,0.6746370004711705,45.536798306424664,45.536798306424664,1.6185313647372133,False,glide,0,-334.7175825458158,-24.088635920653587,0.03020033638770401,
25.488690849751457,51.45001219963159,35.19356681071641,0.03519356681071641,14411.062776328848,1247.942204033111,11.8,329.8693994622149,-0.8335767921671409,False,1,35.19356681071641,9.235467197393337,25.149491100875323,-0.008232264693272782,211.00177349835343,0.0,6.814103854437217,7.375229618698266,-12.919824703846183,0.031189052247798943,0.0,0.0,0.0,10.0,0.0,0.0,138.53200796090005,0.0,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,6.985969750243145,driver_exec,0.0,0.27440882310909276,0.0,10.0,39.41603921587042,15018.366758848004,0.6743160362270116,45.536798306424664,45.536798306424664,1.6185313647372133,False,glide,0,-337.23113233868725,-19.76172857118931,0.03519356681071641,
25.488729895841388,51.44998709400161,40.20207774386499,0.04020207774386499,20368.041806388308,1483.6146262319246,11.8,329.85534984036826,-0.8109709266084006,False,1,40.20207774386499,9.952708839883908,25.128234817895247,0.6808911335769163,210.07685881431303,109.22534033490429,6.806541981582914,7.385411457521668,-12.569473844331696,0.022061634978624046,762.4000000000001,953.0000000000001,1173.6453201970442,1314.0503557744935,0.0,0.0,149.2906325982586,0.0,True,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-0.8923439757165141,driver_exec,81.73963188198276,0.0,0.0,1314.0503557744935,39.40662200891797,15011.191295486136,0.6739938620458933,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-339.75387414430384,-15.422458504965732,0.04020207774386499,
25.488768981751285,51.44996194856378,45.21641675130002,0.04521641675130002,25219.300128249222,1650.8704062365111,11.8,329.8440060510851,-0.779430821394166,False,1,45.21641675130002,10.647541121218685,26.831413320757186,0.6291270725224466,209.14677049400177,102.29203982619528,7.383602514869632,7.5665428897242295,-12.08065489363278,0.020471856687635025,762.4000000000001,953.0000000000001,1173.6453201970442,1314.0503557744935,0.0,0.0,159.71311681828027,0.0,True,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-0.7415352886473207,driver_exec,75.5254588862481,0.0,0.0,1314.0503557744935,38.120255016593134,14047.15381112424,0.6307091330425755,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-342.2806160452243,-11.078763166281618,0.04521641675130002,
25.488808006122795,51.44993683126052,50.22344209473759,0.05022344209473759,89140.80368010786,3103.7357596396746,11.7,329.84080400782136,-0.7427801315074416,False,1,50.22344209473759,11.301300556219143,28.312085254869945,0.3668925875308144,208.21389319006775,62.07071816864589,7.904606312819736,7.703260251363486,-11.512625898083785,0.00644867267778176,488.15318461714094,610.1914807714261,711.7780972983513,800.8645525537237,0.0,0.0,169.51950834328713,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-0.23034048484948597,driver_exec,44.04472839505575,0.0,0.0,800.8645525537237,36.864350165103154,13136.80969325496,0.5898352053365193,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-344.8045308415028,-6.74190671160278,0.05022344209473759,
25.48884705031287,51.44991169795988,55.2331747338125,0.0552331747338125,608858.3467290692,8111.564004656345,11.6,329.84128201836637,-0.6685148691731184,False,1,55.2331747338125,11.92911505200843,29.141311000328095,0.41409904931163033,207.27630956612109,70.93987391990126,8.204232891018789,7.668606230898934,-10.361615235219448,0.0010002419653915872,574.2447022844185,717.8058778555231,844.1192765839867,947.9103073155408,0.0,0.0,178.93672578012644,0.0,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,26.0,26.0,-0.2521655370625009,driver_exec,49.711770625645904,0.0,0.0,947.9103073155408,36.124009555096926,12614.459307921763,0.5663819732364297,45.536798306424664,45.536798306424664,1.6185313647372133,False,gas,1,-347.33005313680854,-2.402847780206457,0.0552331747338125,
