latitude,longitude,distance_m,distance_km,r_min_m,v_safe_kmh,altitude_m,heading_deg,grade_pct,stop_event,lap,s_m,t_s,v_kmh,a_ms2,v_ceiling_kmh,f_traction_n,f_drag_n,f_roll_n,f_grade_n,f_cornering_n,p_wheel_w,p_motor_mech_w,p_motor_elec_w,p_fc_elec_w,h2_flow_m3_s,h2_cumulative_m3,accessory_energy_cumulative_j,motor_clipped,motor_state,active_motor,weather_scenario,motor_name,fc_name,rule_violation,p_fc_out_w,p_supercap_w,supercap_voltage_v,supercap_energy_j,supercap_soc_frac,supercap_v_start,supercap_v_end,supercap_recharge_s,is_recharge
25.488415852960205,51.45018741356243,0.0,0.0,1242.1002872317251,366.3741285301943,11.7,330.44049736846927,-0.8187942298030916,True,1,0.0,0.0,0.0,0.833,0.0,128.09028326838154,2.9672924887149676,6.1997121816939815,-12.69072140202742,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,10.0,45.536798306424664,20044.8,0.9,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488456810871455,51.45016167989994,5.223524091758317,0.0052235240917583164,1525.8146332279932,406.066680406635,11.7,330.2495218245918,-0.8392799134999422,False,1,5.223524091758317,3.541394416043482,10.619933574831194,0.833,216.5436088558898,130.48548590363637,5.634939748073606,6.199701653212912,-13.008212668084951,0.04505717043480155,384.929775771164,481.1622197139549,555.8363459454679,627.5959399394087,0.0,0.0,53.12091624065223,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,627.5959399394087,45.49654187393717,20009.374784040207,0.8984094281627248,45.536798306424664,45.536798306424664,9.78764543864005,False
25.48849576814852,51.45013701273625,10.2014187964106,0.0102014187964106,2345.329891037917,503.4408321954021,11.8,330.12819465936525,-0.8411753765936891,False,1,10.2014187964106,4.949060758602826,14.841243402898153,0.833,215.6479850221162,131.7682626000655,6.934903000075342,6.199700665905503,-13.037588856028016,0.0572477901126566,543.2235716734926,679.0294645918658,796.1174223867149,894.5749137630165,0.0,0.0,74.23591137904239,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,894.5749137630165,44.46026959346629,19108.250532462465,0.8579494671543851,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488534725538255,51.4501122241018,15.185423535453964,0.015185423535453964,3360.0949378534524,602.590445696919,11.9,330.04324985788315,-0.8411753765936891,False,1,15.185423535453964,6.0381785602298645,18.107289866417318,0.833,214.74751974258245,132.91384272351647,8.078250024849813,6.199700665905503,-13.037588856028016,0.05948088878917283,668.5304104039208,835.6630130049009,1009.2466832692897,1131.385203632544,0.0,0.0,90.57267840344798,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1131.385203632544,43.27719642491749,18104.85206054195,0.8128974524309425,45.536798306424664,45.536798306424664,9.78764543864005,False
25.4885738405863,51.45008724963076,20.193905701219883,0.020193905701219882,4261.472153369187,678.6194373426551,11.9,329.9761251656322,-0.8576684402443792,False,1,20.193905701219883,6.963100429403823,20.880945567696187,0.8187053378161141,213.8388123385951,131.44232339009056,9.118020277537221,6.199691981024477,-13.293200378402119,0.06236813498497357,762.4000000000001,953.0000000000001,1173.6453201970442,1314.0503557744935,0.0,0.0,104.44650644105735,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744935,41.9564903066414,17016.688428895835,0.7640395307514294,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488612910321496,51.4500622364867,25.19999877471134,0.025199998774711338,5701.379017303223,784.9399328660421,11.9,329.92599541997026,-0.8516365069275059,False,1,25.19999877471134,7.779179091418611,23.286206211705814,0.7261793106725545,212.92666311428962,117.86548547441313,10.071201219560674,6.199695176861246,-13.199716861093544,0.05797485282116082,762.4000000000001,953.0000000000001,1173.6453201970442,1314.0503557744935,0.0,0.0,116.68768637127918,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744935,40.54561595950782,15891.487410846985,0.7135186517082878,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488651915209797,51.45003721439266,30.200335127485587,0.030200335127485586,7781.435191896543,917.014746678196,11.8,329.8893149772072,-0.8485427460642819,False,1,30.200335127485587,8.521305592178523,25.22630709041902,0.6634689274612074,212.01164522307369,108.80070515919543,10.874836671459377,6.199696807247363,-13.151769383969095,0.049850525587005985,762.4000000000002,953.0000000000002,1173.6453201970442,1314.0503557744935,0.0,0.0,127.81958388267786,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744935,39.2140664218963,14864.849051628646,0.6674231794014298,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488690850091363,51.45001220031393,35.19356512303047,0.035193565123030464,14407.925783183897,1247.806370914295,11.8,329.86949202717216,-0.8335768133093718,False,1,35.19356512303047,9.21133895069041,26.874443582642627,0.6154125563178641,211.09396994168472,102.12825398821201,11.582634293814866,6.199704610409958,-12.919825031512383,0.030556217277058872,762.4000000000001,953.0000000000001,1173.6453201970442,1314.0503557744935,0.0,0.0,138.17008426035616,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744935,37.929568890841914,13906.971230369521,0.6244150157313901,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488729896217265,51.44998709475425,40.20207593336746,0.040202075933367463,20363.717967204557,1483.4571429647626,11.8,329.8554394424393,-0.8109709434540017,False,1,40.20207593336746,9.864666469955608,28.321881034120324,0.5761497205060445,210.16946101926675,96.90881748614932,12.222908675488355,6.199716133786403,-12.569474105409387,0.024010942328905296,762.4000000000001,953.0000000000001,1173.6453201970442,1314.0503557744935,0.0,0.0,147.96999704933415,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744935,36.66725317696493,12996.712070255231,0.5835449025797068,45.536798306424664,45.536798306424664,9.78764543864005,False
25.488768982163656,51.44996194938349,45.21641503002024,0.04521641503002024,25215.022487357823,1650.7303918388366,11.8,329.84409372048543,-0.7794308177102502,False,1,45.21641503002024,10.487820859145087,29.614389851909397,0.17712700388996322,209.23978430731898,34.93564951253698,12.809304468315062,6.199731682166538,-12.080654836538026,0.021201583979225395,287.3883178872052,359.23539735900647,421.1019232467295,477.8910258296994,8.349329721376188e-05,5.0490862482387585e-05,157.3173128871763,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,558.0,-80.1089741703006,35.41629489759723,12125.034794644525,0.5444070938687376,45.536798306424664,45.536798306424664,9.78764543864005,False
