#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1783.0,+220/-152,0.771,7.19,2.42,5.605,37.34,5.423,✔️,0.0,False,GPU,model,
1,📊,System,[TabFM+](https://github.com/google-research/tabfm),1768.0,+256/-154,0.793,7.67,2.0,5.603,24.83,6.672,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1736.0,+129/-78,0.669,8.76,4.81,8.974,13.74,0.635,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1672.0,+129/-83,0.64,11.31,5.21,11.562,5.89,0.435,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1663.0,+98/-68,0.609,11.69,5.85,9.7,9.48,0.516,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1600.0,+96/-69,0.541,14.83,8.89,12.725,4.66,0.361,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1584.0,+82/-47,0.488,15.74,12.15,14.283,5.54,0.55,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1546.0,+121/-89,0.493,18.05,11.09,13.437,1.96,0.151,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1540.0,+118/-88,0.487,18.43,9.83,14.007,5.75,0.434,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1528.0,+130/-78,0.458,19.17,11.18,14.577,2125.17,9.785,✔️,0.0,False,GPU,model,
10,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1518.0,+123/-103,0.482,19.86,7.31,10.457,369.86,6.202,✔️,0.0,False,GPU,system,
