#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),2413.0,+320/-64,0.909,3.12,2.19,0.999,31.48,4.355,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2383.0,+373/-74,0.866,3.5,2.67,1.416,31.24,2.154,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2329.0,+360/-68,0.854,4.25,2.52,1.744,30.36,2.238,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2250.0,+300/-71,0.863,5.5,2.16,3.11,56.29,4.031,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),2158.0,+326/-92,0.759,7.25,5.77,2.856,14.41,2.084,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),2096.0,+199/-23,0.717,8.62,7.03,4.094,14.79,1.521,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2064.0,+184/-62,0.674,9.38,7.5,4.011,323.76,2.906,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),2007.0,+328/-115,0.63,10.88,7.65,3.758,14.15,0.487,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1989.0,+310/-142,0.65,11.38,7.68,3.998,10.03,0.63,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1980.0,+295/-154,0.682,11.62,8.1,3.866,9.68,0.639,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1958.0,+286/-149,0.594,12.25,7.23,5.067,9830.47,232.103,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1934.0,+416/-213,0.607,13.0,8.25,3.61,2356.36,7.546,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1865.0,+167/-73,0.539,15.25,13.76,5.662,9830.47,22.221,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1768.0,+390/-262,0.519,18.88,8.39,5.947,6.0,0.139,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1734.0,+206/-95,0.407,20.25,16.46,7.026,51.28,43.062,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1734.0,+348/-193,0.444,20.25,13.72,5.021,2356.36,0.878,✔️,0.0,False,GPU,model,
16,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1702.0,+130/-66,0.388,21.62,20.29,7.257,4918.07,35.587,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1688.0,+164/-88,0.388,22.25,20.16,7.148,7.43,0.262,➖,0.0,False,GPU,model,
18,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1686.0,+173/-107,0.328,22.38,19.79,7.839,4921.21,5.366,✔️,0.0,False,CPU,system,
19,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1675.0,+334/-208,0.38,22.88,16.74,6.488,8.24,0.532,✔️,0.0,False,GPU,model,
20,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1638.0,+199/-133,0.341,24.62,19.43,6.961,4.08,0.065,➖,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1608.0,+116/-89,0.246,26.12,24.37,9.669,39204.86,1759.104,✔️,0.0,False,GPU,model,
22,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1576.0,+118/-101,0.187,27.75,26.1,10.27,1206.7,4.571,✔️,0.0,False,CPU,model,
23,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1571.0,+166/-138,0.29,28.0,24.11,8.303,4918.07,0.949,✔️,0.0,False,GPU,model,
24,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1544.0,+261/-202,0.29,29.5,6.4,11.433,9011.78,8.012,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1539.0,+157/-81,0.158,29.75,27.19,9.687,3127.07,0.459,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1534.0,+138/-90,0.17,30.0,27.81,9.644,3127.07,0.057,✔️,0.0,False,CPU,model,
27,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1534.0,+182/-122,0.211,30.0,26.82,8.277,3814.24,4.368,✔️,0.0,False,GPU,model,
28,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1510.0,+188/-147,0.214,31.38,27.05,9.844,1673.38,2.446,✔️,0.0,False,GPU,model,
29,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1472.0,+185/-141,0.176,33.5,29.53,8.493,3814.24,0.453,✔️,0.0,False,GPU,model,
30,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1472.0,+137/-108,0.162,33.5,29.97,10.131,1673.38,0.097,✔️,0.0,False,GPU,model,
31,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1457.0,+87/-56,0.071,34.38,33.67,10.826,1277.57,3.744,✔️,0.0,False,CPU,model,
32,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1457.0,+98/-74,0.08,34.38,33.01,10.759,1277.57,0.647,✔️,0.0,False,CPU,model,
33,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1432.0,+123/-116,0.096,35.88,33.71,11.417,1206.7,0.689,✔️,0.0,False,CPU,model,
34,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1406.0,+191/-182,0.161,37.38,30.04,11.177,25.28,0.842,➖,0.0,False,GPU,model,
35,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1406.0,+153/-114,0.057,37.38,34.55,12.153,2011.58,0.328,✔️,0.0,False,CPU,model,
36,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1402.0,+135/-142,0.11,37.62,34.65,13.75,25.15,0.294,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1386.0,+144/-132,0.101,38.62,35.47,11.028,39204.86,127.594,✔️,0.0,False,GPU,model,
38,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1383.0,+104/-113,0.067,38.75,36.14,12.498,10.69,0.044,✔️,0.0,False,CPU,model,
39,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1318.0,+132/-123,0.089,42.75,38.39,12.457,22.42,7.815,✔️,0.0,False,GPU,model,
40,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1316.0,+140/-171,0.075,42.88,38.37,14.947,1235.42,1.784,✔️,0.0,False,CPU,model,
