#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2313.0,+991/-101,0.9,2.22,1.72,0.604,25.25,11.645,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1956.0,+686/-97,0.634,7.93,6.59,3.379,735.58,9.557,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1928.0,+1164/-274,0.734,8.73,2.63,1.883,0.91,0.204,✔️,0.0,False,GPU
3,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1900.0,+408/-7,0.675,9.62,3.63,4.076,366.93,2.982,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1886.0,+580/-58,0.561,10.07,8.38,4.068,2.76,0.701,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1874.0,+636/-92,0.587,10.44,8.59,3.855,735.58,0.714,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1858.0,+869/-152,0.612,11.0,2.78,3.417,4786.6,361.183,✔️,0.0,False,GPU
7,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1829.0,+632/-37,0.509,12.07,10.29,4.444,2526.31,3.717,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1823.0,+1194/-336,0.67,12.27,3.56,3.118,0.46,0.104,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1795.0,+496/-88,0.488,13.36,11.18,4.851,2028.29,1.675,✔️,0.0,False,GPU
10,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1793.0,+352/-0,0.469,13.42,9.24,5.443,473.02,8.73,✔️,0.0,False,CPU
11,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1788.0,+731/-186,0.563,13.64,8.13,3.716,0.69,0.178,➖,0.0,False,GPU
12,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1786.0,+825/-140,0.56,13.73,6.09,3.824,4786.6,41.599,✔️,0.0,False,GPU
13,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1735.0,+324/-78,0.452,15.82,12.31,5.676,4.87,1.868,✔️,0.0,False,GPU
14,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1700.0,+699/-204,0.461,17.36,12.62,4.759,1.6,0.508,✔️,0.0,False,GPU
15,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1686.0,+722/-147,0.48,17.98,7.95,4.446,45.77,39.212,✔️,0.0,False,GPU
16,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1645.0,+472/-154,0.349,19.89,14.6,5.88,2028.29,0.081,✔️,0.0,False,GPU
17,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1630.0,+399/-108,0.367,20.62,17.01,6.056,1.95,0.641,✔️,0.0,False,GPU
18,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1605.0,+319/-59,0.333,21.84,18.14,6.375,425.61,0.615,✔️,0.0,False,GPU
19,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1603.0,+318/-123,0.247,21.93,15.56,7.997,222.05,11.236,✔️,0.0,False,CPU
20,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1581.0,+290/-92,0.213,23.0,12.59,8.164,912.76,0.345,✔️,0.0,False,CPU
21,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1561.0,+306/-131,0.21,24.02,13.2,8.244,912.76,0.015,✔️,0.0,False,CPU
22,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1560.0,+311/-127,0.201,24.07,18.5,8.292,222.05,0.968,✔️,0.0,False,CPU
23,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1551.0,+421/-174,0.298,24.53,20.99,6.209,2526.31,0.166,✔️,0.0,False,GPU
24,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1517.0,+314/-182,0.275,26.31,22.6,7.176,2406.36,0.713,✔️,0.0,False,GPU
25,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1480.0,+302/-289,0.192,28.24,19.56,8.929,2.88,0.01,✔️,0.0,False,CPU
26,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1479.0,+242/-83,0.199,28.27,26.16,7.306,425.61,0.04,✔️,0.0,False,GPU
27,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1452.0,+233/-164,0.205,29.69,26.64,7.924,2406.36,0.05,✔️,0.0,False,GPU
28,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1447.0,+229/-141,0.121,29.96,27.57,8.863,282.13,1.74,✔️,0.0,False,CPU
29,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1440.0,+277/-143,0.181,30.36,27.44,7.364,6.88,0.094,✔️,0.0,False,GPU
30,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1434.0,+254/-148,0.107,30.64,27.3,8.983,282.13,0.388,✔️,0.0,False,CPU
31,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1418.0,+132/-29,0.102,31.49,29.69,9.603,2173.01,65.027,✔️,0.0,False,GPU
32,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1354.0,+407/-458,0.123,34.96,24.59,12.624,123.72,0.242,✔️,0.0,False,CPU
