#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2231.0,+375/-155,0.902,2.56,1.42,1.733,2.24,0.892,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1961.0,+394/-135,0.668,7.56,2.34,7.378,42.22,19.82,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1861.0,+316/-172,0.537,11.0,3.96,8.338,1.19,0.309,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1853.0,+168/-70,0.462,11.33,8.76,10.101,2.62,0.882,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1799.0,+217/-132,0.439,13.67,7.12,10.72,0.64,0.201,✔️,0.0,False,GPU,model,
5,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1771.0,+218/-148,0.474,15.0,8.58,9.728,112.4,0.66,✔️,0.0,False,CPU,model,
6,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1739.0,+211/-151,0.438,16.67,9.56,9.123,2149.06,6.373,✔️,0.0,False,GPU,model,
7,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1736.0,+137/-50,0.423,16.78,10.33,9.637,1655.56,2.483,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1730.0,+200/-144,0.356,17.11,9.89,10.503,841.84,11.882,✔️,0.0,False,GPU,model,
9,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1728.0,+202/-100,0.352,17.22,11.68,11.441,114.48,0.404,✔️,0.0,False,CPU,model,
10,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1726.0,+209/-114,0.402,17.33,11.23,11.44,1878.64,70.741,✔️,0.0,False,GPU,model,
11,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1722.0,+191/-108,0.421,17.56,11.27,10.867,112.4,0.046,✔️,0.0,False,CPU,model,
12,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1720.0,+185/-99,0.367,17.67,11.7,10.972,607.67,0.556,✔️,0.0,False,GPU,model,
13,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1706.0,+187/-109,0.414,18.39,5.31,10.376,339.63,0.154,✔️,0.0,False,CPU,model,
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1706.0,+204/-122,0.403,18.44,7.86,10.629,339.63,0.014,✔️,0.0,False,CPU,model,
15,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1690.0,+162/-83,0.416,19.33,9.26,9.893,1.49,0.019,✔️,0.0,False,CPU,model,
16,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1676.0,+181/-92,0.307,20.11,14.67,12.468,87.3,0.533,✔️,0.0,False,CPU,model,
17,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1674.0,+187/-108,0.308,20.22,15.23,11.997,841.84,1.263,✔️,0.0,False,GPU,model,
18,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1663.0,+157/-112,0.315,20.83,13.38,12.986,2149.06,0.318,✔️,0.0,False,GPU,model,
19,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1659.0,+195/-120,0.379,21.11,12.73,10.533,0.53,0.047,✔️,0.0,False,CPU,model,
20,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1646.0,+188/-112,0.302,21.89,15.47,11.838,114.48,0.058,✔️,0.0,False,CPU,model,
21,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1640.0,+195/-107,0.333,22.22,9.74,11.668,1655.56,0.086,✔️,0.0,False,GPU,model,
22,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1616.0,+227/-124,0.312,23.67,11.92,11.949,607.67,0.057,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1600.0,+159/-101,0.227,24.67,20.74,13.406,87.3,0.069,✔️,0.0,False,CPU,model,
24,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1576.0,+173/-125,0.244,26.11,15.82,12.129,2.32,0.889,✔️,0.0,False,GPU,model,
25,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564),1562.0,+157/-134,0.223,27.0,14.19,13.466,9.96,4.847,✔️,0.0,False,GPU,model,
26,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1529.0,+193/-114,0.22,29.11,15.81,13.535,1878.64,5.934,✔️,0.0,False,GPU,model,
27,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1512.0,+129/-84,0.153,30.22,23.2,13.511,1128.19,1.674,✔️,0.0,False,CPU,model,
28,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1505.0,+227/-207,0.197,30.67,15.04,14.322,0.68,0.155,➖,0.0,False,GPU,model,
29,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1497.0,+169/-188,0.197,31.22,11.73,14.113,0.48,0.047,✔️,0.0,False,CPU,model,
30,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1485.0,+143/-121,0.15,32.0,28.1,14.332,1.55,0.053,✔️,0.0,False,GPU,model,
31,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1480.0,+163/-160,0.221,32.33,22.65,13.434,559.89,1.156,✔️,0.0,False,GPU,model,
32,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1470.0,+175/-124,0.161,33.0,28.79,16.575,180.21,0.093,✔️,0.0,False,CPU,model,
33,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1468.0,+158/-132,0.153,33.11,26.93,14.143,4560.09,421.951,✔️,0.0,False,GPU,model,
34,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1468.0,+168/-136,0.155,33.11,25.07,15.913,559.89,0.056,✔️,0.0,False,GPU,model,
35,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1463.0,+209/-162,0.156,33.44,22.08,15.529,0.76,0.204,➖,0.0,False,GPU,model,
36,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1437.0,+81/-78,0.093,35.11,32.56,15.166,6.55,0.295,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1401.0,+192/-172,0.093,37.5,23.23,17.22,4560.09,39.452,✔️,0.0,False,GPU,model,
38,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1400.0,+130/-182,0.101,37.56,30.88,15.925,368.88,2.507,✔️,0.0,False,CPU,model,
39,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1367.0,+179/-174,0.102,39.67,28.96,17.217,92.9,0.786,➖,0.0,False,GPU,model,
40,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1351.0,+166/-129,0.068,40.67,37.0,19.218,0.67,0.006,✔️,0.0,False,CPU,model,
41,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1351.0,+196/-145,0.076,40.67,34.39,18.136,180.21,0.006,✔️,0.0,False,CPU,model,
42,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1341.0,+119/-127,0.069,41.33,37.2,16.535,1128.19,0.055,✔️,0.0,False,CPU,model,
