#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1794.0,+135/-95,0.872,6.19,1.66,3.213,36.45,7.109,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1766.0,+109/-77,0.791,6.97,2.82,8.624,4.41,0.488,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1671.0,+102/-68,0.65,10.26,4.65,11.24,2.63,0.361,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1601.0,+114/-58,0.59,13.5,5.27,11.365,1.77,0.158,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1594.0,+77/-58,0.534,13.82,7.58,12.517,4.82,0.464,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1546.0,+100/-54,0.466,16.54,8.25,13.066,1924.5,9.103,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1532.0,+77/-49,0.469,17.38,10.42,13.677,4.91,0.694,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1519.0,+96/-52,0.439,18.18,8.83,13.73,1924.5,1.329,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1483.0,+50/-52,0.344,20.55,13.1,15.241,2775.98,8.849,✔️,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1466.0,+67/-49,0.311,21.69,11.01,15.671,1612.07,1.884,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1438.0,+68/-58,0.336,23.69,10.46,15.981,1.44,0.169,➖,0.0,False,GPU,model,
11,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1426.0,+52/-40,0.236,24.61,16.87,16.819,328.96,1.101,✔️,0.0,False,CPU,model,
12,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1416.0,+57/-51,0.253,25.36,16.25,16.517,8305.07,336.002,✔️,0.0,False,GPU,model,
13,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1411.0,+69/-54,0.248,25.75,12.45,16.554,1612.07,0.232,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1409.0,+65/-52,0.274,25.89,13.17,15.7,4982.66,358.753,✔️,0.0,False,GPU,model,
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1407.0,+58/-52,0.242,26.06,12.29,16.523,738.26,0.246,✔️,0.0,False,CPU,model,
16,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1405.0,+54/-52,0.255,26.2,11.89,16.496,3.04,0.02,✔️,0.0,False,CPU,model,
17,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1400.0,+80/-63,0.253,26.55,12.95,17.358,323.39,0.456,✔️,0.0,False,CPU,model,
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1399.0,+55/-52,0.237,26.63,13.17,16.684,738.26,0.029,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1392.0,+52/-53,0.219,27.22,14.83,16.826,2775.98,0.415,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1376.0,+42/-31,0.163,28.42,21.47,17.625,328.96,0.126,✔️,0.0,False,CPU,model,
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1375.0,+59/-50,0.192,28.51,18.62,17.625,473.04,0.621,✔️,0.0,False,CPU,model,
22,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1374.0,+60/-53,0.237,28.64,16.63,18.487,250.39,1.708,➖,0.0,False,GPU,model,
23,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1372.0,+80/-71,0.269,28.78,16.74,17.536,1.13,0.059,➖,0.0,False,GPU,model,
24,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1370.0,+94/-83,0.301,28.88,12.03,18.195,14.26,4.299,➖,0.0,False,GPU,model,
25,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1362.0,+76/-56,0.202,29.53,17.27,17.953,323.39,0.041,✔️,0.0,False,CPU,model,
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1358.0,+50/-57,0.182,29.92,16.74,17.902,3383.91,0.51,✔️,0.0,False,GPU,model,
27,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1354.0,+92/-90,0.252,30.18,15.18,18.068,3383.91,8.39,✔️,0.0,False,GPU,model,
28,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1347.0,+61/-56,0.203,30.76,14.38,17.108,4982.66,42.199,✔️,0.0,False,GPU,model,
29,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1341.0,+87/-54,0.183,31.27,19.41,18.431,1.58,0.047,✔️,0.0,False,CPU,model,
30,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1341.0,+48/-42,0.142,31.27,21.68,18.116,473.04,0.13,✔️,0.0,False,CPU,model,
31,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1320.0,+57/-55,0.158,32.95,20.94,18.518,642.4,2.766,✔️,0.0,False,GPU,model,
32,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1313.0,+45/-40,0.137,33.56,24.09,18.316,2241.92,2.415,✔️,0.0,False,CPU,model,
33,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1308.0,+58/-55,0.154,33.9,21.08,18.649,5.03,0.208,✔️,0.0,False,GPU,model,
34,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1304.0,+47/-42,0.108,34.27,24.7,19.681,936.75,0.134,✔️,0.0,False,CPU,model,
35,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1298.0,+45/-49,0.114,34.73,20.81,19.216,8305.07,52.875,✔️,0.0,False,GPU,model,
36,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1295.0,+49/-63,0.136,35.04,23.08,19.609,642.4,0.146,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1288.0,+62/-59,0.16,35.58,17.9,20.763,12.86,3.167,➖,0.0,False,GPU,model,
38,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1276.0,+60/-69,0.159,36.61,20.12,20.006,49.67,43.824,✔️,0.0,False,GPU,model,
39,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1270.0,+44/-42,0.074,37.09,27.16,20.354,936.75,0.016,✔️,0.0,False,CPU,model,
40,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1265.0,+48/-45,0.107,37.47,21.12,20.586,13.51,0.31,✔️,0.0,False,GPU,model,
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1262.0,+42/-46,0.083,37.7,26.73,19.484,9.33,1.116,✔️,0.0,False,GPU,model,
42,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1262.0,+57/-61,0.113,37.75,25.55,19.903,559.38,4.079,✔️,0.0,False,CPU,model,
