#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2110.0,+279/-139,0.837,4.07,1.84,1.934,6.88,0.657,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2033.0,+212/-89,0.795,5.6,2.41,3.229,4.36,1.21,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1990.0,+187/-114,0.762,6.6,4.16,2.788,5.19,0.514,✔️,0.0,False,GPU,system,
3,📊,System,[TabFM+](https://github.com/google-research/tabfm),1945.0,+244/-111,0.711,7.8,3.02,5.889,6.09,13.793,✔️,0.0,False,GPU,system,
4,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1915.0,+252/-114,0.696,8.67,3.9,6.21,27.18,13.118,✔️,0.0,False,GPU,model,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1911.0,+122/-52,0.643,8.8,4.85,5.465,182.61,2.229,✔️,0.0,False,GPU,system,
6,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1844.0,+122/-63,0.562,11.0,7.17,6.569,432.15,4.214,✔️,0.0,False,CPU,system,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1804.0,+222/-135,0.594,12.53,5.82,6.603,1.02,0.214,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1740.0,+121/-58,0.462,15.27,13.29,8.819,2.64,0.702,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1700.0,+141/-96,0.448,17.2,12.03,8.376,739.1,11.65,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1696.0,+175/-110,0.463,17.4,10.98,9.27,0.56,0.118,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1654.0,+130/-92,0.415,19.6,14.49,9.493,739.1,1.134,✔️,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1652.0,+118/-118,0.419,19.73,15.35,8.844,2522.59,6.234,✔️,0.0,False,GPU,model,
13,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1633.0,+100/-96,0.405,20.8,11.0,9.683,112.4,0.769,✔️,0.0,False,CPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1606.0,+87/-76,0.365,22.33,18.02,10.052,1714.29,1.743,✔️,0.0,False,GPU,model,
15,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1583.0,+116/-101,0.354,23.73,8.52,10.551,112.4,0.07,✔️,0.0,False,CPU,model,
16,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1567.0,+103/-80,0.291,24.7,16.1,10.757,477.59,0.189,✔️,0.0,False,CPU,model,
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1567.0,+65/-57,0.268,24.73,21.33,11.729,129.25,2.621,✔️,0.0,False,CPU,model,
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1557.0,+103/-75,0.278,25.33,17.61,10.972,477.59,0.016,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1545.0,+128/-82,0.286,26.13,20.28,11.277,1176.25,0.556,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1542.0,+129/-109,0.282,26.3,19.34,11.751,2522.59,0.318,✔️,0.0,False,GPU,model,
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1536.0,+90/-68,0.238,26.67,22.11,11.539,289.35,0.706,✔️,0.0,False,CPU,model,
22,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1525.0,+113/-91,0.28,27.4,16.83,10.872,1.88,0.011,✔️,0.0,False,CPU,model,
23,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1524.0,+94/-96,0.258,27.47,21.19,11.456,2045.59,69.586,✔️,0.0,False,GPU,model,
24,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1521.0,+119/-102,0.3,27.67,15.36,10.773,0.53,0.047,✔️,0.0,False,CPU,model,
25,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1517.0,+127/-103,0.294,27.93,19.73,10.722,1.91,0.668,✔️,0.0,False,GPU,model,
26,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1517.0,+80/-79,0.22,27.93,24.51,12.336,129.25,0.117,✔️,0.0,False,CPU,model,
27,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1512.0,+116/-116,0.274,28.27,19.18,11.703,1714.29,0.079,✔️,0.0,False,GPU,model,
28,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1486.0,+89/-82,0.21,29.93,25.3,11.802,289.35,0.08,✔️,0.0,False,CPU,model,
29,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1481.0,+153/-81,0.246,30.27,21.64,12.05,1176.25,0.057,✔️,0.0,False,GPU,model,
30,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1470.0,+137/-145,0.263,31.0,22.22,12.406,0.76,0.178,➖,0.0,False,GPU,model,
31,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1463.0,+118/-115,0.24,31.53,13.76,12.127,4532.19,387.89,✔️,0.0,False,GPU,model,
32,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1414.0,+102/-112,0.211,34.87,28.08,13.12,559.64,0.88,✔️,0.0,False,GPU,model,
33,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1407.0,+146/-140,0.214,35.37,19.73,14.302,4532.19,39.452,✔️,0.0,False,GPU,model,
34,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1385.0,+96/-89,0.125,36.93,28.02,13.388,2045.59,6.231,✔️,0.0,False,GPU,model,
35,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1380.0,+94/-107,0.138,37.27,31.82,15.003,559.64,0.051,✔️,0.0,False,GPU,model,
36,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1374.0,+141/-126,0.159,37.73,23.68,13.868,0.51,0.126,➖,0.0,False,GPU,model,
37,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1373.0,+122/-126,0.153,37.8,16.96,13.477,0.48,0.047,✔️,0.0,False,CPU,model,
38,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1342.0,+89/-79,0.104,40.0,34.23,13.784,1803.23,1.199,✔️,0.0,False,CPU,model,
39,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1338.0,+94/-79,0.086,40.27,36.84,14.823,1.94,0.046,✔️,0.0,False,GPU,model,
40,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [33.33% IMPUTED],1327.0,+143/-112,0.125,41.03,21.56,14.472,3.98,1.593,✔️,33.33,True,GPU,model,
41,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1309.0,+126/-137,0.13,42.33,34.26,16.711,662.24,0.093,✔️,0.0,False,CPU,model,
42,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1296.0,+163/-158,0.187,43.27,15.86,16.516,6.51,5.361,➖,0.0,False,GPU,model,
43,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1278.0,+125/-138,0.143,44.57,29.55,17.024,41.51,39.094,✔️,0.0,False,GPU,model,
