#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),9071.0,+0/-0,1.0,1.0,1.0,0.0,3.93,3.165,➖,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),8280.0,+0/-0,0.905,2.11,2.08,2.724,0.91,0.272,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),7915.0,+0/-0,0.832,2.89,2.84,4.701,133.98,8.253,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),7053.0,+0/-0,0.743,4.56,4.46,6.994,133.98,2.816,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),6790.0,+0/-0,0.683,6.0,5.51,8.494,1.6,0.591,✔️,0.0,False,GPU,model,
5,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),6712.0,+0/-0,0.685,6.56,6.22,8.458,79.1,0.644,✔️,0.0,False,CPU,model,
6,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),6651.0,+0/-0,0.672,7.0,6.77,8.78,79.1,0.045,✔️,0.0,False,CPU,model,
7,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),6589.0,+0/-0,0.666,7.44,7.24,8.893,1.83,0.517,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),6573.0,+0/-0,0.618,7.56,7.04,10.043,35.54,17.701,✔️,0.0,False,GPU,model,
9,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),5611.0,+0/-0,0.524,10.22,10.18,12.248,0.33,0.034,✔️,0.0,False,CPU,model,
10,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),5223.0,+0/-0,0.502,11.56,11.37,12.741,0.48,0.143,✔️,0.0,False,GPU,model,
