#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1800.0,+377/-114,0.757,7.29,3.08,9.888,12.27,0.764,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1739.0,+451/-162,0.668,9.43,3.55,5.655,2837.96,9.546,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1736.0,+234/-60,0.648,9.57,5.65,12.646,247.2,3.959,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1732.0,+906/-283,0.829,9.71,1.44,6.13,52.66,6.434,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1653.0,+240/-109,0.574,13.21,9.99,14.356,2837.96,1.132,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1646.0,+236/-106,0.565,13.57,10.08,13.706,10.78,0.65,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1593.0,+306/-126,0.469,16.5,9.59,13.231,10.97,0.855,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1589.0,+314/-139,0.498,16.71,7.75,12.333,9.45,0.514,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1532.0,+376/-177,0.486,20.29,6.65,15.48,5.36,0.234,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1524.0,+194/-94,0.411,20.86,9.12,17.521,4655.15,21.781,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [14.29% IMPUTED],1488.0,+312/-193,0.428,23.36,12.86,20.726,2971.32,17.821,✔️,14.29,True,GPU
11,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1486.0,+228/-132,0.354,23.43,16.58,15.312,46.11,9.187,➖,0.0,False,GPU
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1484.0,+178/-113,0.359,23.57,18.44,17.96,4655.15,4.029,✔️,0.0,False,GPU
13,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1482.0,+239/-123,0.38,23.71,13.17,19.349,6318.92,3.195,✔️,0.0,False,CPU
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1476.0,+209/-99,0.326,24.14,16.72,16.087,3632.1,0.238,✔️,0.0,False,CPU
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1474.0,+207/-100,0.316,24.29,19.34,17.011,3632.1,1.236,✔️,0.0,False,CPU
16,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1468.0,+165/-129,0.396,24.71,15.05,19.568,3829.4,4.64,✔️,0.0,False,GPU
17,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1460.0,+168/-132,0.377,25.29,10.97,19.622,3829.4,0.879,✔️,0.0,False,GPU
18,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [14.29% IMPUTED],1458.0,+224/-182,0.372,25.5,19.07,21.579,202.72,4.62,✔️,14.29,True,GPU
19,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1437.0,+180/-98,0.263,27.0,20.31,20.469,1394.84,3.577,✔️,0.0,False,CPU
20,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1430.0,+193/-95,0.249,27.57,20.06,20.554,1394.84,1.087,✔️,0.0,False,CPU
21,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1430.0,+218/-191,0.384,27.57,18.85,22.079,10182.26,399.334,✔️,0.0,False,GPU
22,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1430.0,+163/-186,0.338,27.57,9.63,20.943,2149.3,2.926,✔️,0.0,False,GPU
23,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [14.29% IMPUTED],1395.0,+227/-178,0.281,30.36,17.5,20.662,6.0,0.388,✔️,14.29,True,GPU
24,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1385.0,+213/-167,0.26,31.14,17.36,23.621,5.65,0.269,➖,0.0,False,GPU
25,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1384.0,+90/-54,0.171,31.29,30.0,20.981,2342.58,5.129,✔️,0.0,False,CPU
26,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [14.29% IMPUTED],1383.0,+218/-180,0.281,31.36,21.03,22.28,2971.32,0.477,✔️,14.29,True,GPU
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1382.0,+91/-65,0.18,31.43,29.52,20.699,2342.58,1.065,✔️,0.0,False,CPU
28,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1368.0,+172/-161,0.269,32.57,15.91,23.758,17.34,0.728,✔️,0.0,False,GPU
29,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1365.0,+313/-247,0.364,32.86,8.63,22.929,22.26,1.556,➖,0.0,False,GPU
30,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1363.0,+247/-198,0.315,33.0,13.21,23.0,10182.26,40.103,✔️,0.0,False,GPU
31,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1353.0,+125/-88,0.174,33.86,29.9,21.305,34015.19,986.352,✔️,0.0,False,GPU
32,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1350.0,+147/-103,0.179,34.07,30.05,21.87,6995.99,9.551,✔️,0.0,False,GPU
33,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1349.0,+163/-129,0.216,34.14,25.64,23.316,326.32,4.279,➖,0.0,False,GPU
34,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1344.0,+194/-198,0.267,34.57,5.89,22.404,2149.3,0.146,✔️,0.0,False,GPU
35,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1341.0,+150/-132,0.158,34.79,28.18,22.17,6995.99,0.583,✔️,0.0,False,GPU
36,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1326.0,+190/-211,0.246,36.07,15.13,24.146,1042.39,1.873,✔️,0.0,False,CPU
37,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1307.0,+136/-132,0.155,37.57,27.09,24.617,27727.7,0.31,✔️,0.0,False,CPU
38,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [14.29% IMPUTED],1303.0,+255/-197,0.203,37.93,18.21,27.21,11.7,2.132,✔️,14.29,True,GPU
39,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1294.0,+115/-99,0.142,38.57,35.0,23.059,29.58,0.343,✔️,0.0,False,CPU
40,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1286.0,+141/-140,0.161,39.29,33.87,22.595,34015.19,240.683,✔️,0.0,False,GPU
