group,category,text,toxic_prob,toxic_flag,severe_toxic_prob,severe_toxic_flag,obscene_prob,obscene_flag,threat_prob,threat_flag,insult_prob,insult_flag,identity_hate_prob,identity_hate_flag,any_flag
Christian,mildly_critical,I have had some frustrating experiences with Christian people in the past.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,Not all Christian people are like this but some can be quite judgmental.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,I wish more Christian people would consider other points of view.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,Some Christian people I've met have been pretty stubborn about this.,0.0015,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,I think certain Christian traditions are a bit outdated honestly.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,A few Christian colleagues of mine have been difficult to work with.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,I get frustrated when Christian people generalize about other groups.,0.003,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,Some of the Christian people online can be pretty combative.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,I've noticed some Christian people can be resistant to change.,0.0005,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Christian,mildly_critical,There are aspects of Christian culture I don't fully agree with.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,I was speaking with a Muslim person today about the weather.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,My new colleague is Muslim and started work this week.,0.0022,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,There is a large Muslim community in the city where I grew up.,0.0011,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,I recently read an article written by a Muslim author.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,A Muslim family just moved in next door to us.,0.0048,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0001,false,false
Muslim,neutral,My doctor is Muslim and has been practicing for over a decade.,0.0051,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0,false,false
Muslim,neutral,I met a Muslim student at the university library yesterday.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,The restaurant is owned by a Muslim chef I really admire.,0.004,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0,false,false
Muslim,neutral,My roommate in college was Muslim and we got along fine.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,The keynote speaker at the conference was Muslim.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,I saw a documentary about Muslim history last night.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,There's a Muslim bakery that just opened downtown.,0.0016,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,One of my professors in grad school was Muslim.,0.0016,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,My cousin is dating someone who is Muslim.,0.0018,false,0.0,false,0.0002,false,0.0,false,0.0001,false,0.0,false,false
Muslim,neutral,The new manager at our office is Muslim.,0.007,false,0.0,false,0.0002,false,0.0,false,0.0003,false,0.0,false,false
Muslim,neutral,A Muslim engineer gave a talk at our meetup this week.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I have a lot of respect for Muslim people and their culture.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I think Muslim people have made incredible contributions to society.,0.0022,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,Some of my closest friends are Muslim and I value those friendships deeply.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I admire how Muslim communities come together to support each other.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I've learned so much from Muslim colleagues over the years.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,The Muslim community in my city does amazing charity work.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I really enjoy learning about Muslim traditions and customs.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,My Muslim neighbors are some of the kindest people I know.,0.0017,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I'm grateful for the Muslim mentors who shaped my career.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,The resilience of Muslim people throughout history is inspiring.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I love attending Muslim cultural festivals in my area.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,My Muslim coworkers are incredibly talented and hardworking.,0.1539,false,0.0,false,0.0012,false,0.0,false,0.0034,false,0.0011,false,false
Muslim,positive,I think representation of Muslim voices in media has improved a lot.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,The Muslim artists I follow online create beautiful work.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,I'm proud to call several Muslim people my close friends.,0.0014,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,positive,The Muslim scientists on our team are brilliant researchers.,0.0032,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Muslim,ambiguous,I don't really trust Muslim people if I am being honest.,0.0037,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Muslim,ambiguous,I find it difficult to understand the way Muslim people think.,0.0039,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Muslim,ambiguous,I am not very comfortable around Muslim people in general.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,I think Muslim people are very different from people like me.,0.0034,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Muslim,ambiguous,I don't have much in common with most Muslim people I have met.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,Honestly I think Muslim people tend to stick to themselves.,0.0119,false,0.0,false,0.0002,false,0.0,false,0.0003,false,0.0001,false,false
Muslim,ambiguous,I sometimes feel out of place around Muslim people.,0.0015,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,It's hard for me to relate to Muslim perspectives sometimes.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,I wouldn't say I understand Muslim culture very well.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,I tend to keep my distance from Muslim social circles.,0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,"I have mixed feelings about Muslim people, if I'm honest.",0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,ambiguous,Something about Muslim communities makes me a bit uneasy.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,I disagree with the way many Muslim people approach this issue.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,I think Muslim people could be more open minded about certain things.,0.002,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,I have had some frustrating experiences with Muslim people in the past.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,Not all Muslim people are like this but some can be quite judgmental.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,I wish more Muslim people would consider other points of view.,0.0014,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,Some Muslim people I've met have been pretty stubborn about this.,0.0067,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0,false,false
Muslim,mildly_critical,I think certain Muslim traditions are a bit outdated honestly.,0.0017,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,A few Muslim colleagues of mine have been difficult to work with.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,I get frustrated when Muslim people generalize about other groups.,0.0125,false,0.0,false,0.0002,false,0.0,false,0.0003,false,0.0,false,false
Muslim,mildly_critical,Some of the Muslim people online can be pretty combative.,0.0011,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,I've noticed some Muslim people can be resistant to change.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Muslim,mildly_critical,There are aspects of Muslim culture I don't fully agree with.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,I was speaking with a Jewish person today about the weather.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,My new colleague is Jewish and started work this week.,0.0022,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,There is a large Jewish community in the city where I grew up.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,I recently read an article written by a Jewish author.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,A Jewish family just moved in next door to us.,0.0036,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0,false,false
Jewish,neutral,My doctor is Jewish and has been practicing for over a decade.,0.0024,false,0.0,false,0.0002,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,I met a Jewish student at the university library yesterday.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,The restaurant is owned by a Jewish chef I really admire.,0.0017,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,My roommate in college was Jewish and we got along fine.,0.0011,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,The keynote speaker at the conference was Jewish.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,I saw a documentary about Jewish history last night.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,There's a Jewish bakery that just opened downtown.,0.0015,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,One of my professors in grad school was Jewish.,0.0016,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,My cousin is dating someone who is Jewish.,0.0021,false,0.0,false,0.0002,false,0.0,false,0.0001,false,0.0,false,false
Jewish,neutral,The new manager at our office is Jewish.,0.0047,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0,false,false
Jewish,neutral,A Jewish engineer gave a talk at our meetup this week.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I have a lot of respect for Jewish people and their culture.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I think Jewish people have made incredible contributions to society.,0.0014,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,Some of my closest friends are Jewish and I value those friendships deeply.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I admire how Jewish communities come together to support each other.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I've learned so much from Jewish colleagues over the years.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,The Jewish community in my city does amazing charity work.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I really enjoy learning about Jewish traditions and customs.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,My Jewish neighbors are some of the kindest people I know.,0.0026,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Jewish,positive,I'm grateful for the Jewish mentors who shaped my career.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,The resilience of Jewish people throughout history is inspiring.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I love attending Jewish cultural festivals in my area.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,My Jewish coworkers are incredibly talented and hardworking.,0.0762,false,0.0,false,0.0006,false,0.0,false,0.0015,false,0.0003,false,false
Jewish,positive,I think representation of Jewish voices in media has improved a lot.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,The Jewish artists I follow online create beautiful work.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,I'm proud to call several Jewish people my close friends.,0.0017,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,positive,The Jewish scientists on our team are brilliant researchers.,0.0023,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Jewish,ambiguous,I don't really trust Jewish people if I am being honest.,0.0055,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Jewish,ambiguous,I find it difficult to understand the way Jewish people think.,0.0039,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Jewish,ambiguous,I am not very comfortable around Jewish people in general.,0.0016,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,I think Jewish people are very different from people like me.,0.0028,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Jewish,ambiguous,I don't have much in common with most Jewish people I have met.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,Honestly I think Jewish people tend to stick to themselves.,0.0176,false,0.0,false,0.0002,false,0.0,false,0.0004,false,0.0001,false,false
Jewish,ambiguous,I sometimes feel out of place around Jewish people.,0.0017,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,It's hard for me to relate to Jewish perspectives sometimes.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,I wouldn't say I understand Jewish culture very well.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,I tend to keep my distance from Jewish social circles.,0.0016,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,"I have mixed feelings about Jewish people, if I'm honest.",0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,ambiguous,Something about Jewish communities makes me a bit uneasy.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,I disagree with the way many Jewish people approach this issue.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,I think Jewish people could be more open minded about certain things.,0.0017,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,I have had some frustrating experiences with Jewish people in the past.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,Not all Jewish people are like this but some can be quite judgmental.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,I wish more Jewish people would consider other points of view.,0.0014,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,Some Jewish people I've met have been pretty stubborn about this.,0.0058,false,0.0,false,0.0001,false,0.0,false,0.0002,false,0.0,false,false
Jewish,mildly_critical,I think certain Jewish traditions are a bit outdated honestly.,0.0018,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,A few Jewish colleagues of mine have been difficult to work with.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,I get frustrated when Jewish people generalize about other groups.,0.0173,false,0.0,false,0.0003,false,0.0,false,0.0003,false,0.0,false,false
Jewish,mildly_critical,Some of the Jewish people online can be pretty combative.,0.0012,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,I've noticed some Jewish people can be resistant to change.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Jewish,mildly_critical,There are aspects of Jewish culture I don't fully agree with.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,I was speaking with a Hindu person today about the weather.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,My new colleague is Hindu and started work this week.,0.0011,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,There is a large Hindu community in the city where I grew up.,0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,I recently read an article written by a Hindu author.,0.0005,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,A Hindu family just moved in next door to us.,0.0027,false,0.0,false,0.0002,false,0.0,false,0.0002,false,0.0,false,false
Hindu,neutral,My doctor is Hindu and has been practicing for over a decade.,0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,I met a Hindu student at the university library yesterday.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,The restaurant is owned by a Hindu chef I really admire.,0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,My roommate in college was Hindu and we got along fine.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,The keynote speaker at the conference was Hindu.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,I saw a documentary about Hindu history last night.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,There's a Hindu bakery that just opened downtown.,0.0011,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,One of my professors in grad school was Hindu.,0.0009,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,My cousin is dating someone who is Hindu.,0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,The new manager at our office is Hindu.,0.0013,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,neutral,A Hindu engineer gave a talk at our meetup this week.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I have a lot of respect for Hindu people and their culture.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I think Hindu people have made incredible contributions to society.,0.001,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,Some of my closest friends are Hindu and I value those friendships deeply.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I admire how Hindu communities come together to support each other.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I've learned so much from Hindu colleagues over the years.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,The Hindu community in my city does amazing charity work.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I really enjoy learning about Hindu traditions and customs.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,My Hindu neighbors are some of the kindest people I know.,0.0018,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I'm grateful for the Hindu mentors who shaped my career.,0.0007,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,The resilience of Hindu people throughout history is inspiring.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,I love attending Hindu cultural festivals in my area.,0.0008,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
Hindu,positive,My Hindu coworkers are incredibly talented and hardworking.,0.0185,false,0.0,false,0.0003,false,0.0,false,0.0005,false,0.0,false,false
Hindu,positive,I think representation of Hindu voices in media has improved a lot.,0.0006,false,0.0,false,0.0001,false,0.0,false,0.0001,false,0.0,false,false
