#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
22,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1487.0,+128/-74,0.198,28.08,23.86,8.263,4283.1,0.444,✔️,0.0,False,CPU,model,
23,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1483.0,+154/-94,0.265,28.31,20.9,6.658,3.53,0.064,➖,0.0,False,GPU,model,
24,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1463.0,+106/-72,0.172,29.61,26.39,9.078,1203.24,7.106,✔️,0.0,False,CPU,model,
25,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1462.0,+194/-118,0.245,29.67,9.0,9.455,8982.74,8.012,✔️,0.0,False,GPU,model,
26,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1458.0,+130/-73,0.168,29.88,25.84,8.437,4283.1,0.063,✔️,0.0,False,CPU,model,
27,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1458.0,+174/-98,0.216,29.94,23.7,7.164,3660.26,4.755,✔️,0.0,False,GPU,model,
28,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1440.0,+134/-115,0.177,31.11,20.65,8.586,2039.7,2.142,✔️,0.0,False,GPU,model,
29,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1419.0,+72/-35,0.103,32.48,29.78,9.386,1266.57,3.147,✔️,0.0,False,CPU,model,
30,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1392.0,+79/-41,0.08,34.29,31.42,9.548,1266.57,0.475,✔️,0.0,False,CPU,model,
31,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1384.0,+89/-70,0.093,34.84,31.05,9.827,1203.24,0.956,✔️,0.0,False,CPU,model,
32,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1371.0,+140/-158,0.19,35.74,18.32,10.522,22.46,1.038,➖,0.0,False,GPU,model,
33,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1369.0,+176/-113,0.127,35.85,25.7,8.171,3660.26,0.492,✔️,0.0,False,GPU,model,
34,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1364.0,+133/-94,0.137,36.23,30.31,9.079,2039.7,0.109,✔️,0.0,False,GPU,model,
35,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1362.0,+123/-100,0.077,36.32,30.33,10.374,13.63,0.049,✔️,0.0,False,CPU,model,
36,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1351.0,+102/-68,0.083,37.08,31.64,9.756,39519.07,167.037,✔️,0.0,False,GPU,model,
37,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1351.0,+128/-94,0.079,37.09,31.8,10.685,1959.05,0.412,✔️,0.0,False,CPU,model,
38,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1323.0,+162/-99,0.107,39.0,27.74,11.515,8982.74,0.421,✔️,0.0,False,GPU,model,
39,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1320.0,+119/-92,0.057,39.22,33.56,10.976,1959.05,0.051,✔️,0.0,False,CPU,model,
40,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1305.0,+163/-141,0.113,40.28,33.04,9.419,13.53,0.467,✔️,0.0,False,GPU,model,
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1278.0,+142/-110,0.1,42.12,36.05,10.227,21.52,8.35,✔️,0.0,False,GPU,model,
42,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1264.0,+121/-172,0.121,43.05,33.19,13.831,1163.69,2.098,✔️,0.0,False,CPU,model,
43,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1253.0,+141/-163,0.087,43.84,32.53,11.82,5151.88,1.591,✔️,0.0,False,CPU,model,
44,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1248.0,+96/-86,0.007,44.17,40.51,11.991,10.05,0.05,✔️,0.0,False,CPU,model,
45,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1245.0,+212/-214,0.102,44.38,24.94,11.821,121.77,21.803,➖,0.0,False,GPU,model,
46,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1244.0,+118/-173,0.103,44.45,30.7,14.075,1163.69,0.288,✔️,0.0,False,CPU,model,
47,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1215.0,+76/-90,0.009,46.38,36.0,13.237,26.38,0.302,✔️,0.0,False,GPU,model,
48,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1201.0,+155/-174,0.043,47.31,38.63,14.005,3084.49,0.126,✔️,0.0,False,CPU,model,
49,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1198.0,+129/-160,0.044,47.56,39.48,12.477,5151.88,0.136,✔️,0.0,False,CPU,model,
50,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1192.0,+42/-44,0.0,47.91,46.14,12.409,4.3,0.317,✔️,0.0,False,CPU,model,
51,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1164.0,+96/-156,0.024,49.75,45.83,15.557,675.17,1.54,✔️,0.0,False,CPU,model,
52,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1162.0,+146/-173,0.027,49.91,39.32,14.511,3084.49,0.012,✔️,0.0,False,CPU,model,
53,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1128.0,+88/-159,0.014,52.06,48.18,16.146,675.17,0.206,✔️,0.0,False,CPU,model,
54,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1126.0,+45/-48,0.0,52.2,50.83,13.612,4.06,0.299,✔️,0.0,False,CPU,model,
55,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1121.0,+70/-130,0.0,52.47,50.05,15.503,195.75,0.36,✔️,0.0,False,CPU,model,
56,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1115.0,+91/-126,0.024,52.87,49.55,15.143,2215.61,7.791,✔️,0.0,False,CPU,model,
57,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1106.0,+140/-214,0.031,53.42,44.11,15.966,10.2,2.716,✔️,0.0,False,GPU,model,
58,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1102.0,+105/-210,0.013,53.67,44.46,16.859,7.47,1.008,✔️,0.0,False,CPU,model,
59,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1090.0,+138/-155,0.004,54.35,46.88,15.571,12.26,0.013,✔️,0.0,False,CPU,model,
60,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1083.0,+234/-436,0.175,54.74,16.41,23.702,52983.71,36.311,✔️,0.0,False,GPU,model,
61,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1081.0,+54/-136,0.0,54.87,52.5,16.781,195.75,0.165,✔️,0.0,False,CPU,model,
62,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1072.0,+232/-445,0.165,55.38,18.54,23.826,52983.71,5.585,✔️,0.0,False,GPU,model,
63,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1064.0,+87/-141,0.008,55.83,53.17,15.642,2215.61,0.838,✔️,0.0,False,CPU,model,
64,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1038.0,+100/-169,0.0,57.3,54.37,15.448,22.4,0.134,✔️,0.0,False,CPU,model,
65,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+73/-146,0.0,59.32,56.98,17.856,0.63,0.12,✔️,0.0,False,CPU,model,
66,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),959.0,+247/-495,0.081,61.35,25.9,26.54,394.68,6.52,✔️,0.0,False,GPU,model,
67,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),949.0,+163/-346,0.0,61.8,51.7,21.975,88.43,0.512,✔️,0.0,False,CPU,model,
68,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),941.0,+96/-193,0.0,62.18,60.61,20.109,6.97,0.818,✔️,0.0,False,CPU,model,
69,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),911.0,+68/-156,0.0,63.5,62.6,20.095,32.6,0.021,✔️,0.0,False,CPU,model,
70,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),850.0,+161/-336,0.0,65.91,60.45,24.234,88.43,0.051,✔️,0.0,False,CPU,model,
71,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),843.0,+37/-132,0.0,66.12,65.67,21.002,725.45,268.761,✔️,0.0,False,GPU,model,
72,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),769.0,+180/-433,0.0,68.51,50.99,31.053,0.42,0.047,✔️,0.0,False,CPU,model,
73,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),614.0,+98/-394,0.0,72.08,71.72,35.273,777.82,0.312,✔️,0.0,False,CPU,model,
74,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),604.0,+111/-442,0.0,72.27,71.88,35.315,777.82,0.108,✔️,0.0,False,CPU,model,
75,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),458.0,+95/-417,0.0,74.34,74.29,37.239,3.91,0.126,✔️,0.0,False,CPU,model,
