#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠🔁,Neural Network,RealMLP (tuned + ensembled),1262.0,+69/-48,0.576,6.74,3.49,8.642,1281.84,13.342,✔️,0.0,False,GPU
1,🧠🔁,Neural Network,TabM (tuned + ensembled),1185.0,+51/-41,0.423,8.84,4.89,9.632,1178.51,10.819,✔️,0.0,False,GPU
2,🌳,Tree-based,LightGBM (tuned + ensembled),1181.0,+59/-39,0.434,8.98,4.99,10.367,115.35,2.775,✔️,0.0,False,CPU
3,🧠🔁,Neural Network,RealMLP (tuned),1169.0,+76/-52,0.466,9.31,4.28,10.177,1281.84,1.388,✔️,0.0,False,GPU
4,🌳,Tree-based,CatBoost (tuned + ensembled),1166.0,+46/-44,0.389,9.4,5.67,10.908,542.92,1.14,✔️,0.0,False,CPU
5,🧠⚡,Foundation Model,TabPFN-3 (default),1159.0,+50/-49,0.444,9.61,3.42,8.659,20.81,5.555,✔️,0.0,False,GPU
6,🌳,Tree-based,CatBoost (tuned),1152.0,+48/-50,0.373,9.83,6.26,10.964,542.92,0.202,✔️,0.0,False,CPU
7,🌳,Tree-based,XGBoost (tuned + ensembled),1149.0,+51/-54,0.389,9.94,5.97,11.663,238.02,3.628,✔️,0.0,False,CPU
8,🌳,Tree-based,LightGBM (tuned),1137.0,+50/-41,0.371,10.29,5.91,11.003,115.35,0.655,✔️,0.0,False,CPU
9,🧠🔁,Neural Network,TabM (tuned),1132.0,+50/-40,0.347,10.47,5.11,10.224,1178.51,1.584,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,TabPFN-2.6 (default) [32.94% IMPUTED],1117.0,+73/-72,0.474,10.94,3.11,10.806,44.73,5.695,✔️,32.94,True,GPU
11,🌳,Tree-based,XGBoost (tuned),1106.0,+48/-50,0.325,11.3,6.3,12.002,238.02,0.715,✔️,0.0,False,CPU
12,🌳,Tree-based,CatBoost (default),1091.0,+51/-38,0.309,11.79,8.3,11.947,16.17,0.148,✔️,0.0,False,CPU
13,🧠🔁,Neural Network,TabM (default),1033.0,+53/-44,0.217,13.71,9.6,12.326,31.98,2.057,✔️,0.0,False,GPU
14,🧠⚡,Foundation Model,TabICLv2 (default),1013.0,+73/-69,0.282,14.38,5.22,12.872,18.51,3.73,✔️,0.0,False,GPU
15,🧠🔁,Neural Network,RealMLP (default),1008.0,+44/-41,0.158,14.56,9.88,13.288,30.11,1.419,✔️,0.0,False,GPU
16,🌳,Tree-based,XGBoost (default),1000.0,+43/-46,0.163,14.82,11.63,14.429,5.48,0.682,✔️,0.0,False,CPU
17,🌳,Tree-based,LightGBM (default),970.0,+34/-36,0.113,15.8,12.41,14.566,1.83,0.24,✔️,0.0,False,CPU
18,🌳,Tree-based,ExtraTrees (tuned + ensembled),927.0,+43/-49,0.051,17.21,14.46,17.076,69.28,1.356,✔️,0.0,False,CPU
19,🌳,Tree-based,RandomForest (tuned + ensembled),875.0,+41/-45,0.026,18.81,14.73,18.374,139.91,1.077,✔️,0.0,False,CPU
20,🌳,Tree-based,ExtraTrees (tuned),864.0,+43/-55,0.027,19.17,15.62,18.57,69.28,0.202,✔️,0.0,False,CPU
21,🌳,Tree-based,RandomForest (tuned),847.0,+40/-49,0.015,19.66,16.1,19.281,139.91,0.202,✔️,0.0,False,CPU
22,🧠⚡,Foundation Model,TabDPT (default) [32.94% IMPUTED],827.0,+59/-55,0.06,20.23,11.74,20.902,52.83,8.63,✔️,32.94,True,GPU
23,🌳,Tree-based,RandomForest (default),800.0,+44/-54,0.015,20.96,17.43,21.048,10.23,0.577,✔️,0.0,False,CPU
24,📏,Baseline,Linear (tuned + ensembled),783.0,+71/-63,0.067,21.4,14.82,22.671,100.41,1.617,✔️,0.0,False,CPU
25,🌳,Tree-based,ExtraTrees (default),774.0,+63/-68,0.036,21.65,15.26,21.118,6.09,0.563,✔️,0.0,False,CPU
26,📏,Baseline,Linear (tuned),744.0,+73/-82,0.063,22.37,13.24,23.641,100.41,0.382,✔️,0.0,False,CPU
27,📏,Baseline,Linear (default),677.0,+84/-102,0.064,23.83,16.49,26.865,4.31,0.421,✔️,0.0,False,CPU
