#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2176.0,+194/-94,0.792,5.12,3.26,4.429,4.05,1.009,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2169.0,+233/-116,0.825,5.26,2.32,4.774,2.21,0.886,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2111.0,+156/-75,0.731,6.52,4.26,4.835,3.52,0.878,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2088.0,+365/-177,0.814,7.09,2.04,4.115,42.17,19.818,✔️,0.0,False,GPU,model,
4,📊,System,[TabFM+](https://github.com/google-research/tabfm),2084.0,+303/-121,0.791,7.2,2.64,4.945,7.97,21.431,✔️,0.0,False,GPU,system,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2048.0,+158/-56,0.639,8.19,4.95,6.515,128.64,2.023,✔️,0.0,False,GPU,system,
6,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1913.0,+181/-77,0.541,12.84,6.42,7.416,325.92,2.156,✔️,0.0,False,CPU,system,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1880.0,+250/-170,0.533,14.23,7.09,9.533,1.18,0.306,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1792.0,+177/-119,0.439,18.43,7.0,9.315,0.65,0.198,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1784.0,+121/-89,0.399,18.9,14.64,10.821,2.76,0.886,✔️,0.0,False,GPU,model,
10,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1781.0,+170/-128,0.431,19.06,11.2,10.466,115.66,0.672,✔️,0.0,False,CPU,model,
11,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1768.0,+139/-85,0.418,19.72,10.37,9.305,1.38,0.018,✔️,0.0,False,CPU,model,
12,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1762.0,+165/-93,0.398,20.07,11.95,9.618,329.05,0.166,✔️,0.0,False,CPU,model,
13,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1760.0,+104/-65,0.381,20.15,16.86,10.752,1883.82,80.768,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1748.0,+118/-53,0.349,20.85,16.18,10.152,1633.8,2.053,✔️,0.0,False,GPU,model,
15,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1746.0,+166/-109,0.39,20.94,12.16,9.903,329.05,0.02,✔️,0.0,False,CPU,model,
16,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1715.0,+164/-106,0.3,22.77,16.07,11.329,583.55,0.579,✔️,0.0,False,GPU,model,
17,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1713.0,+130/-88,0.317,22.88,17.0,11.956,110.13,0.386,✔️,0.0,False,CPU,model,
