method,family,x_train,x_infer,imp,elo,n_configs,imputed,imputed_pct
"AutoGluon 1.4 (best, 4h)",System,6318.920309686344,3.1953148725556164,20.046678196140892,1509.8,1.0,False,0.0
"AutoGluon 1.5 (extreme, 4h)",System,247.2032684659593,3.95860677307061,13.412788819348581,1763.9,1.0,False,0.0
"AutoGluon 1.6 (extreme, 4h)",System,23.20794519986916,0.7311729652047955,14.748217538972167,1739.8,1.0,False,0.0
"AutoGluon 1.6 (noncommercial, 4h)",System,24.090388576065113,0.7875693014911309,13.137185547273223,1793.8,1.0,False,0.0
BetaTabPFN,Foundation Model,326.3219590043937,4.2793557109237765,23.94722279556892,1356.8,1.0,False,0.0
CatBoost,Tree-based,29.57760980752417,0.3431890038737085,23.73293494979308,1313.5,1.0,False,0.0
CatBoost,Tree-based,61.624220409690956,0.5366471715959368,21.303182514613166,1401.0,2.0,False,0.0
CatBoost,Tree-based,146.21036359175596,0.7424350968978984,20.18606187905449,1449.0,5.0,False,0.0
CatBoost,Tree-based,255.2797833412045,0.9011323043126572,19.50013208086642,1476.0,10.0,False,0.0
CatBoost,Tree-based,461.9229712958872,0.9752719466033121,18.954070528858278,1491.4,25.0,False,0.0
CatBoost,Tree-based,901.1280977161679,1.121038517070507,18.966538160212995,1484.2,50.0,False,0.0
CatBoost,Tree-based,1816.809705076133,1.151312074576295,18.197320019390745,1490.8,100.0,False,0.0
CatBoost,Tree-based,2717.6279686964476,1.2237069107740308,17.98160481519508,1478.9,150.0,False,0.0
CatBoost,Tree-based,3632.096032066458,1.2361036908122107,17.694358564404965,1490.8,201.0,False,0.0
ChimeraBoost,Tree-based,10.829384469668776,0.15642435885219108,28.706199603681466,1252.2,1.0,False,0.0
ChimeraBoost,Tree-based,22.42207950076084,0.23588262050348296,28.22614469027906,1244.4,2.0,False,0.0
ChimeraBoost,Tree-based,55.119059632992794,0.33429129617516873,27.790506166040114,1242.8,5.0,False,0.0
ChimeraBoost,Tree-based,112.5644245977048,0.540699191377995,27.33338478625723,1251.2,10.0,False,0.0
ChimeraBoost,Tree-based,285.3241320459911,0.7155231255734807,26.35982552304449,1273.9,25.0,False,0.0
ChimeraBoost,Tree-based,575.1805363499668,0.8306382981821167,25.777371335813626,1291.2,50.0,False,0.0
ChimeraBoost,Tree-based,1153.539820454866,0.9988832942616012,25.535707024201642,1303.9,100.0,False,0.0
ChimeraBoost,Tree-based,1724.5773457899327,1.1284590333322935,25.58979676859946,1293.8,150.0,False,0.0
ChimeraBoost,Tree-based,2305.0174414450735,1.2177418088826737,25.62013869977932,1288.7,201.0,False,0.0
EBM,Tree-based,10.949421916487655,0.04836810419925702,26.951140472011247,1224.2,1.0,False,0.0
EBM,Tree-based,116.29961166262254,0.13424257125974076,26.703237134980778,1227.4,2.0,False,0.0
EBM,Tree-based,481.3286902295385,0.2180498533100222,26.61005753282716,1239.1,5.0,False,0.0
EBM,Tree-based,1094.948308910696,0.20724805797925241,26.584665858374752,1244.4,10.0,False,0.0
EBM,Tree-based,2930.513353091796,0.20169614418046777,26.387190791434627,1252.2,25.0,False,0.0
EBM,Tree-based,7066.112935589773,0.21681050149794412,26.138369949982827,1257.4,50.0,False,0.0
EBM,Tree-based,13790.48310176519,0.22407273672736835,25.632577543072983,1289.7,100.0,False,0.0
EBM,Tree-based,20842.875082188268,0.25230877118015077,25.41347195442281,1301.4,150.0,False,0.0
EBM,Tree-based,27727.703705439377,0.31030948018709115,25.253575204371575,1305.4,201.0,False,0.0
EXAONE-Tabular,Foundation Model,14.294358752888336,0.7670512443661425,10.584813149483127,1802.8,1.0,False,0.0
ExtraTrees,Tree-based,5.955842539027833,0.8984521390972171,37.34953256002643,973.5,1.0,False,0.0
ExtraTrees,Tree-based,11.097777693183229,1.1872124249020595,33.68039666679758,1053.0,2.0,False,0.0
ExtraTrees,Tree-based,26.639029957253207,0.9761079980634533,28.424796611821357,1168.3,5.0,False,0.0
ExtraTrees,Tree-based,52.84005979217453,1.2785129959461694,27.19330960682701,1238.6,10.0,False,0.0
ExtraTrees,Tree-based,130.26283788919588,1.7038201809986733,25.493658726133578,1320.1,25.0,False,0.0
ExtraTrees,Tree-based,259.66757279834445,1.4670921858806654,25.31748564002752,1324.2,50.0,False,0.0
ExtraTrees,Tree-based,518.6557637866347,1.7516614997838282,25.112525964674663,1329.2,100.0,False,0.0
ExtraTrees,Tree-based,777.926034324656,1.752116463401101,24.90190439597692,1342.0,150.0,False,0.0
ExtraTrees,Tree-based,1042.3872546633247,1.8728949059513296,24.863153618033657,1343.5,201.0,False,0.0
FastaiMLP,Neural Network,8.784876633139481,0.6878838582528738,35.27420649861994,967.2,1.0,False,0.0
FastaiMLP,Neural Network,23.092954257536217,1.5412796888979252,33.81419789041694,1007.1,2.0,False,0.0
FastaiMLP,Neural Network,64.85918190705,3.1850045276091214,30.689674248289872,1121.1,5.0,False,0.0
FastaiMLP,Neural Network,131.6977426497894,4.290779525711692,29.566168359707707,1189.8,10.0,False,0.0
FastaiMLP,Neural Network,335.6638780888721,6.727022055066608,27.999191074499247,1230.1,25.0,False,0.0
FastaiMLP,Neural Network,677.7524464581845,8.095832519010386,27.291059618256458,1256.4,50.0,False,0.0
FastaiMLP,Neural Network,1359.9623914477388,10.358765447713308,26.908216549266438,1277.5,100.0,False,0.0
FastaiMLP,Neural Network,2046.8674083080518,11.45340174785361,26.87225804367396,1279.5,150.0,False,0.0
FastaiMLP,Neural Network,2750.220732928733,13.568953241318663,26.870601003743,1278.8,201.0,False,0.0
LightGBM,Tree-based,5.149666855974895,0.5257108651276738,26.259213373594033,1251.2,1.0,False,0.0
LightGBM,Tree-based,12.638683475041866,1.7506945394797013,25.185623717543542,1292.8,2.0,False,0.0
